Date,Open,High,Low,Close,Volume
2022-01-03,71.55000305,71.56999969,70.05999756,63.21573257,21649800
2022-01-04,70.87000275,71.55999756,70.62999725,63.01948547,14660900
2022-01-05,70.59999847,71.41000366,70.54000092,62.9838295,22243200
2022-01-06,70.61000061,70.90000153,69.80000305,62.33265686,18129800
2022-01-07,69.73000336,70.75,69.30000305,62.80541611,19636000
2022-01-10,70.34999847,70.44999695,69.61000061,62.39509583,15584900
2022-01-11,69.88999939,70.15000153,68.86000061,61.8331337,16826900
2022-01-12,69.09999847,69.72000122,68.90000153,62.02936935,14056800
2022-01-13,69.51000214,70.15000153,69.47000122,62.33265686,16974500
2022-01-14,69.87999725,70.01000214,69.05000305,61.90449905,16273600
2022-01-18,68.88999939,69.01000214,68.02999878,61.16415024,17767400
2022-01-19,68.58999634,69.48999786,68.56999969,61.44065857,16025600
2022-01-20,69.08999634,69.97000122,68.88999939,61.52095032,14764800
2022-01-21,69.30999756,69.66999817,68.70999908,61.40497208,24271300
2022-01-24,68.76000214,68.98000336,66.43000031,60.81626129,28801000
2022-01-25,67.12000275,67.91999817,66.80000305,59.86182404,26109300
2022-01-26,67.23999786,67.97000122,66.19000244,59.37122726,24617100
2022-01-27,67.18000031,67.98999786,66.81999969,59.89751053,22491000
2022-01-28,66.97000122,68.01999664,66.45999908,60.62002563,25025200
2022-01-31,67.55999756,69.30999756,67.41999817,61.77069092,26290000
2022-02-01,69.05999756,69.43000031,67.69000244,60.95005417,20510100
2022-02-02,68.27999878,69.44000244,68.16000366,61.85097122,22861900
2022-02-03,69.13999939,69.45999908,68.83999634,61.57445526,17144900
2022-02-04,68.43000031,69.08999634,67.79000092,61.08386612,18514600
2022-02-07,68.36000061,68.66000366,67.95999908,60.99466705,13771800
2022-02-08,68.66000366,68.87999725,68.26000214,61.03926468,19426600
2022-02-09,68.91999817,69.08000183,68.51999664,61.30686188,17615900
2022-02-10,68.05000305,68.37999725,66.84999847,59.75478745,22530000
2022-02-11,67.27999878,67.77999878,66.73999786,59.79046249,18029900
2022-02-14,67.25,67.36000061,65.81999969,59.28203201,18556100
2022-02-15,66.87000275,67.12999725,65.84999847,59.00551605,17087200
2022-02-16,66.23999786,66.58000183,65.65000153,59.13929749,16092300
2022-02-17,66,66.66000366,65.52999878,59.17498016,14579900
2022-02-18,66.12000275,66.76999664,65.91999817,59.06794739,16843400
2022-02-22,66.45999908,66.62000275,65.69999695,59.00551605,17210700
2022-02-23,66.26999664,66.47000122,64.95999908,58.00647354,17291800
2022-02-24,64.61000061,65.68000031,64.27999878,58.47032547,28660000
2022-02-25,66.12999725,67.66000366,65.98000336,60.28106308,21264000
2022-02-28,67.16999817,68.02999878,67.08999634,60.5932579,18352600
2022-03-01,67.79000092,68.37999725,66.83000183,60.06698227,16732300
2022-03-02,67.37000275,68.41000366,67.33000183,60.79842377,14629900
2022-03-03,68.43000031,69.69999695,68.37000275,61.86882401,20735600
2022-03-04,69.18000031,70.94999695,69.04000092,63.23356628,24341800
2022-03-07,71.05000305,71.97000122,70.44999695,64.05420685,30972000
2022-03-08,72,72.37000275,70.66999817,63.06407928,26564900
2022-03-09,71.20999908,71.30999756,70.06999969,62.61810684,25476900
2022-03-10,69.66999817,70.80999756,69.62000275,63.03733063,17019900
2022-03-11,70.77999878,71.25,70.36000061,62.82324982,12494200
2022-03-14,70.87999725,71.23999786,69.98999786,62.75188065,20502300
2022-03-15,71.02999878,71.40000153,70.62000275,63.55467606,14502200
2022-03-16,71.16000366,71.47000122,70.11000061,63.43872833,20005900
2022-03-17,71.16000366,71.93000031,71.01999664,63.70632553,15915000
2022-03-18,71.41999817,71.73999786,70.65000153,63.16220093,18519000
2022-03-21,70.44000244,71.13999939,70.41999817,63.58423615,18147200
2022-03-22,71.08000183,71.08000183,70.34999847,63.67404175,14643200
2022-03-23,70.83999634,71.41999817,70.48999786,63.76385117,13995000
2022-03-24,71.16000366,71.83000183,71.01999664,64.41934204,13295700
2022-03-25,72,72.80999756,71.83000183,65.35321045,14461000
2022-03-28,72.84999847,73.25,72.41999817,65.77526093,15479900
2022-03-29,73.22000122,73.93000031,73.08999634,66.38587952,19057300
2022-03-30,74,74.55999756,73.77999878,66.93362427,17614600
2022-03-31,74.48999786,75.13999939,74.41999817,66.86177826,17850600
2022-04-01,74.40000153,75.55000305,73.95999908,67.79566193,19006900
2022-04-04,75.19000244,75.19000244,74.15000153,67.27485657,14195500
2022-04-05,74.94999695,76.25,74.94000244,67.69688416,19070300
2022-04-06,75.62999725,76.94000244,75.29000092,69.04380798,28244600
2022-04-07,76.86000061,76.88999939,76,68.87320709,21016900
2022-04-08,76.98000336,77.23000336,76.30999756,69.10667419,17194300
2022-04-11,77.01000214,77.11000061,75.80000305,68.16383362,23167900
2022-04-12,75.69999695,76.59999847,75.43000031,68.42424011,22656900
2022-04-13,76.20999908,76.41000366,75.55000305,68.28954315,17656500
2022-04-14,76.19999695,76.59999847,75.98000336,68.32545471,14213500
