Date,Open,High,Low,Close,Volume,SMA20,SMA50,SMA200,SMA20_Slp,SMA50_Slp,SMA200_Slp,>MA50,>MA200,GoldenX,LinReg_Slp,Chande,ADX14,RSI14,RSI_D3,MACD_Line,MACD_Hist,RET_3M_pct,RET_6M_pct,RET_12M_pct,StochK14,ROC20_pct,ATR_pct,StdDev20,Vol60,Beta60,R2_60,Ulcer14,Sharpe60,MaxDD_6M_pct,Vol_vs_Avg,OBV,VolROC20,AD_Line,CMF20,MFI14,RS_3M,RS_6M,RS_Bench,Alpha60,InfoRatio,Corr60,Beta,ZScore
2022-01-04,67.15000153,67.15000153,66.54000092,63.80501938,254000,,,,,,,TRUE,TRUE,0,,,0,,,0,0,,,,,,0,0,,,,,,0,,0,,-2531654.476,,,,,100,0,0,,,
2022-01-05,66.75,66.80999756,65.77999878,62.83074951,879100,,,,,,,TRUE,TRUE,0,,,0,,,0,0,,,,,,0,0,,,,,,-1.526948626,,-879100,,-8445100.309,,,,,99.23546208,0,0,,,
2022-01-06,65.73999786,65.87999725,65.43000031,62.56329727,573700,,,,,,,TRUE,TRUE,0,,,0,,,0,0,,,,,,0,0,,,,,,-1.946119787,,-1452800,,-16328305.57,,,,,98.59929454,0,0,,,
2022-01-07,65.43000031,65.47000122,64.75,61.89468765,430100,,,,,,,TRUE,TRUE,0,,,0,,0,0,0,,,,,,0,0,,,,,,-2.994014804,,-1882900,,-20169704.9,,,,,97.39508786,0,0,,,
2022-01-10,64.51999664,64.91999817,63.72999954,61.96156311,458300,,,,,,,TRUE,TRUE,0,,,0,,0,0,0,,,,,,0,0,,,,,,-2.994014804,,-1424600,,-21990148.35,,,,,97.47024973,0,0,,,
2022-01-11,64.73999786,64.97000122,64.25,62.05707169,140000,,,,,,,TRUE,TRUE,0,,,0,,0,0,0,,,,,,0,0,,,,,,-2.994014804,,-1284600,,-22982952.36,,,,,96.72542412,0,0,,,
2022-01-12,64.93000031,65.09999847,64.55999756,61.86603546,257000,,,,,,,TRUE,TRUE,0,,,0,,0,0,0,,,,,,0,0,,,,,,-3.038920662,,-1541600,,-25804200.82,,,,,95.92927322,0,0,,,
2022-01-13,64.73000336,64.77999878,63.83000183,61.09235001,124900,,,,,,,TRUE,TRUE,0,,,0,,0,0,0,,,,,,0,0,,,,,,-4.251498391,,-1666500,,-26648961.48,,,,,95.13454177,0,0,,,
2022-01-14,63.54999924,64.18000031,63.5,61.28338623,144100,,,,,,,TRUE,TRUE,0,,,0,,0,0,0,,,,,,0,0,,,,,,-4.251498391,,-1522400,,-27732514.13,,,,,95.05471678,0,0,,,
2022-01-17,64.25,64.51000214,64.01000214,61.19742203,33400,,,,,,,TRUE,TRUE,0,,,0,,0,0,0,,,,,,0,0,,,,,,-4.251498391,,-1555800,,-28141674.83,,,,,94.1482599,0,0,,,
