Symbol,Settings,Date,Open,High,Low,Close,Volume
ZQQ,Ex:TSE | Src:Google,2022-12-13,86.370,87.000,83.990,84.650,87780
ZQQ,Ex:TSE | Src:Google,2022-12-14,84.490,85.400,83.200,84.040,94066
ZQQ,Ex:TSE | Src:Google,2022-12-15,82.750,82.870,80.850,81.120,95187
ZQQ,Ex:TSE | Src:Google,2022-12-16,80.930,81.320,79.930,80.330,89904
ZQQ,Ex:TSE | Src:Google,2022-12-19,80.430,80.430,78.880,79.340,26232
ZQQ,Ex:TSE | Src:Google,2022-12-20,78.860,79.610,78.500,79.190,18759
ZQQ,Ex:TSE | Src:Google,2022-12-21,79.480,80.670,79.250,80.280,53942
ZQQ,Ex:TSE | Src:Google,2022-12-22,79.320,79.320,77.120,78.330,57441
ZQQ,Ex:TSE | Src:Google,2022-12-23,78.000,78.520,77.450,78.500,27275
ZQQ,Ex:TSE | Src:Google,2022-12-28,77.060,77.530,75.950,76.000,52859
ZQQ,Ex:TSE | Src:Google,2022-12-29,76.970,78.200,76.970,77.980,15519
ZQQ,Ex:TSE | Src:Google,2022-12-30,77.140,77.900,76.880,77.900,20957
ZQQ,Ex:TSE | Src:Google,2023-01-03,78.480,79.000,76.700,77.360,32380
ZQQ,Ex:TSE | Src:Google,2023-01-04,78.000,78.170,76.790,77.790,42680
ZQQ,Ex:TSE | Src:Google,2023-01-05,77.140,77.140,76.400,76.500,17071
ZQQ,Ex:TSE | Src:Google,2023-01-06,76.990,78.900,76.450,78.590,40189
ZQQ,Ex:TSE | Src:Google,2023-01-09,79.270,80.420,78.990,79.060,40249
ZQQ,Ex:TSE | Src:Google,2023-01-10,78.750,79.780,78.680,79.770,40454
ZQQ,Ex:TSE | Src:Google,2023-01-11,80.100,81.170,80.070,81.160,66976
ZQQ,Ex:TSE | Src:Google,2023-01-12,81.380,81.770,80.110,81.560,49419
ZQQ,Ex:TSE | Src:Google,2023-01-13,80.830,82.150,80.800,82.130,40738
ZQQ,Ex:TSE | Src:Google,2023-01-16,82.000,82.250,81.820,81.820,8954
ZQQ,Ex:TSE | Src:Google,2023-01-17,82.040,82.590,81.750,82.230,25581
ZQQ,Ex:TSE | Src:Google,2023-01-18,82.790,83.110,81.200,81.200,50255
ZQQ,Ex:TSE | Src:Google,2023-01-19,80.500,81.030,80.140,80.350,46082
ZQQ,Ex:TSE | Src:Google,2023-01-20,80.870,82.670,80.740,82.670,49041
ZQQ,Ex:TSE | Src:Google,2023-01-23,82.830,84.780,82.670,84.460,65375
ZQQ,Ex:TSE | Src:Google,2023-01-24,83.950,84.500,83.920,84.230,29774
ZQQ,Ex:TSE | Src:Google,2023-01-25,82.850,84.170,82.250,84.000,55483
ZQQ,Ex:TSE | Src:Google,2023-01-26,85.020,85.670,84.400,85.670,48328
ZQQ,Ex:TSE | Src:Google,2023-01-27,85.320,87.000,85.320,86.500,68364
ZQQ,Ex:TSE | Src:Google,2023-01-30,85.540,85.850,84.720,84.740,33271
ZQQ,Ex:TSE | Src:Google,2023-01-31,84.810,86.000,84.810,86.000,31922
ZQQ,Ex:TSE | Src:Google,2023-02-01,85.840,88.520,85.390,87.830,76682
ZQQ,Ex:TSE | Src:Google,2023-02-02,89.830,91.500,89.690,90.930,113298
ZQQ,Ex:TSE | Src:Google,2023-02-03,89.040,91.210,88.960,89.470,120752
ZQQ,Ex:TSE | Src:Google,2023-02-06,88.650,89.330,88.300,88.630,45576
ZQQ,Ex:TSE | Src:Google,2023-02-07,88.630,90.800,88.310,90.560,68406
ZQQ,Ex:TSE | Src:Google,2023-02-08,90.100,90.300,88.750,88.930,46328
ZQQ,Ex:TSE | Src:Google,2023-02-09,90.180,90.180,87.720,88.080,98470
ZQQ,Ex:TSE | Src:Google,2023-02-10,87.410,87.860,86.800,87.480,80216
ZQQ,Ex:TSE | Src:Google,2023-02-13,87.890,88.980,87.650,88.860,57166
ZQQ,Ex:TSE | Src:Google,2023-02-14,88.390,89.770,87.930,89.530,71872
ZQQ,Ex:TSE | Src:Google,2023-02-15,89.020,90.270,88.860,90.230,81602
ZQQ,Ex:TSE | Src:Google,2023-02-16,88.890,89.970,88.590,88.590,68271
ZQQ,Ex:TSE | Src:Google,2023-02-17,87.940,88.070,87.050,87.930,49946
ZQQ,Ex:TSE | Src:Google,2023-02-21,86.770,87.200,85.770,85.820,40149
ZQQ,Ex:TSE | Src:Google,2023-02-22,86.030,86.390,85.420,85.790,81307
ZQQ,Ex:TSE | Src:Google,2023-02-23,86.990,86.990,85.380,86.730,35663
ZQQ,Ex:TSE | Src:Google,2023-02-24,85.050,85.480,84.650,85.140,49947
ZQQ,Ex:TSE | Src:Google,2023-02-27,86.190,86.500,85.690,85.800,42500
ZQQ,Ex:TSE | Src:Google,2023-02-28,85.630,86.370,85.550,85.720,18294
ZQQ,Ex:TSE | Src:Google,2023-03-01,85.550,85.680,84.720,84.960,37037
ZQQ,Ex:TSE | Src:Google,2023-03-02,84.200,85.900,84.200,85.650,28991
ZQQ,Ex:TSE | Src:Google,2023-03-03,86.200,87.540,86.200,87.470,43180
ZQQ,Ex:TSE | Src:Google,2023-03-06,87.880,88.690,87.510,87.560,44093
ZQQ,Ex:TSE | Src:Google,2023-03-07,87.590,87.770,86.300,86.460,35781
ZQQ,Ex:TSE | Src:Google,2023-03-08,86.600,87.040,86.090,86.900,40428
ZQQ,Ex:TSE | Src:Google,2023-03-09,87.060,87.800,85.200,85.360,78933
ZQQ,Ex:TSE | Src:Google,2023-03-10,85.490,85.830,83.870,84.170,137379
ZQQ,Ex:TSE | Src:Google,2023-03-13,83.640,85.890,83.250,84.850,92445
ZQQ,Ex:TSE | Src:Google,2023-03-14,85.870,86.850,85.690,86.850,58926
ZQQ,Ex:TSE | Src:Google,2023-03-15,85.960,87.300,85.700,87.200,150506
ZQQ,Ex:TSE | Src:Google,2023-03-16,86.960,89.650,86.800,89.560,98717
ZQQ,Ex:TSE | Src:Google,2023-03-17,89.550,90.200,88.670,89.100,94226
ZQQ,Ex:TSE | Src:Google,2023-03-20,89.010,89.480,88.300,89.380,90679
ZQQ,Ex:TSE | Src:Google,2023-03-21,89.990,90.860,89.590,90.650,60780
ZQQ,Ex:TSE | Src:Google,2023-03-22,90.700,92.170,89.430,89.430,56701
ZQQ,Ex:TSE | Src:Google,2023-03-23,90.580,91.770,89.800,90.680,118029
ZQQ,Ex:TSE | Src:Google,2023-03-24,90.450,90.880,89.770,90.810,72159
ZQQ,Ex:TSE | Src:Google,2023-03-27,91.090,91.350,90.070,90.150,62625
ZQQ,Ex:TSE | Src:Google,2023-03-28,90.030,90.030,89.100,89.710,67699
ZQQ,Ex:TSE | Src:Google,2023-03-29,90.840,91.500,90.690,91.320,77675
ZQQ,Ex:TSE | Src:Google,2023-03-30,92.090,92.390,91.760,92.200,41941
ZQQ,Ex:TSE | Src:Google,2023-03-31,92.170,93.790,92.170,93.780,40717
ZQQ,Ex:TSE | Src:Google,2023-04-03,93.140,93.540,92.700,93.500,48108
ZQQ,Ex:TSE | Src:Google,2023-04-04,93.600,93.850,92.820,93.140,40795
ZQQ,Ex:TSE | Src:Google,2023-04-05,92.890,92.900,91.720,92.230,79983
ZQQ,Ex:TSE | Src:Google,2023-04-06,91.730,93.000,91.340,92.820,32774
ZQQ,Ex:TSE | Src:Google,2023-04-10,92.000,92.790,91.480,92.700,35631
ZQQ,Ex:TSE | Src:Google,2023-04-11,92.760,92.760,92.070,92.190,22234
ZQQ,Ex:TSE | Src:Google,2023-04-12,92.810,92.950,91.300,91.360,49193
ZQQ,Ex:TSE | Src:Google,2023-04-13,92.190,93.280,92.090,93.140,47126
ZQQ,Ex:TSE | Src:Google,2023-04-14,92.720,93.500,92.170,92.960,58212
ZQQ,Ex:TSE | Src:Google,2023-04-17,92.860,93.050,92.310,93.030,32717
ZQQ,Ex:TSE | Src:Google,2023-04-18,93.670,93.760,92.760,93.100,29281
ZQQ,Ex:TSE | Src:Google,2023-04-19,92.380,93.270,92.380,93.050,19118
ZQQ,Ex:TSE | Src:Google,2023-04-20,92.170,93.130,92.000,92.200,40674
ZQQ,Ex:TSE | Src:Google,2023-04-21,92.220,92.570,91.800,92.430,26052
ZQQ,Ex:TSE | Src:Google,2023-04-24,92.360,92.670,91.600,92.210,46027
ZQQ,Ex:TSE | Src:Google,2023-04-25,91.830,91.830,90.430,90.430,21239
ZQQ,Ex:TSE | Src:Google,2023-04-26,91.450,91.860,90.890,91.100,33472
ZQQ,Ex:TSE | Src:Google,2023-04-27,92.130,93.660,92.000,93.500,51786
ZQQ,Ex:TSE | Src:Google,2023-04-28,93.340,94.160,93.170,94.130,27473
ZQQ,Ex:TSE | Src:Google,2023-05-01,93.990,94.320,93.750,94.090,33091
ZQQ,Ex:TSE | Src:Google,2023-05-02,94.000,94.000,92.720,93.160,46662
ZQQ,Ex:TSE | Src:Google,2023-05-03,93.300,94.090,92.600,92.610,22920
ZQQ,Ex:TSE | Src:Google,2023-05-04,92.550,92.850,91.970,92.260,31987
ZQQ,Ex:TSE | Src:Google,2023-05-05,92.870,94.440,92.870,94.200,37317
ZQQ,Ex:TSE | Src:Google,2023-05-08,94.070,94.510,93.850,94.440,39676
ZQQ,Ex:TSE | Src:Google,2023-05-09,93.940,94.130,93.780,93.850,10206
ZQQ,Ex:TSE | Src:Google,2023-05-10,94.550,95.050,93.880,94.800,55586
ZQQ,Ex:TSE | Src:Google,2023-05-11,95.030,95.310,94.640,95.180,47207
ZQQ,Ex:TSE | Src:Google,2023-05-12,95.400,95.400,94.280,94.820,27094
ZQQ,Ex:TSE | Src:Google,2023-05-15,95.090,95.340,94.780,95.290,40105
ZQQ,Ex:TSE | Src:Google,2023-05-16,95.130,95.920,95.130,95.450,21707
ZQQ,Ex:TSE | Src:Google,2023-05-17,95.760,96.720,95.490,96.560,44741
ZQQ,Ex:TSE | Src:Google,2023-05-18,96.740,98.400,96.740,98.380,48357
ZQQ,Ex:TSE | Src:Google,2023-05-19,98.500,98.530,97.900,98.170,38090
ZQQ,Ex:TSE | Src:Google,2023-05-23,97.990,98.290,97.160,97.260,32784
ZQQ,Ex:TSE | Src:Google,2023-05-24,96.620,97.080,96.130,96.730,34939
ZQQ,Ex:TSE | Src:Google,2023-05-25,98.950,99.450,98.300,99.160,55636
ZQQ,Ex:TSE | Src:Google,2023-05-26,99.450,101.860,99.450,101.660,72583
ZQQ,Ex:TSE | Src:Google,2023-05-29,102.200,102.350,102.020,102.300,12148
ZQQ,Ex:TSE | Src:Google,2023-05-30,102.940,103.230,101.800,102.150,36941
ZQQ,Ex:TSE | Src:Google,2023-05-31,101.640,102.190,101.190,101.410,21580
ZQQ,Ex:TSE | Src:Google,2023-06-01,101.370,103.000,101.220,102.620,33438
ZQQ,Ex:TSE | Src:Google,2023-06-02,103.260,103.700,102.670,103.440,23659
ZQQ,Ex:TSE | Src:Google,2023-06-05,103.390,104.220,103.240,103.470,37241
ZQQ,Ex:TSE | Src:Google,2023-06-06,103.270,103.700,103.000,103.570,32742
ZQQ,Ex:TSE | Src:Google,2023-06-07,103.580,104.070,101.560,101.720,37545
ZQQ,Ex:TSE | Src:Google,2023-06-08,101.820,103.050,101.780,102.960,22810
ZQQ,Ex:TSE | Src:Google,2023-06-09,103.410,104.200,103.000,103.270,39767
ZQQ,Ex:TSE | Src:Google,2023-06-12,103.900,105.060,103.600,105.040,48927
ZQQ,Ex:TSE | Src:Google,2023-06-13,105.820,106.000,105.010,105.770,30832
ZQQ,Ex:TSE | Src:Google,2023-06-14,105.810,106.550,105.030,106.530,27028
ZQQ,Ex:TSE | Src:Google,2023-06-15,106.180,108.140,106.180,107.730,58650
ZQQ,Ex:TSE | Src:Google,2023-06-16,108.600,108.600,106.970,107.060,95384
ZQQ,Ex:TSE | Src:Google,2023-06-19,107.000,107.010,106.050,106.050,14278
ZQQ,Ex:TSE | Src:Google,2023-06-20,106.610,107.390,106.150,106.970,34654
ZQQ,Ex:TSE | Src:Google,2023-06-21,106.660,106.660,105.350,105.500,49690
ZQQ,Ex:TSE | Src:Google,2023-06-22,105.190,106.710,105.080,106.710,23709
ZQQ,Ex:TSE | Src:Google,2023-06-23,105.570,106.310,105.250,105.680,19479
ZQQ,Ex:TSE | Src:Google,2023-06-26,105.580,106.300,104.300,104.320,17573
ZQQ,Ex:TSE | Src:Google,2023-06-27,104.720,106.250,104.700,106.050,20283
ZQQ,Ex:TSE | Src:Google,2023-06-28,105.540,106.810,105.540,106.190,38974
ZQQ,Ex:TSE | Src:Google,2023-06-29,106.190,106.290,105.670,106.040,12482
ZQQ,Ex:TSE | Src:Google,2023-06-30,107.000,107.890,107.000,107.700,62640
ZQQ,Ex:TSE | Src:Google,2023-07-04,108.030,108.230,108.000,108.090,15532
ZQQ,Ex:TSE | Src:Google,2023-07-05,107.410,108.350,107.390,107.900,30450
ZQQ,Ex:TSE | Src:Google,2023-07-06,106.820,107.200,106.260,107.120,29007
ZQQ,Ex:TSE | Src:Google,2023-07-07,107.000,107.920,106.700,106.710,22296
ZQQ,Ex:TSE | Src:Google,2023-07-10,106.590,106.850,105.980,106.680,22643
ZQQ,Ex:TSE | Src:Google,2023-07-11,106.850,107.370,106.260,107.290,25529
ZQQ,Ex:TSE | Src:Google,2023-07-12,108.460,108.960,107.970,108.570,60631
ZQQ,Ex:TSE | Src:Google,2023-07-13,109.530,110.600,109.400,110.430,26804
ZQQ,Ex:TSE | Src:Google,2023-07-14,110.520,111.430,110.180,110.320,27889
ZQQ,Ex:TSE | Src:Google,2023-07-17,110.590,111.680,110.560,111.410,21355
ZQQ,Ex:TSE | Src:Google,2023-07-18,111.290,112.640,110.720,112.360,35258
ZQQ,Ex:TSE | Src:Google,2023-07-19,112.660,112.900,111.940,112.260,21594
ZQQ,Ex:TSE | Src:Google,2023-07-20,111.380,111.810,109.470,109.740,43519
ZQQ,Ex:TSE | Src:Google,2023-07-21,110.450,110.520,109.320,109.380,22205
ZQQ,Ex:TSE | Src:Google,2023-07-24,109.740,109.980,109.150,109.490,12311
ZQQ,Ex:TSE | Src:Google,2023-07-25,109.810,110.730,109.810,110.350,24045
ZQQ,Ex:TSE | Src:Google,2023-07-26,109.980,110.340,109.350,109.920,23344
ZQQ,Ex:TSE | Src:Google,2023-07-27,111.530,112.000,109.430,109.720,37345
ZQQ,Ex:TSE | Src:Google,2023-07-28,110.890,111.950,110.890,111.680,36808
ZQQ,Ex:TSE | Src:Google,2023-07-31,111.750,112.040,111.370,111.700,25572
ZQQ,Ex:TSE | Src:Google,2023-08-01,111.310,111.680,110.850,111.470,34420
ZQQ,Ex:TSE | Src:Google,2023-08-02,110.430,110.430,108.640,109.080,68724
ZQQ,Ex:TSE | Src:Google,2023-08-03,108.300,109.310,108.270,108.950,31580
ZQQ,Ex:TSE | Src:Google,2023-08-04,109.360,110.000,108.140,108.210,36620
ZQQ,Ex:TSE | Src:Google,2023-08-08,108.270,108.300,107.280,108.270,49593
ZQQ,Ex:TSE | Src:Google,2023-08-09,108.240,108.240,106.770,107.010,26814
ZQQ,Ex:TSE | Src:Google,2023-08-10,107.940,108.910,106.750,107.200,39464
ZQQ,Ex:TSE | Src:Google,2023-08-11,106.280,106.970,106.100,106.400,50666
ZQQ,Ex:TSE | Src:Google,2023-08-14,106.220,107.680,106.100,107.680,12294
ZQQ,Ex:TSE | Src:Google,2023-08-15,107.400,107.620,106.400,106.600,11884
ZQQ,Ex:TSE | Src:Google,2023-08-16,106.380,106.680,105.380,105.390,16312
ZQQ,Ex:TSE | Src:Google,2023-08-17,105.850,105.850,104.050,104.160,35827
ZQQ,Ex:TSE | Src:Google,2023-08-18,103.060,104.320,102.990,103.960,29131
ZQQ,Ex:TSE | Src:Google,2023-08-21,104.430,105.930,104.300,105.790,35215
ZQQ,Ex:TSE | Src:Google,2023-08-22,106.520,106.520,105.380,105.530,60030
ZQQ,Ex:TSE | Src:Google,2023-08-23,105.860,107.550,105.860,107.250,30229
ZQQ,Ex:TSE | Src:Google,2023-08-24,108.380,108.380,104.860,104.930,60871
ZQQ,Ex:TSE | Src:Google,2023-08-25,105.160,106.190,104.150,105.690,47421
ZQQ,Ex:TSE | Src:Google,2023-08-28,106.630,106.720,105.870,106.620,71359
ZQQ,Ex:TSE | Src:Google,2023-08-29,106.430,109.030,106.430,108.990,64420
ZQQ,Ex:TSE | Src:Google,2023-08-30,108.980,109.690,108.730,109.530,33790
ZQQ,Ex:TSE | Src:Google,2023-08-31,109.630,110.400,109.630,109.990,22988
ZQQ,Ex:TSE | Src:Google,2023-09-01,110.640,110.640,109.430,109.810,28401
ZQQ,Ex:TSE | Src:Google,2023-09-05,109.530,110.250,109.290,109.950,21160
ZQQ,Ex:TSE | Src:Google,2023-09-06,109.710,109.760,108.390,108.960,27553
ZQQ,Ex:TSE | Src:Google,2023-09-07,107.610,108.340,107.400,108.200,38648
ZQQ,Ex:TSE | Src:Google,2023-09-08,108.110,108.960,108.030,108.270,18047
ZQQ,Ex:TSE | Src:Google,2023-09-11,109.210,109.720,108.770,109.620,20980
ZQQ,Ex:TSE | Src:Google,2023-09-12,109.070,109.400,108.300,108.400,27642
ZQQ,Ex:TSE | Src:Google,2023-09-13,108.600,109.180,108.130,108.820,16917
ZQQ,Ex:TSE | Src:Google,2023-09-14,109.350,109.960,108.770,109.700,19464
ZQQ,Ex:TSE | Src:Google,2023-09-15,109.290,109.290,107.540,107.770,42707
ZQQ,Ex:TSE | Src:Google,2023-09-18,107.510,108.210,107.510,107.890,13502
ZQQ,Ex:TSE | Src:Google,2023-09-19,107.540,107.850,106.910,107.630,41717
ZQQ,Ex:TSE | Src:Google,2023-09-20,107.940,107.960,106.170,106.170,34411
ZQQ,Ex:TSE | Src:Google,2023-09-21,105.060,105.230,104.190,104.190,55223
ZQQ,Ex:TSE | Src:Google,2023-09-22,104.690,105.300,104.120,104.230,48393
ZQQ,Ex:TSE | Src:Google,2023-09-25,103.870,104.710,103.630,104.710,28566
ZQQ,Ex:TSE | Src:Google,2023-09-26,103.970,104.010,102.820,103.100,50353
ZQQ,Ex:TSE | Src:Google,2023-09-27,103.410,103.800,102.400,103.370,77736
ZQQ,Ex:TSE | Src:Google,2023-09-28,103.200,104.750,102.950,104.230,36354
ZQQ,Ex:TSE | Src:Google,2023-09-29,105.260,105.510,104.000,104.280,62463
ZQQ,Ex:TSE | Src:Google,2023-10-02,104.330,105.460,104.260,105.060,64440
ZQQ,Ex:TSE | Src:Google,2023-10-03,104.380,104.850,102.820,103.250,63941
ZQQ,Ex:TSE | Src:Google,2023-10-04,103.550,104.950,103.520,104.780,41639
ZQQ,Ex:TSE | Src:Google,2023-10-05,104.680,104.680,103.370,104.360,36828
ZQQ,Ex:TSE | Src:Google,2023-10-06,103.550,106.480,103.290,106.150,70342
ZQQ,Ex:TSE | Src:Google,2023-10-10,106.760,108.000,106.760,107.210,56162
ZQQ,Ex:TSE | Src:Google,2023-10-11,107.630,108.060,107.170,108.030,33747
ZQQ,Ex:TSE | Src:Google,2023-10-12,108.160,108.700,107.070,107.640,34435
ZQQ,Ex:TSE | Src:Google,2023-10-13,107.850,107.940,105.940,106.220,65805
ZQQ,Ex:TSE | Src:Google,2023-10-16,106.730,107.810,106.730,107.500,34553
ZQQ,Ex:TSE | Src:Google,2023-10-17,106.410,107.580,105.850,107.150,60148
ZQQ,Ex:TSE | Src:Google,2023-10-18,106.440,107.000,105.410,105.540,62131
ZQQ,Ex:TSE | Src:Google,2023-10-19,106.120,106.430,104.510,104.850,56539
ZQQ,Ex:TSE | Src:Google,2023-10-20,104.590,104.640,103.080,103.120,67057
ZQQ,Ex:TSE | Src:Google,2023-10-23,102.740,104.440,102.220,103.450,64067
ZQQ,Ex:TSE | Src:Google,2023-10-24,104.010,104.690,103.570,104.520,27946
ZQQ,Ex:TSE | Src:Google,2023-10-25,103.730,103.770,101.710,101.850,81531
ZQQ,Ex:TSE | Src:Google,2023-10-26,101.510,101.730,99.480,99.840,102420
ZQQ,Ex:TSE | Src:Google,2023-10-27,100.690,101.370,99.960,100.390,64471
ZQQ,Ex:TSE | Src:Google,2023-10-30,101.110,101.820,100.720,101.510,36173
ZQQ,Ex:TSE | Src:Google,2023-10-31,101.530,102.090,100.950,102.050,26532
ZQQ,Ex:TSE | Src:Google,2023-11-01,102.280,103.870,102.280,103.840,31361
ZQQ,Ex:TSE | Src:Google,2023-11-02,105.110,105.650,104.700,105.610,62198
ZQQ,Ex:TSE | Src:Google,2023-11-03,105.960,107.120,105.960,106.780,27196
ZQQ,Ex:TSE | Src:Google,2023-11-06,107.030,107.290,106.570,107.250,18907
ZQQ,Ex:TSE | Src:Google,2023-11-07,107.520,108.490,107.350,108.240,49160
ZQQ,Ex:TSE | Src:Google,2023-11-08,108.420,108.500,107.780,108.340,26169
ZQQ,Ex:TSE | Src:Google,2023-11-09,108.520,108.840,107.400,107.500,54907
ZQQ,Ex:TSE | Src:Google,2023-11-10,108.010,109.920,108.010,109.890,50346
ZQQ,Ex:TSE | Src:Google,2023-11-13,109.480,109.860,109.130,109.540,34613
ZQQ,Ex:TSE | Src:Google,2023-11-14,111.200,112.070,111.200,111.730,101874
ZQQ,Ex:TSE | Src:Google,2023-11-15,112.350,112.490,111.570,111.850,31324
ZQQ,Ex:TSE | Src:Google,2023-11-16,111.690,112.090,111.410,112.080,34909
ZQQ,Ex:TSE | Src:Google,2023-11-17,111.840,112.310,111.570,112.020,25614
ZQQ,Ex:TSE | Src:Google,2023-11-20,112.050,113.540,112.050,113.380,37530
ZQQ,Ex:TSE | Src:Google,2023-11-21,112.910,112.910,112.300,112.720,30647
ZQQ,Ex:TSE | Src:Google,2023-11-22,113.370,114.000,113.070,113.190,25218
ZQQ,Ex:TSE | Src:Google,2023-11-23,113.290,113.800,113.150,113.700,10665
ZQQ,Ex:TSE | Src:Google,2023-11-24,113.000,113.020,112.680,113.000,14231
ZQQ,Ex:TSE | Src:Google,2023-11-27,112.840,113.400,112.640,112.830,16284
ZQQ,Ex:TSE | Src:Google,2023-11-28,112.570,113.170,112.500,113.110,39003
ZQQ,Ex:TSE | Src:Google,2023-11-29,113.800,114.210,112.910,112.970,50457
ZQQ,Ex:TSE | Src:Google,2023-11-30,113.040,113.190,111.900,112.630,50329
ZQQ,Ex:TSE | Src:Google,2023-12-01,112.320,113.150,112.000,113.050,55689
ZQQ,Ex:TSE | Src:Google,2023-12-04,112.000,112.000,110.890,111.870,42383
ZQQ,Ex:TSE | Src:Google,2023-12-05,111.360,112.550,111.360,112.130,44565
ZQQ,Ex:TSE | Src:Google,2023-12-06,113.070,113.070,111.490,111.580,50128
ZQQ,Ex:TSE | Src:Google,2023-12-07,112.370,113.320,112.180,113.190,54074
ZQQ,Ex:TSE | Src:Google,2023-12-08,112.610,113.740,112.610,113.640,80103
ZQQ,Ex:TSE | Src:Google,2023-12-11,113.280,114.630,113.280,114.600,66694
ZQQ,Ex:TSE | Src:Google,2023-12-12,114.550,115.510,114.350,115.510,58650
ZQQ,Ex:TSE | Src:Google,2023-12-13,115.780,117.090,115.560,116.910,56639
ZQQ,Ex:TSE | Src:Google,2023-12-14,117.240,117.660,116.000,116.780,47838
ZQQ,Ex:TSE | Src:Google,2023-12-15,116.970,117.630,116.860,117.380,67314
ZQQ,Ex:TSE | Src:Google,2023-12-18,117.510,118.330,117.460,118.090,57852
ZQQ,Ex:TSE | Src:Google,2023-12-19,118.180,118.650,118.180,118.650,37328
ZQQ,Ex:TSE | Src:Google,2023-12-20,118.330,119.000,116.960,116.960,58035
ZQQ,Ex:TSE | Src:Google,2023-12-21,118.010,118.300,117.330,118.240,27428
ZQQ,Ex:TSE | Src:Google,2023-12-22,118.450,118.780,117.900,118.350,42754
ZQQ,Ex:TSE | Src:Google,2023-12-27,119.080,119.080,118.600,118.790,28405
ZQQ,Ex:TSE | Src:Google,2023-12-28,119.120,119.240,118.770,118.840,25263
ZQQ,Ex:TSE | Src:Google,2023-12-29,118.870,118.950,117.790,118.430,40776
ZQQ,Ex:TSE | Src:Google,2024-01-02,117.160,117.160,115.680,116.280,55568
ZQQ,Ex:TSE | Src:Google,2024-01-03,115.480,115.730,114.940,115.040,33290
ZQQ,Ex:TSE | Src:Google,2024-01-04,114.490,115.360,114.380,114.470,50812
ZQQ,Ex:TSE | Src:Google,2024-01-05,114.470,115.360,114.170,114.530,113775
ZQQ,Ex:TSE | Src:Google,2024-01-08,114.920,117.020,114.920,117.000,53879
ZQQ,Ex:TSE | Src:Google,2024-01-09,116.070,117.450,116.070,117.180,27339
ZQQ,Ex:TSE | Src:Google,2024-01-10,117.320,118.270,117.040,118.050,47697
ZQQ,Ex:TSE | Src:Google,2024-01-11,118.420,118.760,116.780,118.220,48507
ZQQ,Ex:TSE | Src:Google,2024-01-12,118.600,118.760,117.970,118.340,21350
ZQQ,Ex:TSE | Src:Google,2024-01-15,117.910,118.470,117.910,118.360,7036
ZQQ,Ex:TSE | Src:Google,2024-01-16,118.020,118.720,117.500,118.250,59483
ZQQ,Ex:TSE | Src:Google,2024-01-17,117.300,117.700,116.320,117.600,49345
ZQQ,Ex:TSE | Src:Google,2024-01-18,118.600,119.440,118.210,119.390,76281
ZQQ,Ex:TSE | Src:Google,2024-01-19,119.990,121.740,119.770,121.690,76089
ZQQ,Ex:TSE | Src:Google,2024-01-22,122.360,122.600,121.710,121.890,36159
ZQQ,Ex:TSE | Src:Google,2024-01-23,122.100,122.430,121.600,122.430,25328
ZQQ,Ex:TSE | Src:Google,2024-01-24,123.590,124.230,122.980,123.040,50402
ZQQ,Ex:TSE | Src:Google,2024-01-25,123.850,124.040,122.570,123.160,36942
ZQQ,Ex:TSE | Src:Google,2024-01-26,122.640,123.110,122.300,122.450,34004
ZQQ,Ex:TSE | Src:Google,2024-01-29,122.590,123.800,122.450,123.750,38341
ZQQ,Ex:TSE | Src:Google,2024-01-30,123.470,123.510,122.700,122.900,26604
ZQQ,Ex:TSE | Src:Google,2024-01-31,121.660,122.000,120.470,120.480,54564
ZQQ,Ex:TSE | Src:Google,2024-02-01,120.950,121.960,120.740,121.900,37717
ZQQ,Ex:TSE | Src:Google,2024-02-02,122.430,124.260,122.380,123.990,84696
ZQQ,Ex:TSE | Src:Google,2024-02-05,123.850,124.060,122.810,123.880,47155
ZQQ,Ex:TSE | Src:Google,2024-02-06,124.120,124.260,122.870,123.500,26141
ZQQ,Ex:TSE | Src:Google,2024-02-07,124.300,125.000,124.010,124.820,31533
ZQQ,Ex:TSE | Src:Google,2024-02-08,124.910,125.190,124.680,125.040,20869
ZQQ,Ex:TSE | Src:Google,2024-02-09,125.330,126.330,125.330,126.250,28793
ZQQ,Ex:TSE | Src:Google,2024-02-12,126.220,126.800,125.630,125.680,19030
ZQQ,Ex:TSE | Src:Google,2024-02-13,123.450,124.560,122.850,123.740,91279
ZQQ,Ex:TSE | Src:Google,2024-02-14,124.600,125.190,124.000,125.160,55099
ZQQ,Ex:TSE | Src:Google,2024-02-15,125.350,125.570,124.600,125.450,45130
ZQQ,Ex:TSE | Src:Google,2024-02-16,125.600,125.600,124.140,124.320,70699
ZQQ,Ex:TSE | Src:Google,2024-02-20,123.860,124.040,122.270,123.380,64441
ZQQ,Ex:TSE | Src:Google,2024-02-21,122.520,122.860,121.790,122.860,43993
ZQQ,Ex:TSE | Src:Google,2024-02-22,125.280,126.800,125.200,126.570,112959
ZQQ,Ex:TSE | Src:Google,2024-02-23,126.970,127.200,125.880,126.150,30758
ZQQ,Ex:TSE | Src:Google,2024-02-26,126.420,126.590,126.150,126.150,11056
ZQQ,Ex:TSE | Src:Google,2024-02-27,126.390,126.480,125.670,126.400,23986
ZQQ,Ex:TSE | Src:Google,2024-02-28,125.770,126.070,125.500,125.690,41448
