Symbol,Settings,Date,Open,High,Low,Close,Volume
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-10-17,29.660,30.000,29.510,29.770,37176
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-10-18,30.140,30.150,29.700,30.000,22663
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-10-19,29.410,30.380,29.360,30.140,35965
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-10-20,29.890,30.120,29.260,29.280,16648
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-10-23,28.790,29.130,28.300,28.460,39133
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-10-24,28.540,28.540,27.620,27.690,50043
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-10-25,27.900,28.420,27.400,28.370,26526
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-10-26,27.800,28.110,27.200,28.110,8265
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-10-27,28.280,28.390,27.150,27.820,18711
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-10-30,27.740,28.400,27.290,27.720,13595
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-10-31,27.800,28.220,27.500,27.850,15662
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-11-01,28.030,28.710,28.030,28.410,19542
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-11-02,28.680,29.830,28.500,29.750,65991
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-11-03,29.800,29.800,28.770,28.780,18432
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-11-06,29.050,29.290,28.180,28.180,8918
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-11-07,27.460,27.460,26.040,26.130,34737
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-11-08,25.790,25.900,24.600,25.060,197115
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-11-09,26.190,26.610,25.630,25.740,58570
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-11-10,26.010,26.710,26.000,26.710,18282
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-11-13,26.850,27.090,26.680,27.040,17740
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-11-14,27.170,27.400,26.670,26.980,15472
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-11-15,26.790,27.080,26.300,26.300,10400
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-11-16,25.920,26.010,24.580,25.350,173205
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-11-17,25.900,26.900,25.870,26.780,33859
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-11-20,26.800,27.270,26.790,26.880,22750
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-11-21,26.800,26.800,26.200,26.360,42573
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-11-22,25.550,25.590,24.880,25.590,64385
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-11-23,25.550,25.780,25.540,25.780,4738
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-11-24,25.790,25.950,25.560,25.720,14011
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-11-27,25.600,25.600,24.850,24.870,30871
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-11-28,25.250,25.570,25.120,25.290,11990
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-11-29,25.700,25.750,25.160,25.670,25129
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-11-30,26.040,26.650,25.430,25.850,51946
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-12-01,25.830,26.580,25.800,25.900,102656
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-12-04,25.980,25.980,24.900,25.060,117763
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-12-05,25.170,25.190,24.450,24.450,108762
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-12-06,23.980,24.100,22.440,22.440,136235
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-12-07,22.780,22.910,21.890,22.140,64133
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-12-08,22.860,22.870,22.400,22.820,100791
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-12-11,22.560,22.560,22.060,22.260,86951
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-12-12,21.730,21.730,20.930,21.240,102009
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-12-13,21.130,22.320,21.130,22.260,69005
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-12-14,23.000,23.340,22.830,23.070,39968
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-12-15,23.080,23.080,21.920,21.970,117587
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-12-18,22.670,23.000,22.540,22.610,18035
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-12-19,22.610,23.270,22.610,23.270,22731
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-12-20,23.320,23.870,22.780,22.780,28671
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-12-21,22.810,23.040,22.660,23.040,11350
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-12-22,23.790,23.790,23.030,23.140,55697
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-12-27,23.560,23.780,23.480,23.500,10145
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-12-28,23.330,23.460,22.860,22.890,18050
HEU,Ex:TSE | Src:Yahoo JSON (forced),2023-12-29,23.070,23.130,22.880,23.040,16201
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-01-02,23.360,23.540,23.130,23.250,10461
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-01-03,23.350,24.790,23.350,24.770,87824
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-01-04,25.000,25.180,24.070,24.140,50380
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-01-05,24.530,24.670,24.300,24.450,70938
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-01-08,23.660,23.660,23.000,23.540,99098
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-01-09,23.610,23.610,23.100,23.450,27940
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-01-10,23.550,23.550,23.000,23.040,54722
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-01-11,23.350,23.450,22.990,23.350,84689
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-01-12,23.910,24.120,23.520,23.610,69204
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-01-15,23.290,24.050,23.290,23.940,13498
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-01-16,23.790,23.790,22.460,22.530,77818
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-01-17,22.050,22.080,21.550,21.910,30859
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-01-18,21.800,21.800,21.320,21.660,38614
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-01-19,21.450,21.810,21.390,21.560,11793
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-01-22,21.500,21.700,21.150,21.650,17661
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-01-23,21.460,22.000,21.460,21.850,27362
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-01-24,22.200,22.530,22.000,22.530,61337
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-01-25,22.990,23.200,22.690,23.190,55843
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-01-26,23.140,23.410,22.700,23.410,71570
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-01-29,23.350,23.350,22.850,22.970,23870
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-01-30,22.750,23.660,22.660,23.640,19002
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-01-31,23.570,23.570,23.050,23.150,62517
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-02-01,23.300,23.800,22.360,22.510,41796
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-02-02,22.420,22.550,21.470,21.510,88526
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-02-05,21.290,21.500,20.750,21.220,69014
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-02-06,21.230,21.830,21.200,21.460,20360
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-02-07,21.330,21.460,21.100,21.440,47422
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-02-08,21.430,22.090,21.430,21.990,72786
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-02-09,22.320,22.320,21.830,21.960,89751
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-02-12,22.000,22.600,22.000,22.520,23130
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-02-13,22.140,22.400,21.360,21.760,45090
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-02-14,21.990,22.070,21.690,21.790,18056
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-02-15,22.100,23.620,22.100,23.610,29718
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-02-16,23.680,23.930,23.490,23.820,16959
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-02-20,23.780,24.080,23.460,23.570,16411
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-02-21,24.080,24.870,24.080,24.810,31525
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-02-22,24.600,25.330,24.600,25.220,15587
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-02-23,24.840,25.130,24.600,25.060,7691
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-02-26,24.930,25.450,24.880,25.400,209294
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-02-27,25.310,25.890,25.310,25.570,30870
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-02-28,25.530,25.760,25.470,25.680,8820
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-02-29,25.680,26.860,25.680,26.650,119815
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-03-01,27.010,28.250,27.010,27.800,134077
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-03-04,27.920,28.000,27.210,27.210,47848
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-03-05,27.750,27.990,27.430,27.670,48880
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-03-06,28.750,28.750,27.660,27.860,24948
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-03-07,27.770,28.220,27.610,27.610,17644
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-03-08,27.400,27.700,26.930,27.270,131935
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-03-11,27.200,27.450,26.600,27.370,124345
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-03-12,27.500,27.580,27.360,27.540,7866
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-03-13,28.230,28.700,28.190,28.510,31538
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-03-14,28.780,29.290,28.530,29.260,30188
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-03-15,29.340,29.500,29.090,29.170,18259
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-03-18,29.300,29.780,29.130,29.680,10550
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-03-19,29.700,30.270,29.700,29.930,13754
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-03-20,29.610,29.880,29.490,29.880,8620
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-03-21,29.980,30.130,29.710,30.000,14353
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-03-22,29.970,30.000,29.630,29.950,9338
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-03-25,29.910,31.190,29.910,31.120,32004
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-03-26,31.140,31.140,30.850,30.850,3451
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-03-27,30.500,31.100,30.400,31.100,4204
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-03-28,31.290,31.680,31.120,31.610,49536
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-04-01,32.010,32.420,31.310,32.360,14829
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-04-02,32.890,33.130,32.400,33.090,24973
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-04-03,33.100,34.180,33.100,34.070,11468
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-04-04,34.160,34.440,33.570,34.440,20409
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-04-05,34.570,35.400,34.320,35.240,31173
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-04-08,35.000,35.380,34.600,35.190,37792
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-04-09,35.350,35.430,34.960,35.400,19051
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-04-10,35.380,36.760,35.380,36.680,27177
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-04-11,36.480,36.480,35.000,35.300,41382
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-04-12,36.740,36.740,34.280,34.590,25313
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-04-15,34.250,34.600,33.260,33.400,60247
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-04-16,33.650,34.010,32.970,33.840,27610
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-04-17,32.000,34.700,32.000,33.620,67415
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-04-18,33.610,33.980,33.000,33.340,58232
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-04-19,33.400,34.170,33.220,33.730,35985
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-04-22,33.490,34.220,32.850,34.000,20617
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-04-23,33.570,34.290,33.380,34.230,19998
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-04-24,34.150,34.660,34.120,34.410,45315
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-04-25,34.000,34.980,33.870,34.830,87041
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-04-26,34.940,35.190,34.590,35.000,12296
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-04-29,35.030,35.350,34.740,35.350,14210
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-04-30,34.950,35.010,33.360,33.400,61504
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-05-01,33.200,33.310,31.960,32.220,50966
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-05-02,32.290,32.930,32.280,32.390,9057
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-05-03,32.570,32.630,31.880,32.320,25132
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-05-06,32.780,33.960,32.780,33.370,48290
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-05-07,33.310,34.000,33.210,33.680,17650
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-05-08,33.290,34.080,33.290,34.040,11636
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-05-09,34.000,34.750,34.000,34.530,21148
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-05-10,34.730,35.000,33.630,33.750,14891
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-05-13,34.180,34.230,33.370,33.490,20520
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-05-14,33.270,33.500,32.700,32.970,33432
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-05-15,33.290,33.290,31.780,33.010,89764
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-05-16,33.200,33.500,32.850,32.970,4822
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-05-17,33.280,33.820,33.150,33.750,10210
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-05-21,33.480,34.550,33.380,34.260,15994
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-05-22,33.920,33.940,33.000,33.390,17451
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-05-23,33.870,34.370,33.070,33.070,9106
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-05-24,33.620,33.880,33.410,33.480,8000
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-05-27,33.450,33.870,33.440,33.870,5295
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-05-28,33.980,34.780,33.980,34.710,31144
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-05-29,34.700,34.760,33.060,33.420,119139
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-05-30,33.650,34.360,33.560,33.740,56474
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-05-31,34.120,34.550,33.840,34.550,12502
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-06-03,34.300,34.300,31.380,31.470,38891
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-06-04,30.980,30.980,29.550,30.400,43141
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-06-05,30.510,31.110,30.470,30.580,12929
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-06-06,30.630,31.240,30.630,31.090,3896
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-06-07,30.800,31.340,30.600,30.630,8922
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-06-10,31.170,31.670,30.940,31.430,10126
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-06-11,30.700,31.340,30.500,31.270,37230
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-06-12,31.850,32.000,30.740,30.770,68734
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-06-13,30.320,30.360,28.780,28.880,59139
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-06-14,28.660,28.660,28.230,28.560,18951
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-06-17,28.640,28.710,28.140,28.640,54401
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-06-18,28.730,29.960,28.730,29.540,33044
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-06-19,29.250,29.440,29.200,29.440,3114
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-06-20,29.450,30.300,29.450,29.710,76281
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-06-21,29.500,29.690,28.780,28.920,63860
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-06-24,29.130,31.010,29.130,30.950,28833
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-06-25,30.510,30.840,30.370,30.520,37977
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-06-26,30.540,30.610,29.970,30.290,24439
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-06-27,30.600,31.120,30.600,31.090,29045
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-06-28,31.100,31.650,30.780,30.940,124786
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-07-02,30.240,32.060,30.240,31.850,49685
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-07-03,32.200,32.690,32.090,32.290,20858
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-07-04,32.250,32.660,32.200,32.470,3668
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-07-05,32.360,32.360,30.750,30.940,86080
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-07-08,30.670,30.980,30.560,30.930,20935
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-07-09,30.620,30.890,29.920,29.950,44193
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-07-10,30.220,30.700,29.900,30.650,42036
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-07-11,30.850,31.690,30.780,31.500,24292
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-07-12,31.990,32.000,31.300,31.300,26363
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-07-15,31.590,32.680,31.190,32.420,44541
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-07-16,32.110,32.110,31.500,31.630,30765
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-07-17,31.800,32.300,31.050,31.420,28855
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-07-18,31.710,31.870,31.290,31.460,35530
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-07-19,31.140,31.830,30.770,30.890,24446
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-07-22,30.780,31.500,30.450,31.360,13897
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-07-23,30.720,30.750,30.150,30.440,89906
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-07-24,30.550,30.980,30.090,30.090,27423
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-07-25,29.850,30.550,29.310,30.535,15903
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-07-26,30.240,30.890,29.860,30.670,14533
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-07-29,30.740,30.740,29.850,30.160,19008
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-07-30,30.300,30.560,30.220,30.360,11800
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-07-31,31.520,32.200,31.320,32.150,42968
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-08-01,32.060,32.500,29.700,30.320,120296
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-08-02,29.360,29.360,27.100,27.660,93425
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-08-06,26.360,27.780,26.360,27.440,35602
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-08-07,28.540,29.000,28.060,28.120,36544
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-08-08,28.700,29.470,28.640,29.190,19841
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-08-09,29.070,29.500,28.870,29.500,9408
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-08-12,30.000,31.450,30.000,31.270,92257
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-08-13,31.110,31.520,30.970,31.510,27715
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-08-14,31.560,32.140,31.560,32.070,49154
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-08-15,32.350,33.340,32.350,33.130,25400
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-08-16,32.220,32.930,32.220,32.440,15778
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-08-19,32.650,32.850,31.950,32.060,39672
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-08-20,31.800,31.800,30.500,30.670,75313
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-08-21,30.870,31.120,30.410,30.570,17740
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-08-22,30.690,31.030,30.530,30.640,22193
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-08-23,31.150,31.400,30.880,31.270,48930
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-08-26,32.130,32.750,31.850,32.300,31009
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-08-27,31.700,31.840,30.990,30.990,48033
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-08-28,30.550,30.910,30.410,30.720,19260
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-08-29,30.960,31.400,30.730,31.210,6193
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-08-30,30.500,30.670,29.740,30.370,23159
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-09-03,29.020,29.040,28.180,28.570,47776
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-09-04,28.800,28.800,27.620,27.690,29434
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-09-05,28.150,28.150,26.840,26.840,35123
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-09-06,26.920,27.290,25.840,26.040,38685
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-09-09,26.450,26.450,25.890,25.910,17414
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-09-10,25.880,25.880,24.180,24.720,50960
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-09-11,25.000,25.000,24.050,24.760,63055
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-09-12,25.100,25.380,24.750,25.130,99210
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-09-13,25.400,25.810,25.250,25.250,58521
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-09-16,25.830,25.840,25.130,25.690,56930
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-09-17,25.950,26.540,25.800,26.500,97093
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-09-18,26.370,26.800,25.920,26.240,87871
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-09-19,26.890,27.310,26.820,27.220,42110
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-09-20,26.800,26.980,26.260,26.730,54271
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-09-23,26.880,27.650,26.620,27.100,53157
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-09-24,27.700,28.170,27.570,27.595,46965
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-09-25,27.420,27.520,26.350,26.630,39632
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-09-26,25.740,25.790,24.950,25.010,78993
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-09-27,25.290,26.110,25.270,25.990,70954
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-09-30,26.130,26.660,25.890,26.340,48398
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-10-01,25.910,28.300,25.910,28.100,127799
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-10-02,29.200,29.250,27.720,28.220,77736
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-10-03,28.410,29.830,28.260,29.790,55724
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-10-04,30.140,30.610,29.920,30.540,74844
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-10-07,30.880,32.000,30.880,31.710,75952
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-10-08,30.570,30.730,29.700,30.240,64154
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-10-09,29.850,30.540,29.500,30.490,41564
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-10-10,30.780,31.950,30.600,31.790,56970
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-10-11,31.710,32.120,31.500,31.880,29675
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-10-15,29.380,29.420,28.680,28.860,136726
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-10-16,28.760,28.950,28.580,28.590,14016
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-10-17,28.920,29.240,28.770,29.230,22189
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-10-18,28.750,29.090,28.380,29.090,27921
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-10-21,29.580,29.590,29.090,29.160,17450
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-10-22,29.180,29.400,28.870,29.280,23430
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-10-23,28.800,28.920,28.220,28.610,73095
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-10-24,29.000,29.000,28.200,28.910,23180
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-10-25,29.000,29.770,29.000,29.660,61196
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-10-28,28.150,28.610,28.070,28.610,36945
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-10-29,28.310,28.640,27.880,28.270,37021
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-10-30,28.260,28.690,28.150,28.425,31865
HEU,Ex:TSE | Src:Yahoo JSON (forced),2024-10-31,28.310,28.480,27.290,27.730,154719
