Symbol,Settings,Date,Open,High,Low,Close,Volume
HND,Ex:TSE | Src:Google,2023-02-16,61.380,67.420,61.000,65.430,356203
HND,Ex:TSE | Src:Google,2023-02-17,71.780,75.700,69.010,73.150,260769
HND,Ex:TSE | Src:Google,2023-02-21,79.890,84.950,79.240,83.610,185421
HND,Ex:TSE | Src:Google,2023-02-22,77.260,78.700,65.990,74.790,571772
HND,Ex:TSE | Src:Google,2023-02-23,68.170,73.000,63.180,65.240,666202
HND,Ex:TSE | Src:Google,2023-02-24,61.360,64.600,58.280,58.600,494621
HND,Ex:TSE | Src:Google,2023-02-27,52.680,56.680,50.900,51.630,503071
HND,Ex:TSE | Src:Google,2023-02-28,52.460,57.280,49.690,49.880,710522
HND,Ex:TSE | Src:Google,2023-03-01,52.400,52.900,47.380,47.940,565346
HND,Ex:TSE | Src:Google,2023-03-02,47.380,51.700,47.200,49.230,598251
HND,Ex:TSE | Src:Google,2023-03-03,47.520,48.550,40.400,41.370,1074177
HND,Ex:TSE | Src:Google,2023-03-06,51.000,54.000,50.720,51.040,668985
HND,Ex:TSE | Src:Google,2023-03-07,50.320,52.120,47.950,49.220,586977
HND,Ex:TSE | Src:Google,2023-03-08,49.900,53.750,49.900,51.040,617787
HND,Ex:TSE | Src:Google,2023-03-09,50.820,56.880,49.990,55.740,386793
HND,Ex:TSE | Src:Google,2023-03-10,55.840,59.200,54.680,58.900,317548
HND,Ex:TSE | Src:Google,2023-03-13,55.990,56.340,50.180,50.970,602248
HND,Ex:TSE | Src:Google,2023-03-14,51.400,54.000,50.860,52.000,431684
HND,Ex:TSE | Src:Google,2023-03-15,56.400,60.000,55.880,57.600,489636
HND,Ex:TSE | Src:Google,2023-03-16,57.220,57.980,53.830,54.300,441341
HND,Ex:TSE | Src:Google,2023-03-17,58.110,62.450,58.110,61.190,433384
HND,Ex:TSE | Src:Google,2023-03-20,63.080,68.000,62.820,66.470,326902
HND,Ex:TSE | Src:Google,2023-03-21,71.400,71.800,58.410,60.540,564240
HND,Ex:TSE | Src:Google,2023-03-22,62.220,68.100,61.000,65.870,369586
HND,Ex:TSE | Src:Google,2023-03-23,66.640,69.750,62.920,69.630,237225
HND,Ex:TSE | Src:Google,2023-03-24,65.920,67.580,62.810,66.330,395784
HND,Ex:TSE | Src:Google,2023-03-27,69.410,73.500,68.890,70.780,373064
HND,Ex:TSE | Src:Google,2023-03-28,73.240,76.590,69.770,75.550,272363
HND,Ex:TSE | Src:Google,2023-03-29,77.270,79.000,70.780,73.920,421865
HND,Ex:TSE | Src:Google,2023-03-30,77.210,80.500,75.000,78.390,242108
HND,Ex:TSE | Src:Google,2023-03-31,73.580,74.300,69.000,71.790,806305
HND,Ex:TSE | Src:Google,2023-04-03,76.580,79.310,75.100,76.690,499806
HND,Ex:TSE | Src:Google,2023-04-04,77.590,79.470,76.200,78.500,392937
HND,Ex:TSE | Src:Google,2023-04-05,71.350,77.030,71.310,74.550,390369
HND,Ex:TSE | Src:Google,2023-04-06,76.000,84.740,74.700,83.110,329778
HND,Ex:TSE | Src:Google,2023-04-10,77.000,77.000,67.250,71.950,906033
HND,Ex:TSE | Src:Google,2023-04-11,70.780,74.370,68.680,69.070,524968
HND,Ex:TSE | Src:Google,2023-04-12,72.560,77.300,71.180,75.910,402123
HND,Ex:TSE | Src:Google,2023-04-13,77.920,81.960,77.920,80.210,356245
HND,Ex:TSE | Src:Google,2023-04-14,82.240,83.310,72.550,73.480,609060
HND,Ex:TSE | Src:Google,2023-04-17,64.910,66.350,63.740,64.350,637330
HND,Ex:TSE | Src:Google,2023-04-18,63.100,65.310,59.950,60.350,545026
HND,Ex:TSE | Src:Google,2023-04-19,65.960,67.560,64.760,66.320,543532
HND,Ex:TSE | Src:Google,2023-04-20,66.850,70.700,64.070,65.930,477284
HND,Ex:TSE | Src:Google,2023-04-21,65.580,67.040,64.280,66.150,413721
HND,Ex:TSE | Src:Google,2023-04-24,66.560,66.810,61.460,62.600,726475
HND,Ex:TSE | Src:Google,2023-04-25,64.300,66.300,63.300,66.010,804911
HND,Ex:TSE | Src:Google,2023-04-26,70.470,72.380,69.750,70.290,282329
HND,Ex:TSE | Src:Google,2023-04-27,68.400,71.800,66.500,67.640,541948
HND,Ex:TSE | Src:Google,2023-04-28,66.480,67.880,63.680,65.200,587089
HND,Ex:TSE | Src:Google,2023-05-01,66.760,71.000,66.570,69.810,314964
HND,Ex:TSE | Src:Google,2023-05-02,73.380,77.390,73.380,75.580,202193
HND,Ex:TSE | Src:Google,2023-05-03,80.060,83.250,78.000,79.740,253283
HND,Ex:TSE | Src:Google,2023-05-04,80.220,84.970,80.220,84.970,388918
HND,Ex:TSE | Src:Google,2023-05-05,82.240,83.300,79.000,82.930,485265
HND,Ex:TSE | Src:Google,2023-05-08,75.940,78.300,73.730,74.840,484214
HND,Ex:TSE | Src:Google,2023-05-09,72.800,76.080,71.840,73.230,381086
HND,Ex:TSE | Src:Google,2023-05-10,76.750,79.710,75.980,78.410,342816
HND,Ex:TSE | Src:Google,2023-05-11,77.780,79.510,74.900,78.120,369573
HND,Ex:TSE | Src:Google,2023-05-12,77.510,77.760,68.000,71.350,563875
HND,Ex:TSE | Src:Google,2023-05-15,68.000,68.830,65.250,65.970,608074
HND,Ex:TSE | Src:Google,2023-05-16,62.800,67.400,61.300,67.180,654815
HND,Ex:TSE | Src:Google,2023-05-17,68.580,69.160,65.020,66.940,487485
HND,Ex:TSE | Src:Google,2023-05-18,66.370,67.900,54.700,55.310,903223
HND,Ex:TSE | Src:Google,2023-05-19,53.560,56.850,52.000,55.870,472284
HND,Ex:TSE | Src:Google,2023-05-23,64.720,65.710,62.780,64.580,524779
HND,Ex:TSE | Src:Google,2023-05-24,61.900,63.350,61.150,61.300,360136
HND,Ex:TSE | Src:Google,2023-05-25,62.560,68.000,61.500,66.500,302063
HND,Ex:TSE | Src:Google,2023-05-26,69.360,70.800,66.470,68.870,225401
HND,Ex:TSE | Src:Google,2023-05-29,72.360,73.380,71.630,72.250,70375
HND,Ex:TSE | Src:Google,2023-05-30,74.550,78.000,73.640,75.230,190576
HND,Ex:TSE | Src:Google,2023-05-31,70.280,79.000,69.800,78.540,120088
HND,Ex:TSE | Src:Google,2023-06-01,83.800,86.700,82.770,84.920,186709
HND,Ex:TSE | Src:Google,2023-06-02,82.300,84.750,79.500,83.620,267553
HND,Ex:TSE | Src:Google,2023-06-05,75.810,80.020,73.080,78.000,474694
HND,Ex:TSE | Src:Google,2023-06-06,79.030,79.700,75.500,77.360,252171
HND,Ex:TSE | Src:Google,2023-06-07,73.580,76.750,72.220,73.170,417307
HND,Ex:TSE | Src:Google,2023-06-08,75.300,76.550,70.600,73.400,404099
HND,Ex:TSE | Src:Google,2023-06-09,77.000,78.600,74.800,77.730,276450
HND,Ex:TSE | Src:Google,2023-06-12,80.340,81.640,77.250,77.580,303835
HND,Ex:TSE | Src:Google,2023-06-13,72.420,75.420,72.260,73.500,529470
HND,Ex:TSE | Src:Google,2023-06-14,72.860,74.610,72.070,72.550,490947
HND,Ex:TSE | Src:Google,2023-06-15,68.000,68.950,59.500,60.100,960914
HND,Ex:TSE | Src:Google,2023-06-16,59.920,62.000,55.500,56.950,559857
HND,Ex:TSE | Src:Google,2023-06-19,56.020,56.240,53.960,54.600,250288
HND,Ex:TSE | Src:Google,2023-06-20,56.780,62.350,56.000,62.220,434046
HND,Ex:TSE | Src:Google,2023-06-21,62.090,62.250,57.000,57.100,423852
HND,Ex:TSE | Src:Google,2023-06-22,57.090,59.760,55.850,56.390,364339
HND,Ex:TSE | Src:Google,2023-06-23,59.150,59.400,49.870,50.700,609059
HND,Ex:TSE | Src:Google,2023-06-26,48.360,50.180,46.950,48.700,509868
HND,Ex:TSE | Src:Google,2023-06-27,49.980,52.910,48.750,51.340,511549
HND,Ex:TSE | Src:Google,2023-06-28,51.590,57.090,51.590,56.880,518706
HND,Ex:TSE | Src:Google,2023-06-29,57.480,57.640,53.200,55.500,269749
HND,Ex:TSE | Src:Google,2023-06-30,56.100,56.500,49.990,51.610,624333
HND,Ex:TSE | Src:Google,2023-07-04,52.920,53.240,52.500,52.690,86869
HND,Ex:TSE | Src:Google,2023-07-05,52.420,56.500,52.220,56.070,301824
HND,Ex:TSE | Src:Google,2023-07-06,56.440,59.220,55.000,57.160,324323
HND,Ex:TSE | Src:Google,2023-07-07,58.120,61.340,55.450,60.140,387103
HND,Ex:TSE | Src:Google,2023-07-10,56.230,57.350,54.510,55.660,535001
HND,Ex:TSE | Src:Google,2023-07-11,54.780,55.060,52.300,52.960,357300
HND,Ex:TSE | Src:Google,2023-07-12,55.840,57.300,55.000,56.200,356427
HND,Ex:TSE | Src:Google,2023-07-13,57.520,60.000,56.270,59.480,255528
HND,Ex:TSE | Src:Google,2023-07-14,57.540,61.940,57.460,59.780,222319
HND,Ex:TSE | Src:Google,2023-07-17,61.120,62.500,59.450,60.400,157133
HND,Ex:TSE | Src:Google,2023-07-18,57.320,57.940,54.950,56.050,323516
HND,Ex:TSE | Src:Google,2023-07-19,55.640,57.160,54.650,55.830,297899
HND,Ex:TSE | Src:Google,2023-07-20,51.680,52.390,49.420,51.200,625521
HND,Ex:TSE | Src:Google,2023-07-21,51.890,52.300,50.770,51.500,362256
HND,Ex:TSE | Src:Google,2023-07-24,52.630,53.140,51.000,51.880,301350
HND,Ex:TSE | Src:Google,2023-07-25,52.200,52.400,49.100,50.390,430723
HND,Ex:TSE | Src:Google,2023-07-26,52.650,53.400,51.650,52.060,322067
HND,Ex:TSE | Src:Google,2023-07-27,54.100,57.290,53.590,55.250,291709
HND,Ex:TSE | Src:Google,2023-07-28,53.020,55.590,52.800,53.740,279897
HND,Ex:TSE | Src:Google,2023-07-31,54.380,55.000,53.600,53.710,329977
HND,Ex:TSE | Src:Google,2023-08-01,57.800,57.910,56.300,56.390,257476
HND,Ex:TSE | Src:Google,2023-08-02,59.380,61.600,59.160,60.600,207930
HND,Ex:TSE | Src:Google,2023-08-03,57.630,58.600,55.480,56.680,365606
HND,Ex:TSE | Src:Google,2023-08-04,54.700,56.700,54.690,55.620,216234
HND,Ex:TSE | Src:Google,2023-08-08,52.550,52.550,46.800,46.960,750293
HND,Ex:TSE | Src:Google,2023-08-09,40.310,42.750,39.800,41.160,690374
HND,Ex:TSE | Src:Google,2023-08-10,43.330,46.650,43.000,45.780,485533
HND,Ex:TSE | Src:Google,2023-08-11,47.760,47.980,45.340,45.430,354183
HND,Ex:TSE | Src:Google,2023-08-14,45.850,46.850,45.230,45.400,385485
HND,Ex:TSE | Src:Google,2023-08-15,47.990,49.560,47.900,48.910,525659
HND,Ex:TSE | Src:Google,2023-08-16,50.490,51.700,50.340,50.950,399715
HND,Ex:TSE | Src:Google,2023-08-17,49.740,50.510,48.430,49.890,476220
HND,Ex:TSE | Src:Google,2023-08-18,51.950,52.680,50.890,51.720,548131
HND,Ex:TSE | Src:Google,2023-08-21,49.880,51.470,49.310,50.880,362664
HND,Ex:TSE | Src:Google,2023-08-22,50.880,54.290,50.670,53.620,311995
HND,Ex:TSE | Src:Google,2023-08-23,54.640,56.880,54.600,56.670,203222
HND,Ex:TSE | Src:Google,2023-08-24,57.320,58.550,52.200,54.450,304637
HND,Ex:TSE | Src:Google,2023-08-25,55.340,56.020,52.350,52.600,271376
HND,Ex:TSE | Src:Google,2023-08-28,47.640,53.320,47.540,52.450,410193
HND,Ex:TSE | Src:Google,2023-08-29,52.870,54.550,51.880,52.590,337169
HND,Ex:TSE | Src:Google,2023-08-30,51.040,51.370,47.260,47.330,706671
HND,Ex:TSE | Src:Google,2023-08-31,48.820,50.330,45.350,48.460,889000
HND,Ex:TSE | Src:Google,2023-09-01,46.780,49.350,45.400,49.270,686147
HND,Ex:TSE | Src:Google,2023-09-05,53.740,55.680,53.740,54.790,403893
HND,Ex:TSE | Src:Google,2023-09-06,58.060,58.560,56.850,57.730,207164
HND,Ex:TSE | Src:Google,2023-09-07,58.500,58.710,53.510,54.750,325868
HND,Ex:TSE | Src:Google,2023-09-08,54.200,54.800,52.760,54.040,244387
HND,Ex:TSE | Src:Google,2023-09-11,55.380,55.380,53.430,54.300,235488
HND,Ex:TSE | Src:Google,2023-09-12,53.300,54.700,49.480,51.050,687433
HND,Ex:TSE | Src:Google,2023-09-13,52.370,53.090,50.160,51.260,498429
HND,Ex:TSE | Src:Google,2023-09-14,50.050,52.390,49.250,52.220,394532
HND,Ex:TSE | Src:Google,2023-09-15,52.460,54.050,51.760,53.680,213798
HND,Ex:TSE | Src:Google,2023-09-18,53.100,53.770,51.150,51.770,396740
HND,Ex:TSE | Src:Google,2023-09-19,50.940,51.780,49.000,50.550,533978
HND,Ex:TSE | Src:Google,2023-09-20,54.020,54.430,53.150,53.860,425156
HND,Ex:TSE | Src:Google,2023-09-21,53.680,57.350,52.960,56.570,346072
HND,Ex:TSE | Src:Google,2023-09-22,55.670,56.800,55.050,55.330,168401
HND,Ex:TSE | Src:Google,2023-09-25,54.680,55.420,53.270,54.800,234571
HND,Ex:TSE | Src:Google,2023-09-26,56.850,57.450,55.000,56.650,299864
HND,Ex:TSE | Src:Google,2023-09-27,55.680,55.680,52.810,55.040,672674
HND,Ex:TSE | Src:Google,2023-09-28,53.200,54.380,51.530,53.000,632858
HND,Ex:TSE | Src:Google,2023-09-29,54.400,54.590,51.680,53.050,508320
HND,Ex:TSE | Src:Google,2023-10-02,55.000,56.880,54.150,56.250,367594
HND,Ex:TSE | Src:Google,2023-10-03,54.330,55.000,51.740,52.560,637647
HND,Ex:TSE | Src:Google,2023-10-04,48.960,52.150,48.580,50.640,425093
HND,Ex:TSE | Src:Google,2023-10-05,49.560,49.770,43.430,44.350,729353
HND,Ex:TSE | Src:Google,2023-10-06,43.820,44.040,39.890,40.640,700342
HND,Ex:TSE | Src:Google,2023-10-10,39.590,40.650,39.000,39.320,341989
HND,Ex:TSE | Src:Google,2023-10-11,41.340,42.650,38.850,39.390,672046
HND,Ex:TSE | Src:Google,2023-10-12,40.400,40.780,38.750,40.040,393767
HND,Ex:TSE | Src:Google,2023-10-13,41.650,42.250,40.790,41.640,569047
HND,Ex:TSE | Src:Google,2023-10-16,43.460,44.550,42.800,43.650,691020
HND,Ex:TSE | Src:Google,2023-10-17,44.200,45.330,43.770,44.440,488814
HND,Ex:TSE | Src:Google,2023-10-18,42.610,44.450,42.470,44.290,352103
HND,Ex:TSE | Src:Google,2023-10-19,44.650,47.650,44.220,47.460,516814
HND,Ex:TSE | Src:Google,2023-10-20,49.250,49.680,48.660,49.220,294236
HND,Ex:TSE | Src:Google,2023-10-23,49.410,49.900,48.300,48.980,186894
HND,Ex:TSE | Src:Google,2023-10-24,49.020,49.550,46.770,46.920,242827
HND,Ex:TSE | Src:Google,2023-10-25,46.190,47.200,45.230,45.440,287165
HND,Ex:TSE | Src:Google,2023-10-26,45.280,45.880,41.600,42.130,651791
HND,Ex:TSE | Src:Google,2023-10-27,41.000,43.850,40.750,43.550,581650
HND,Ex:TSE | Src:Google,2023-10-30,46.600,46.860,45.680,46.680,448415
HND,Ex:TSE | Src:Google,2023-10-31,42.670,42.690,38.610,39.460,1065149
HND,Ex:TSE | Src:Google,2023-11-01,42.920,43.400,40.500,41.970,905138
HND,Ex:TSE | Src:Google,2023-11-02,43.380,43.820,41.600,41.720,591363
HND,Ex:TSE | Src:Google,2023-11-03,41.720,42.180,39.940,42.100,554877
HND,Ex:TSE | Src:Google,2023-11-06,45.830,47.680,45.420,47.060,626827
HND,Ex:TSE | Src:Google,2023-11-07,51.110,51.200,49.300,49.600,366319
HND,Ex:TSE | Src:Google,2023-11-08,51.940,53.700,49.900,51.520,384691
HND,Ex:TSE | Src:Google,2023-11-09,53.520,55.130,53.260,54.250,258206
HND,Ex:TSE | Src:Google,2023-11-10,54.850,55.850,54.850,55.490,196384
HND,Ex:TSE | Src:Google,2023-11-13,52.460,54.150,50.700,50.970,326710
HND,Ex:TSE | Src:Google,2023-11-14,52.810,54.860,51.490,54.690,190170
HND,Ex:TSE | Src:Google,2023-11-15,52.410,53.900,50.100,53.750,337361
HND,Ex:TSE | Src:Google,2023-11-16,54.080,58.100,53.960,56.900,221873
HND,Ex:TSE | Src:Google,2023-11-17,60.900,62.690,60.250,60.500,199205
HND,Ex:TSE | Src:Google,2023-11-20,63.500,64.010,61.890,63.840,149963
HND,Ex:TSE | Src:Google,2023-11-21,65.000,66.300,62.860,66.240,163696
HND,Ex:TSE | Src:Google,2023-11-22,66.140,67.440,63.420,64.000,241777
HND,Ex:TSE | Src:Google,2023-11-23,63.700,64.040,62.790,62.810,48375
HND,Ex:TSE | Src:Google,2023-11-24,67.100,67.690,64.500,65.850,145129
HND,Ex:TSE | Src:Google,2023-11-27,69.050,70.760,67.980,68.260,162133
HND,Ex:TSE | Src:Google,2023-11-28,70.460,75.130,68.300,75.030,243969
HND,Ex:TSE | Src:Google,2023-11-29,71.800,75.430,71.440,75.200,177822
HND,Ex:TSE | Src:Google,2023-11-30,73.620,77.000,72.680,74.820,186128
HND,Ex:TSE | Src:Google,2023-12-01,76.420,77.200,72.750,76.490,264436
HND,Ex:TSE | Src:Google,2023-12-04,81.480,82.970,79.340,79.760,174767
HND,Ex:TSE | Src:Google,2023-12-05,75.700,81.600,75.200,79.640,198863
HND,Ex:TSE | Src:Google,2023-12-06,79.300,89.660,78.900,88.160,264171
HND,Ex:TSE | Src:Google,2023-12-07,88.230,91.300,84.590,88.300,250926
HND,Ex:TSE | Src:Google,2023-12-08,88.000,90.650,86.130,89.560,153472
HND,Ex:TSE | Src:Google,2023-12-11,104.420,107.180,97.280,97.540,190406
HND,Ex:TSE | Src:Google,2023-12-12,105.080,109.070,102.000,108.940,162304
HND,Ex:TSE | Src:Google,2023-12-13,109.540,109.550,97.910,102.720,183910
HND,Ex:TSE | Src:Google,2023-12-14,102.260,103.250,95.570,95.800,182807
HND,Ex:TSE | Src:Google,2023-12-15,93.190,95.760,88.000,93.530,233166
HND,Ex:TSE | Src:Google,2023-12-18,85.940,92.340,85.600,91.500,159015
HND,Ex:TSE | Src:Google,2023-12-19,98.860,101.570,90.270,90.850,191806
HND,Ex:TSE | Src:Google,2023-12-20,93.940,99.770,92.490,99.400,199381
HND,Ex:TSE | Src:Google,2023-12-21,93.980,95.700,85.400,87.200,280525
HND,Ex:TSE | Src:Google,2023-12-22,90.700,90.890,85.110,85.380,182012
HND,Ex:TSE | Src:Google,2023-12-27,83.490,90.000,80.500,88.600,211845
HND,Ex:TSE | Src:Google,2023-12-28,83.500,84.200,79.500,81.580,306725
HND,Ex:TSE | Src:Google,2023-12-29,82.800,84.950,80.700,83.820,205492
HND,Ex:TSE | Src:Google,2024-01-02,79.000,82.650,78.150,79.880,233058
HND,Ex:TSE | Src:Google,2024-01-03,72.960,76.120,70.420,72.360,449145
HND,Ex:TSE | Src:Google,2024-01-04,65.210,69.510,63.180,63.840,655460
HND,Ex:TSE | Src:Google,2024-01-05,70.120,70.560,61.540,62.500,524943
HND,Ex:TSE | Src:Google,2024-01-08,68.400,69.600,58.400,60.040,562750
HND,Ex:TSE | Src:Google,2024-01-09,54.340,58.500,46.510,52.680,1161271
HND,Ex:TSE | Src:Google,2024-01-10,56.580,59.400,55.240,58.530,550485
HND,Ex:TSE | Src:Google,2024-01-11,57.900,59.660,54.350,59.440,653379
HND,Ex:TSE | Src:Google,2024-01-12,55.330,58.000,54.150,54.550,824393
HND,Ex:TSE | Src:Google,2024-01-15,58.360,60.880,58.360,60.050,358526
HND,Ex:TSE | Src:Google,2024-01-16,61.590,63.310,59.930,63.050,531030
HND,Ex:TSE | Src:Google,2024-01-17,62.630,63.540,59.490,61.420,843492
HND,Ex:TSE | Src:Google,2024-01-18,63.000,66.790,63.000,64.600,887618
HND,Ex:TSE | Src:Google,2024-01-19,68.660,73.600,68.660,73.530,762633
HND,Ex:TSE | Src:Google,2024-01-22,81.240,81.840,79.010,81.250,379851
HND,Ex:TSE | Src:Google,2024-01-23,83.120,83.170,76.820,77.150,970219
HND,Ex:TSE | Src:Google,2024-01-24,72.900,75.600,69.700,70.110,1204439
HND,Ex:TSE | Src:Google,2024-01-25,70.180,77.560,69.940,76.930,1004189
HND,Ex:TSE | Src:Google,2024-01-26,78.000,82.330,75.900,76.740,361973
HND,Ex:TSE | Src:Google,2024-01-29,80.840,85.610,80.650,84.170,248940
HND,Ex:TSE | Src:Google,2024-01-30,81.980,84.740,80.090,82.000,235151
HND,Ex:TSE | Src:Google,2024-01-31,80.690,82.000,76.970,79.610,394772
HND,Ex:TSE | Src:Google,2024-02-01,81.700,86.510,79.800,86.030,268570
HND,Ex:TSE | Src:Google,2024-02-02,83.910,84.800,81.390,81.900,378449
HND,Ex:TSE | Src:Google,2024-02-05,82.980,85.000,81.200,82.980,232829
HND,Ex:TSE | Src:Google,2024-02-06,86.960,89.500,85.780,89.020,213414
HND,Ex:TSE | Src:Google,2024-02-07,88.000,92.780,87.550,91.500,138015
HND,Ex:TSE | Src:Google,2024-02-08,93.560,100.300,93.220,99.180,245612
HND,Ex:TSE | Src:Google,2024-02-09,99.250,103.450,98.720,101.920,129419
HND,Ex:TSE | Src:Google,2024-02-12,104.090,114.920,101.690,113.420,180491
HND,Ex:TSE | Src:Google,2024-02-13,120.320,122.650,117.770,120.380,184532
HND,Ex:TSE | Src:Google,2024-02-14,124.280,131.130,121.480,129.580,112650
HND,Ex:TSE | Src:Google,2024-02-15,126.780,133.360,125.740,130.410,137524
HND,Ex:TSE | Src:Google,2024-02-16,129.560,129.990,122.790,126.450,174998
HND,Ex:TSE | Src:Google,2024-02-20,131.280,133.920,128.000,130.990,110056
HND,Ex:TSE | Src:Google,2024-02-21,102.000,106.710,95.930,97.120,315612
HND,Ex:TSE | Src:Google,2024-02-22,102.470,108.040,99.010,101.510,263067
HND,Ex:TSE | Src:Google,2024-02-23,110.000,115.840,109.620,114.090,199859
HND,Ex:TSE | Src:Google,2024-02-26,100.580,112.260,100.000,108.440,279403
HND,Ex:TSE | Src:Google,2024-02-27,100.840,105.250,97.000,100.820,564048
HND,Ex:TSE | Src:Google,2024-02-28,95.860,96.660,90.140,93.190,497309
HND,Ex:TSE | Src:Google,2024-02-29,94.720,96.000,89.000,95.550,411407
HND,Ex:TSE | Src:Google,2024-03-01,97.510,98.590,94.830,96.920,290311
