Symbol,Settings,Date,Open,High,Low,Close,Volume
VUN,Ex:TSE | Src:Google,2022-10-11,67.680,67.980,67.140,67.450,54770
VUN,Ex:TSE | Src:Google,2022-10-12,67.590,67.720,67.220,67.380,24589
VUN,Ex:TSE | Src:Google,2022-10-13,66.780,68.850,66.380,68.710,69239
VUN,Ex:TSE | Src:Google,2022-10-14,69.430,69.500,67.810,67.870,54294
VUN,Ex:TSE | Src:Google,2022-10-17,68.320,68.910,68.320,68.830,26994
VUN,Ex:TSE | Src:Google,2022-10-18,70.040,70.240,69.300,69.570,33571
VUN,Ex:TSE | Src:Google,2022-10-19,69.390,69.750,68.890,69.090,29102
VUN,Ex:TSE | Src:Google,2022-10-20,68.970,69.410,68.510,68.670,42316
VUN,Ex:TSE | Src:Google,2022-10-21,68.600,69.570,68.250,69.550,37223
VUN,Ex:TSE | Src:Google,2022-10-24,70.300,70.850,69.960,70.570,25003
VUN,Ex:TSE | Src:Google,2022-10-25,70.470,71.410,70.400,71.350,28393
VUN,Ex:TSE | Src:Google,2022-10-26,70.520,71.560,70.520,70.670,43516
VUN,Ex:TSE | Src:Google,2022-10-27,71.020,71.070,70.290,70.300,26532
VUN,Ex:TSE | Src:Google,2022-10-28,70.580,72.290,70.580,72.200,23936
VUN,Ex:TSE | Src:Google,2022-10-31,72.180,72.300,71.860,71.870,19678
VUN,Ex:TSE | Src:Google,2022-11-01,72.150,72.330,71.520,71.670,20826
VUN,Ex:TSE | Src:Google,2022-11-02,71.400,71.800,70.190,70.200,45105
VUN,Ex:TSE | Src:Google,2022-11-03,69.850,70.140,69.470,69.710,20593
VUN,Ex:TSE | Src:Google,2022-11-04,69.550,69.760,68.290,69.170,25353
VUN,Ex:TSE | Src:Google,2022-11-07,69.630,69.970,69.260,69.910,20158
VUN,Ex:TSE | Src:Google,2022-11-08,70.090,70.270,69.500,69.980,31685
VUN,Ex:TSE | Src:Google,2022-11-09,69.690,69.690,68.930,68.950,57120
VUN,Ex:TSE | Src:Google,2022-11-10,70.660,71.810,70.530,71.730,62484
VUN,Ex:TSE | Src:Google,2022-11-11,71.750,72.240,71.580,72.220,31882
VUN,Ex:TSE | Src:Google,2022-11-14,71.960,72.550,71.760,71.760,34841
VUN,Ex:TSE | Src:Google,2022-11-15,72.870,73.070,71.840,72.200,78807
VUN,Ex:TSE | Src:Google,2022-11-16,72.010,72.160,71.760,71.840,70613
VUN,Ex:TSE | Src:Google,2022-11-17,71.300,71.640,70.990,71.550,64006
VUN,Ex:TSE | Src:Google,2022-11-18,72.400,72.400,71.780,72.190,24203
VUN,Ex:TSE | Src:Google,2022-11-21,72.190,72.380,72.100,72.260,30075
VUN,Ex:TSE | Src:Google,2022-11-22,72.260,72.800,72.090,72.800,46371
VUN,Ex:TSE | Src:Google,2022-11-23,72.800,73.340,72.800,73.080,52573
VUN,Ex:TSE | Src:Google,2022-11-24,73.280,73.640,73.270,73.640,13690
VUN,Ex:TSE | Src:Google,2022-11-25,73.260,73.480,73.220,73.480,8936
VUN,Ex:TSE | Src:Google,2022-11-28,73.070,73.290,72.570,72.720,27645
VUN,Ex:TSE | Src:Google,2022-11-29,73.090,73.300,72.940,73.100,70618
VUN,Ex:TSE | Src:Google,2022-11-30,72.770,74.600,72.560,74.600,97500
VUN,Ex:TSE | Src:Google,2022-12-01,74.600,74.960,74.310,74.540,54992
VUN,Ex:TSE | Src:Google,2022-12-02,73.910,74.730,73.790,74.650,62356
VUN,Ex:TSE | Src:Google,2022-12-05,74.210,74.300,73.660,73.930,55275
VUN,Ex:TSE | Src:Google,2022-12-06,74.050,74.060,72.790,73.110,53991
VUN,Ex:TSE | Src:Google,2022-12-07,72.990,73.230,72.470,72.970,89920
VUN,Ex:TSE | Src:Google,2022-12-08,73.000,73.310,72.860,73.200,35614
VUN,Ex:TSE | Src:Google,2022-12-09,73.210,73.600,72.950,72.950,49367
VUN,Ex:TSE | Src:Google,2022-12-12,73.120,73.790,73.070,73.780,60040
VUN,Ex:TSE | Src:Google,2022-12-13,75.000,75.470,73.500,74.070,101920
VUN,Ex:TSE | Src:Google,2022-12-14,74.070,74.630,73.330,73.730,44762
VUN,Ex:TSE | Src:Google,2022-12-15,72.990,73.000,72.120,72.320,76792
VUN,Ex:TSE | Src:Google,2022-12-16,72.000,72.090,71.330,71.740,37672
VUN,Ex:TSE | Src:Google,2022-12-19,71.450,71.510,70.560,70.830,40911
VUN,Ex:TSE | Src:Google,2022-12-20,70.670,70.980,70.340,70.740,93539
VUN,Ex:TSE | Src:Google,2022-12-21,71.160,72.000,71.130,71.700,48116
VUN,Ex:TSE | Src:Google,2022-12-22,71.370,71.370,70.000,70.800,34237
VUN,Ex:TSE | Src:Google,2022-12-23,70.770,70.990,70.390,70.980,17898
VUN,Ex:TSE | Src:Google,2022-12-28,70.360,70.500,69.850,69.890,36288
VUN,Ex:TSE | Src:Google,2022-12-29,69.980,70.750,69.900,70.540,40462
VUN,Ex:TSE | Src:Google,2022-12-30,70.000,70.380,69.700,70.380,32569
VUN,Ex:TSE | Src:Google,2023-01-03,71.090,71.480,70.250,70.760,51012
VUN,Ex:TSE | Src:Google,2023-01-04,70.380,70.800,69.960,70.420,84664
VUN,Ex:TSE | Src:Google,2023-01-05,70.350,70.350,69.760,70.070,82645
VUN,Ex:TSE | Src:Google,2023-01-06,70.370,71.080,70.000,70.900,127782
VUN,Ex:TSE | Src:Google,2023-01-09,71.200,71.530,70.630,70.660,64850
VUN,Ex:TSE | Src:Google,2023-01-10,70.630,71.400,70.600,71.400,60244
VUN,Ex:TSE | Src:Google,2023-01-11,71.540,72.350,71.540,72.350,53394
VUN,Ex:TSE | Src:Google,2023-01-12,72.180,72.530,71.710,72.370,145526
VUN,Ex:TSE | Src:Google,2023-01-13,72.150,72.860,72.110,72.810,56633
VUN,Ex:TSE | Src:Google,2023-01-16,72.940,73.200,72.890,72.950,28504
VUN,Ex:TSE | Src:Google,2023-01-17,72.720,73.060,72.570,72.680,70637
VUN,Ex:TSE | Src:Google,2023-01-18,72.770,73.120,72.130,72.130,99407
VUN,Ex:TSE | Src:Google,2023-01-19,71.640,71.720,71.280,71.380,34314
VUN,Ex:TSE | Src:Google,2023-01-20,71.620,72.300,71.520,72.300,26776
VUN,Ex:TSE | Src:Google,2023-01-23,72.440,73.440,72.400,73.200,35826
VUN,Ex:TSE | Src:Google,2023-01-24,72.980,73.110,72.800,73.060,49659
VUN,Ex:TSE | Src:Google,2023-01-25,72.290,73.150,71.880,73.140,35133
VUN,Ex:TSE | Src:Google,2023-01-26,73.560,73.600,72.980,73.600,30786
VUN,Ex:TSE | Src:Google,2023-01-27,73.350,74.130,73.350,73.780,48761
VUN,Ex:TSE | Src:Google,2023-01-30,73.550,73.790,73.210,73.260,34669
VUN,Ex:TSE | Src:Google,2023-01-31,73.500,73.850,73.430,73.850,30508
VUN,Ex:TSE | Src:Google,2023-02-01,73.680,75.100,73.580,74.670,42256
VUN,Ex:TSE | Src:Google,2023-02-02,75.340,76.140,75.340,76.010,29882
VUN,Ex:TSE | Src:Google,2023-02-03,75.680,76.450,75.420,75.700,60082
VUN,Ex:TSE | Src:Google,2023-02-06,75.460,75.640,75.210,75.400,42137
VUN,Ex:TSE | Src:Google,2023-02-07,75.350,76.210,75.000,76.120,90917
VUN,Ex:TSE | Src:Google,2023-02-08,75.900,76.050,75.400,75.510,37183
VUN,Ex:TSE | Src:Google,2023-02-09,75.890,75.910,74.780,74.890,47289
VUN,Ex:TSE | Src:Google,2023-02-10,74.130,74.390,73.960,74.320,39889
VUN,Ex:TSE | Src:Google,2023-02-13,74.660,75.160,74.510,75.140,30369
VUN,Ex:TSE | Src:Google,2023-02-14,75.070,75.450,74.660,75.190,61222
VUN,Ex:TSE | Src:Google,2023-02-15,75.250,75.870,75.250,75.870,52531
VUN,Ex:TSE | Src:Google,2023-02-16,75.210,75.930,75.140,75.350,40254
VUN,Ex:TSE | Src:Google,2023-02-17,75.180,75.180,74.640,75.090,55061
VUN,Ex:TSE | Src:Google,2023-02-21,74.620,74.620,73.870,73.870,34262
VUN,Ex:TSE | Src:Google,2023-02-22,74.120,74.200,73.720,73.730,44020
VUN,Ex:TSE | Src:Google,2023-02-23,74.220,74.380,73.580,74.200,45580
VUN,Ex:TSE | Src:Google,2023-02-24,73.730,73.910,73.500,73.790,71056
VUN,Ex:TSE | Src:Google,2023-02-27,74.290,74.430,73.720,73.840,51555
VUN,Ex:TSE | Src:Google,2023-02-28,73.990,74.400,73.870,74.150,66855
VUN,Ex:TSE | Src:Google,2023-03-01,73.910,73.910,73.370,73.530,98363
VUN,Ex:TSE | Src:Google,2023-03-02,73.240,74.110,73.150,74.000,47252
VUN,Ex:TSE | Src:Google,2023-03-03,74.450,75.190,74.450,75.190,30257
VUN,Ex:TSE | Src:Google,2023-03-06,75.460,75.790,75.190,75.240,52794
VUN,Ex:TSE | Src:Google,2023-03-07,75.290,75.520,74.790,74.860,84637
VUN,Ex:TSE | Src:Google,2023-03-08,75.040,75.230,74.830,75.190,53873
VUN,Ex:TSE | Src:Google,2023-03-09,75.150,75.370,73.810,73.890,39137
VUN,Ex:TSE | Src:Google,2023-03-10,73.540,73.700,72.400,72.640,125818
VUN,Ex:TSE | Src:Google,2023-03-13,71.520,72.540,71.260,71.880,90026
VUN,Ex:TSE | Src:Google,2023-03-14,72.700,73.100,72.050,72.770,125481
VUN,Ex:TSE | Src:Google,2023-03-15,72.260,72.620,71.910,72.520,136906
VUN,Ex:TSE | Src:Google,2023-03-16,72.180,73.760,72.160,73.720,144408
VUN,Ex:TSE | Src:Google,2023-03-17,73.420,73.600,72.570,72.860,191172
VUN,Ex:TSE | Src:Google,2023-03-20,72.710,73.280,72.690,73.020,54225
VUN,Ex:TSE | Src:Google,2023-03-21,73.880,74.500,73.810,74.390,68811
VUN,Ex:TSE | Src:Google,2023-03-22,74.420,74.550,73.270,73.270,10253
VUN,Ex:TSE | Src:Google,2023-03-23,73.150,73.690,72.490,73.030,81138
VUN,Ex:TSE | Src:Google,2023-03-24,72.880,73.500,72.610,73.500,87767
VUN,Ex:TSE | Src:Google,2023-03-27,73.700,73.830,73.240,73.240,33227
VUN,Ex:TSE | Src:Google,2023-03-28,73.240,73.270,72.720,72.890,24455
VUN,Ex:TSE | Src:Google,2023-03-29,73.660,73.750,73.320,73.710,21654
VUN,Ex:TSE | Src:Google,2023-03-30,74.000,74.060,73.680,73.910,19736
VUN,Ex:TSE | Src:Google,2023-03-31,74.140,75.000,74.140,75.000,41764
VUN,Ex:TSE | Src:Google,2023-04-03,74.590,74.830,74.360,74.640,58563
VUN,Ex:TSE | Src:Google,2023-04-04,74.920,74.920,74.100,74.270,76033
VUN,Ex:TSE | Src:Google,2023-04-05,74.240,74.240,73.800,74.120,82658
VUN,Ex:TSE | Src:Google,2023-04-06,74.190,74.490,73.860,74.490,41227
VUN,Ex:TSE | Src:Google,2023-04-10,74.400,74.760,74.290,74.760,25468
VUN,Ex:TSE | Src:Google,2023-04-11,74.800,74.880,74.580,74.650,39151
VUN,Ex:TSE | Src:Google,2023-04-12,75.060,75.060,74.110,74.140,58258
VUN,Ex:TSE | Src:Google,2023-04-13,74.190,74.600,73.950,74.510,70662
VUN,Ex:TSE | Src:Google,2023-04-14,74.380,74.820,74.160,74.490,112806
VUN,Ex:TSE | Src:Google,2023-04-17,74.690,74.900,74.500,74.900,64803
VUN,Ex:TSE | Src:Google,2023-04-18,75.160,75.230,74.720,74.990,68750
VUN,Ex:TSE | Src:Google,2023-04-19,74.800,75.490,74.800,75.270,32011
VUN,Ex:TSE | Src:Google,2023-04-20,74.940,75.270,74.790,75.030,33447
VUN,Ex:TSE | Src:Google,2023-04-21,75.380,75.500,75.120,75.420,54869
VUN,Ex:TSE | Src:Google,2023-04-24,75.450,75.630,75.150,75.440,39782
VUN,Ex:TSE | Src:Google,2023-04-25,75.440,75.530,74.730,74.730,62426
VUN,Ex:TSE | Src:Google,2023-04-26,74.720,74.900,74.330,74.510,54515
VUN,Ex:TSE | Src:Google,2023-04-27,74.790,75.640,74.760,75.540,65803
VUN,Ex:TSE | Src:Google,2023-04-28,75.640,76.030,75.420,75.940,103739
VUN,Ex:TSE | Src:Google,2023-05-01,75.980,76.170,75.870,75.930,26315
VUN,Ex:TSE | Src:Google,2023-05-02,75.970,76.000,74.900,75.430,72592
VUN,Ex:TSE | Src:Google,2023-05-03,75.460,75.820,74.920,75.000,49793
VUN,Ex:TSE | Src:Google,2023-05-04,74.670,74.670,73.850,73.930,64871
VUN,Ex:TSE | Src:Google,2023-05-05,74.330,74.590,74.210,74.490,37099
VUN,Ex:TSE | Src:Google,2023-05-08,74.310,74.500,74.100,74.460,38750
VUN,Ex:TSE | Src:Google,2023-05-09,74.200,74.420,74.200,74.260,21806
VUN,Ex:TSE | Src:Google,2023-05-10,74.510,74.710,74.040,74.530,48430
VUN,Ex:TSE | Src:Google,2023-05-11,74.770,75.000,74.580,75.000,61318
VUN,Ex:TSE | Src:Google,2023-05-12,75.080,75.220,74.810,75.220,34503
VUN,Ex:TSE | Src:Google,2023-05-15,75.100,75.100,74.850,75.040,94598
VUN,Ex:TSE | Src:Google,2023-05-16,74.590,74.800,74.460,74.560,36058
VUN,Ex:TSE | Src:Google,2023-05-17,74.650,75.380,74.650,75.350,37272
VUN,Ex:TSE | Src:Google,2023-05-18,75.400,76.380,75.400,76.380,44687
VUN,Ex:TSE | Src:Google,2023-05-19,76.490,76.620,76.120,76.280,33758
VUN,Ex:TSE | Src:Google,2023-05-23,76.080,76.330,75.520,75.580,52540
VUN,Ex:TSE | Src:Google,2023-05-24,75.500,75.680,75.250,75.500,27358
VUN,Ex:TSE | Src:Google,2023-05-25,76.000,76.330,75.830,76.190,79374
VUN,Ex:TSE | Src:Google,2023-05-26,76.300,77.200,76.300,77.080,63916
VUN,Ex:TSE | Src:Google,2023-05-29,77.690,77.690,77.230,77.230,19219
VUN,Ex:TSE | Src:Google,2023-05-30,77.480,77.480,76.900,77.020,49766
VUN,Ex:TSE | Src:Google,2023-05-31,76.860,76.900,76.190,76.450,60555
VUN,Ex:TSE | Src:Google,2023-06-01,76.460,76.650,76.040,76.480,40753
VUN,Ex:TSE | Src:Google,2023-06-02,76.890,77.750,76.870,77.610,22095
VUN,Ex:TSE | Src:Google,2023-06-05,77.700,77.810,77.390,77.650,32579
VUN,Ex:TSE | Src:Google,2023-06-06,77.430,77.770,77.400,77.770,22063
VUN,Ex:TSE | Src:Google,2023-06-07,77.700,77.900,77.240,77.320,32391
VUN,Ex:TSE | Src:Google,2023-06-08,77.260,77.610,77.100,77.580,33127
VUN,Ex:TSE | Src:Google,2023-06-09,77.580,77.840,77.430,77.600,18124
VUN,Ex:TSE | Src:Google,2023-06-12,77.840,78.380,77.710,78.380,28284
VUN,Ex:TSE | Src:Google,2023-06-13,78.480,78.710,78.380,78.650,47107
VUN,Ex:TSE | Src:Google,2023-06-14,78.640,78.870,78.230,78.870,28672
VUN,Ex:TSE | Src:Google,2023-06-15,78.550,79.220,78.540,79.090,38016
VUN,Ex:TSE | Src:Google,2023-06-16,79.390,79.390,78.570,78.650,29317
VUN,Ex:TSE | Src:Google,2023-06-19,78.690,78.990,78.550,78.850,13404
VUN,Ex:TSE | Src:Google,2023-06-20,78.560,78.600,78.250,78.450,39298
VUN,Ex:TSE | Src:Google,2023-06-21,78.060,78.070,77.600,77.660,29014
VUN,Ex:TSE | Src:Google,2023-06-22,77.570,77.760,77.400,77.760,17983
VUN,Ex:TSE | Src:Google,2023-06-23,77.060,77.370,76.980,77.070,36069
VUN,Ex:TSE | Src:Google,2023-06-26,76.890,77.220,76.600,76.600,20778
VUN,Ex:TSE | Src:Google,2023-06-27,76.740,77.750,76.740,77.680,33260
VUN,Ex:TSE | Src:Google,2023-06-28,77.860,78.280,77.860,78.090,62626
VUN,Ex:TSE | Src:Google,2023-06-29,78.320,78.500,78.200,78.500,31471
VUN,Ex:TSE | Src:Google,2023-06-30,79.060,79.440,79.060,79.370,46140
VUN,Ex:TSE | Src:Google,2023-07-04,79.390,79.430,79.320,79.390,7311
VUN,Ex:TSE | Src:Google,2023-07-05,79.270,79.630,79.200,79.500,33187
VUN,Ex:TSE | Src:Google,2023-07-06,79.040,79.350,78.700,79.330,45771
VUN,Ex:TSE | Src:Google,2023-07-07,79.000,79.360,78.680,78.750,42108
VUN,Ex:TSE | Src:Google,2023-07-10,78.850,79.010,78.720,79.010,17919
VUN,Ex:TSE | Src:Google,2023-07-11,79.200,79.470,79.060,79.400,23095
VUN,Ex:TSE | Src:Google,2023-07-12,79.850,79.950,79.530,79.650,36908
VUN,Ex:TSE | Src:Google,2023-07-13,79.980,80.020,79.640,79.930,52954
VUN,Ex:TSE | Src:Google,2023-07-14,80.280,80.520,80.180,80.450,51301
VUN,Ex:TSE | Src:Google,2023-07-17,80.300,80.720,80.280,80.680,63930
VUN,Ex:TSE | Src:Google,2023-07-18,80.890,81.240,80.800,81.180,47899
VUN,Ex:TSE | Src:Google,2023-07-19,81.240,81.500,81.170,81.330,41412
VUN,Ex:TSE | Src:Google,2023-07-20,81.070,81.170,80.660,80.780,30594
VUN,Ex:TSE | Src:Google,2023-07-21,81.190,81.310,80.980,81.050,38142
VUN,Ex:TSE | Src:Google,2023-07-24,81.100,81.250,80.840,81.020,28250
VUN,Ex:TSE | Src:Google,2023-07-25,81.130,81.440,81.120,81.220,25469
VUN,Ex:TSE | Src:Google,2023-07-26,81.460,81.650,81.280,81.490,19497
VUN,Ex:TSE | Src:Google,2023-07-27,82.000,82.100,80.930,81.070,38460
VUN,Ex:TSE | Src:Google,2023-07-28,81.080,81.980,81.080,81.910,37938
VUN,Ex:TSE | Src:Google,2023-07-31,81.910,81.910,81.450,81.740,35689
VUN,Ex:TSE | Src:Google,2023-08-01,82.150,82.310,82.050,82.240,53893
VUN,Ex:TSE | Src:Google,2023-08-02,81.650,81.920,81.310,81.440,58300
VUN,Ex:TSE | Src:Google,2023-08-03,81.110,81.430,81.000,81.340,65151
VUN,Ex:TSE | Src:Google,2023-08-04,81.510,81.730,80.990,81.030,74812
VUN,Ex:TSE | Src:Google,2023-08-08,81.750,81.750,81.170,81.510,59767
VUN,Ex:TSE | Src:Google,2023-08-09,81.610,81.650,80.970,81.000,46415
VUN,Ex:TSE | Src:Google,2023-08-10,81.330,81.780,80.920,81.090,86068
VUN,Ex:TSE | Src:Google,2023-08-11,80.920,81.200,80.770,81.200,74245
VUN,Ex:TSE | Src:Google,2023-08-14,81.090,81.560,80.980,81.560,42780
VUN,Ex:TSE | Src:Google,2023-08-15,81.140,81.220,80.750,80.880,76771
VUN,Ex:TSE | Src:Google,2023-08-16,80.850,81.090,80.440,80.440,48495
VUN,Ex:TSE | Src:Google,2023-08-17,80.590,80.590,79.770,79.820,86285
VUN,Ex:TSE | Src:Google,2023-08-18,79.420,80.000,79.330,79.900,91902
VUN,Ex:TSE | Src:Google,2023-08-21,79.910,80.480,79.780,80.320,78074
VUN,Ex:TSE | Src:Google,2023-08-22,80.580,80.580,80.090,80.190,104301
VUN,Ex:TSE | Src:Google,2023-08-23,80.670,80.960,80.600,80.850,68919
VUN,Ex:TSE | Src:Google,2023-08-24,81.290,81.400,80.130,80.130,104406
VUN,Ex:TSE | Src:Google,2023-08-25,80.440,80.960,80.100,80.840,70219
VUN,Ex:TSE | Src:Google,2023-08-28,81.110,81.400,80.980,81.340,63442
VUN,Ex:TSE | Src:Google,2023-08-29,81.490,82.280,81.470,82.230,103806
VUN,Ex:TSE | Src:Google,2023-08-30,82.180,82.510,82.120,82.460,96888
VUN,Ex:TSE | Src:Google,2023-08-31,82.580,82.830,82.280,82.280,25935
VUN,Ex:TSE | Src:Google,2023-09-01,82.820,83.150,82.710,83.030,70865
VUN,Ex:TSE | Src:Google,2023-09-05,82.990,83.040,82.700,82.780,27812
VUN,Ex:TSE | Src:Google,2023-09-06,82.720,82.720,81.960,82.250,78424
VUN,Ex:TSE | Src:Google,2023-09-07,81.840,82.310,81.760,82.260,86871
VUN,Ex:TSE | Src:Google,2023-09-08,82.000,82.210,81.940,82.130,13239
VUN,Ex:TSE | Src:Google,2023-09-11,82.160,82.270,81.980,82.260,41623
VUN,Ex:TSE | Src:Google,2023-09-12,81.910,82.090,81.600,81.710,54231
VUN,Ex:TSE | Src:Google,2023-09-13,81.700,81.800,81.490,81.680,37878
VUN,Ex:TSE | Src:Google,2023-09-14,82.050,82.210,81.790,82.150,77322
VUN,Ex:TSE | Src:Google,2023-09-15,81.880,81.970,81.140,81.220,102780
VUN,Ex:TSE | Src:Google,2023-09-18,81.010,81.190,80.920,81.040,69950
VUN,Ex:TSE | Src:Google,2023-09-19,80.260,80.620,79.980,80.540,63093
VUN,Ex:TSE | Src:Google,2023-09-20,80.600,80.690,79.980,79.990,23766
VUN,Ex:TSE | Src:Google,2023-09-21,79.290,79.330,78.440,78.450,75476
VUN,Ex:TSE | Src:Google,2023-09-22,78.480,78.790,78.240,78.260,78030
VUN,Ex:TSE | Src:Google,2023-09-25,78.050,78.470,77.970,78.420,39913
VUN,Ex:TSE | Src:Google,2023-09-26,78.300,78.300,77.560,77.650,67212
VUN,Ex:TSE | Src:Google,2023-09-27,77.970,78.020,77.200,77.710,77102
VUN,Ex:TSE | Src:Google,2023-09-28,77.440,78.370,77.440,78.100,27412
VUN,Ex:TSE | Src:Google,2023-09-29,78.490,78.770,78.150,78.450,58433
VUN,Ex:TSE | Src:Google,2023-10-02,78.360,78.990,78.340,78.800,51752
VUN,Ex:TSE | Src:Google,2023-10-03,78.520,78.710,77.690,77.830,60514
VUN,Ex:TSE | Src:Google,2023-10-04,78.000,78.710,78.000,78.710,30869
VUN,Ex:TSE | Src:Google,2023-10-05,78.630,78.630,78.000,78.380,46000
VUN,Ex:TSE | Src:Google,2023-10-06,77.910,79.280,77.800,79.080,40633
VUN,Ex:TSE | Src:Google,2023-10-10,79.260,80.050,79.260,79.570,54431
VUN,Ex:TSE | Src:Google,2023-10-11,79.880,80.030,79.520,79.980,34548
VUN,Ex:TSE | Src:Google,2023-10-12,80.090,80.370,79.500,79.910,53970
VUN,Ex:TSE | Src:Google,2023-10-13,80.240,80.240,79.070,79.290,41438
VUN,Ex:TSE | Src:Google,2023-10-16,79.440,80.140,79.440,79.890,19198
VUN,Ex:TSE | Src:Google,2023-10-17,79.740,80.500,79.690,80.200,35455
VUN,Ex:TSE | Src:Google,2023-10-18,79.930,80.050,79.250,79.400,54227
VUN,Ex:TSE | Src:Google,2023-10-19,79.550,79.680,78.570,78.740,49975
VUN,Ex:TSE | Src:Google,2023-10-20,78.410,78.460,77.650,77.650,54153
VUN,Ex:TSE | Src:Google,2023-10-23,77.350,77.970,77.150,77.400,91732
VUN,Ex:TSE | Src:Google,2023-10-24,77.850,78.360,77.780,78.180,37810
VUN,Ex:TSE | Src:Google,2023-10-25,78.150,78.150,77.280,77.360,60107
VUN,Ex:TSE | Src:Google,2023-10-26,77.250,77.450,76.560,76.740,105609
VUN,Ex:TSE | Src:Google,2023-10-27,77.120,77.170,76.350,76.540,130303
VUN,Ex:TSE | Src:Google,2023-10-30,76.960,77.300,76.730,77.180,73921
VUN,Ex:TSE | Src:Google,2023-10-31,77.440,77.990,77.270,77.950,23150
VUN,Ex:TSE | Src:Google,2023-11-01,78.050,78.790,78.050,78.680,31911
VUN,Ex:TSE | Src:Google,2023-11-02,79.130,79.550,79.130,79.540,47392
VUN,Ex:TSE | Src:Google,2023-11-03,79.690,80.250,79.690,80.040,17564
VUN,Ex:TSE | Src:Google,2023-11-06,80.220,80.220,79.730,80.220,35317
VUN,Ex:TSE | Src:Google,2023-11-07,80.490,80.930,80.400,80.850,25899
VUN,Ex:TSE | Src:Google,2023-11-08,81.070,81.120,80.770,81.040,28918
VUN,Ex:TSE | Src:Google,2023-11-09,81.220,81.220,80.350,80.350,30269
VUN,Ex:TSE | Src:Google,2023-11-10,80.760,81.570,80.690,81.540,28361
VUN,Ex:TSE | Src:Google,2023-11-13,81.440,81.590,81.260,81.490,31082
VUN,Ex:TSE | Src:Google,2023-11-14,82.310,82.960,82.310,82.690,65883
VUN,Ex:TSE | Src:Google,2023-11-15,82.890,83.070,82.610,82.790,18935
VUN,Ex:TSE | Src:Google,2023-11-16,83.090,83.270,82.850,83.260,38304
VUN,Ex:TSE | Src:Google,2023-11-17,83.140,83.220,82.920,83.110,25184
VUN,Ex:TSE | Src:Google,2023-11-20,83.310,83.980,83.310,83.800,18260
VUN,Ex:TSE | Src:Google,2023-11-21,83.540,83.540,83.210,83.440,69384
VUN,Ex:TSE | Src:Google,2023-11-22,83.940,84.230,83.720,83.800,36803
VUN,Ex:TSE | Src:Google,2023-11-23,84.120,84.240,83.860,84.240,12071
VUN,Ex:TSE | Src:Google,2023-11-24,83.440,83.630,83.210,83.630,21557
VUN,Ex:TSE | Src:Google,2023-11-27,83.510,83.530,83.280,83.320,12808
VUN,Ex:TSE | Src:Google,2023-11-28,83.000,83.280,82.880,83.060,31635
VUN,Ex:TSE | Src:Google,2023-11-29,83.520,83.850,83.210,83.230,23852
VUN,Ex:TSE | Src:Google,2023-11-30,83.330,83.410,82.960,83.330,22424
VUN,Ex:TSE | Src:Google,2023-12-01,83.030,83.690,82.960,83.670,39911
VUN,Ex:TSE | Src:Google,2023-12-04,83.540,83.670,83.190,83.670,22745
VUN,Ex:TSE | Src:Google,2023-12-05,83.560,83.800,83.470,83.800,24634
VUN,Ex:TSE | Src:Google,2023-12-06,84.040,84.050,83.470,83.490,19765
VUN,Ex:TSE | Src:Google,2023-12-07,83.910,84.170,83.830,84.170,22556
VUN,Ex:TSE | Src:Google,2023-12-08,84.070,84.530,84.020,84.490,42035
VUN,Ex:TSE | Src:Google,2023-12-11,84.260,84.750,84.260,84.750,29383
VUN,Ex:TSE | Src:Google,2023-12-12,84.850,85.220,84.670,85.160,39813
VUN,Ex:TSE | Src:Google,2023-12-13,85.130,85.930,85.040,85.930,29476
VUN,Ex:TSE | Src:Google,2023-12-14,86.000,86.220,85.400,85.820,22268
VUN,Ex:TSE | Src:Google,2023-12-15,85.550,85.710,85.300,85.510,38089
VUN,Ex:TSE | Src:Google,2023-12-18,85.770,86.160,85.690,86.030,39983
VUN,Ex:TSE | Src:Google,2023-12-19,86.000,86.260,85.960,86.260,23396
VUN,Ex:TSE | Src:Google,2023-12-20,86.210,86.360,85.200,85.320,29827
VUN,Ex:TSE | Src:Google,2023-12-21,85.510,85.640,85.000,85.490,24105
VUN,Ex:TSE | Src:Google,2023-12-22,85.630,85.800,85.370,85.560,32760
VUN,Ex:TSE | Src:Google,2023-12-27,85.690,85.850,85.540,85.820,52885
VUN,Ex:TSE | Src:Google,2023-12-28,85.640,85.820,85.490,85.650,22197
VUN,Ex:TSE | Src:Google,2023-12-29,85.880,85.880,84.970,85.540,50260
VUN,Ex:TSE | Src:Google,2024-01-02,85.370,85.530,85.090,85.530,40822
VUN,Ex:TSE | Src:Google,2024-01-03,85.180,85.190,84.650,84.740,34194
VUN,Ex:TSE | Src:Google,2024-01-04,84.700,85.120,84.480,84.520,38250
VUN,Ex:TSE | Src:Google,2024-01-05,84.470,84.860,84.440,84.660,43625
VUN,Ex:TSE | Src:Google,2024-01-08,84.860,85.860,84.860,85.820,42340
VUN,Ex:TSE | Src:Google,2024-01-09,85.620,86.070,85.490,86.060,43096
VUN,Ex:TSE | Src:Google,2024-01-10,85.840,86.410,85.800,86.150,37547
VUN,Ex:TSE | Src:Google,2024-01-11,86.500,86.500,85.830,86.320,43014
VUN,Ex:TSE | Src:Google,2024-01-12,86.250,86.460,86.000,86.420,38794
VUN,Ex:TSE | Src:Google,2024-01-15,86.560,87.960,86.560,86.890,45990
