Symbol,Settings,Date,Open,High,Low,Close,Volume
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-01-09,5.330,5.880,5.090,5.855,574467
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-01-10,5.890,5.890,5.580,5.660,246826
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-01-11,5.570,5.800,5.570,5.700,370479
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-01-12,5.500,5.710,5.500,5.580,228253
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-01-13,5.480,5.550,5.370,5.450,350012
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-01-16,5.420,5.520,5.420,5.495,51225
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-01-17,5.530,5.855,5.530,5.810,365295
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-01-18,5.660,5.820,5.620,5.820,268684
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-01-19,5.770,5.840,5.570,5.600,275970
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-01-20,5.710,5.720,5.530,5.530,235740
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-01-23,5.690,5.730,5.520,5.520,238641
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-01-24,5.520,5.640,5.375,5.380,217916
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-01-25,5.440,5.480,5.180,5.200,304610
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-01-26,5.290,5.450,5.290,5.390,312725
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-01-27,5.490,5.540,5.440,5.470,156781
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-01-30,5.480,5.580,5.455,5.570,149152
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-01-31,5.620,5.650,5.550,5.555,102283
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-02-01,5.580,5.630,5.300,5.365,213483
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-02-02,5.250,5.750,5.250,5.680,337357
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-02-03,5.870,6.140,5.870,6.080,424704
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-02-06,6.070,6.280,6.070,6.180,268871
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-02-07,6.180,6.250,6.020,6.105,162137
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-02-08,6.000,6.220,6.000,6.140,53208
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-02-09,6.140,6.460,5.980,6.410,317821
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-02-10,6.470,6.620,6.430,6.530,183473
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-02-13,6.600,6.700,6.520,6.605,162027
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-02-14,6.660,6.790,6.570,6.610,205930
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-02-15,6.840,7.040,6.840,6.940,241588
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-02-16,7.090,7.220,6.820,6.900,236543
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-02-17,7.140,7.380,7.140,7.160,276458
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-02-21,7.220,7.310,7.070,7.270,132765
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-02-22,7.400,7.580,7.380,7.510,79637
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-02-23,7.440,7.690,7.440,7.670,175091
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-02-24,7.760,7.840,7.580,7.590,244961
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-02-27,7.600,7.600,7.410,7.465,127762
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-02-28,7.400,7.570,7.160,7.240,212669
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-03-01,7.150,7.150,6.830,6.920,324309
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-03-02,6.980,7.050,6.910,6.910,134497
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-03-03,6.810,6.870,6.710,6.710,231314
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-03-06,6.810,6.910,6.730,6.860,178393
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-03-07,7.050,7.330,6.960,7.270,285826
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-03-08,7.250,7.330,7.010,7.285,264085
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-03-09,7.140,7.380,7.100,7.340,266558
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-03-10,7.100,7.200,6.780,7.150,580497
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-03-13,6.720,6.720,6.340,6.440,745933
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-03-14,6.330,6.600,6.330,6.410,318118
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-03-15,6.160,6.410,6.000,6.280,344447
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-03-16,6.240,6.560,6.240,6.350,266414
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-03-17,6.060,6.220,5.520,5.660,486421
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-03-20,5.600,5.700,5.540,5.630,204318
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-03-21,5.800,6.060,5.760,5.940,247572
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-03-22,5.990,5.990,5.600,5.730,246900
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-03-23,5.710,5.750,5.435,5.530,402434
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-03-24,5.400,5.540,5.310,5.410,392291
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-03-27,5.580,5.780,5.450,5.450,425885
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-03-28,5.400,5.550,5.310,5.310,189548
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-03-29,5.400,5.430,5.270,5.400,281718
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-03-30,5.320,5.460,5.320,5.360,270822
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-03-31,5.400,5.490,5.300,5.440,407038
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-04-03,5.410,5.500,5.190,5.270,452481
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-04-04,5.310,5.310,4.820,4.850,650979
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-04-05,4.840,4.980,4.740,4.850,516525
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-04-06,4.930,5.000,4.780,4.800,542321
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-04-10,4.930,4.950,4.860,4.870,313373
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-04-11,4.790,4.840,4.675,4.820,331153
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-04-12,4.690,4.780,4.620,4.730,318276
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-04-13,4.610,4.670,4.520,4.600,316668
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-04-14,4.690,4.900,4.670,4.730,396265
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-04-17,4.770,4.930,4.770,4.880,426067
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-04-18,4.930,4.930,4.700,4.890,143869
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-04-19,5.020,5.080,4.930,4.990,194412
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-04-20,4.900,4.980,4.860,4.970,61539
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-04-21,4.980,5.100,4.940,5.030,526818
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-04-24,5.080,5.100,4.970,4.980,305550
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-04-25,4.930,5.080,4.880,4.940,413775
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-04-26,4.850,5.005,4.810,4.980,404416
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-04-27,5.030,5.080,4.920,4.930,359138
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-04-28,4.950,5.010,4.820,5.010,269586
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-05-01,4.770,5.020,4.770,5.020,271254
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-05-02,5.000,5.010,4.590,4.600,613583
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-05-03,4.550,4.620,4.510,4.550,417763
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-05-04,4.470,4.500,4.260,4.415,277388
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-05-05,4.640,4.750,4.450,4.520,213966
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-05-08,4.520,4.640,4.520,4.590,155610
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-05-09,4.590,4.610,4.520,4.550,59127
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-05-10,4.540,4.710,4.530,4.620,212928
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-05-11,4.650,4.910,4.620,4.910,330729
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-05-12,4.900,4.940,4.800,4.800,149250
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-05-15,4.820,4.820,4.690,4.790,141782
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-05-16,4.830,5.100,4.830,5.040,271028
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-05-17,5.050,5.230,5.050,5.180,271534
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-05-18,5.290,5.530,5.280,5.395,411016
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-05-19,5.380,5.450,5.210,5.340,220524
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-05-23,5.430,5.530,5.380,5.425,262494
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-05-24,5.300,5.625,5.300,5.605,245788
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-05-25,5.640,5.840,5.640,5.820,280824
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-05-26,5.650,5.860,5.650,5.810,133709
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-05-29,5.840,5.870,5.750,5.790,95553
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-05-30,5.510,6.050,5.510,5.980,350588
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-05-31,6.010,6.010,5.650,5.810,139343
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-06-01,5.730,5.800,5.500,5.550,274693
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-06-02,5.500,5.790,5.500,5.710,315370
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-06-05,5.910,5.910,5.650,5.700,94923
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-06-06,5.650,5.800,5.650,5.710,146887
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-06-07,5.690,5.970,5.570,5.960,168873
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-06-08,5.780,5.860,5.720,5.800,170176
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-06-09,5.770,5.950,5.770,5.930,66694
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-06-12,6.000,6.070,5.930,5.935,136138
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-06-13,5.900,6.120,5.830,6.110,133270
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-06-14,6.020,6.190,5.970,6.120,154324
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-06-15,6.150,6.400,6.150,6.275,153203
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-06-16,6.110,6.290,6.030,6.160,209169
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-06-19,6.160,6.270,6.160,6.250,17770
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-06-20,6.350,6.680,6.350,6.680,173210
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-06-21,6.750,6.900,6.660,6.740,161929
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-06-22,6.910,6.930,6.720,6.730,188916
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-06-23,6.300,6.710,6.300,6.650,152217
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-06-26,6.640,6.740,6.500,6.620,128447
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-06-27,6.630,6.860,6.560,6.660,120603
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-06-28,6.790,6.800,6.670,6.750,61845
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-06-29,6.860,6.900,6.580,6.610,117627
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-06-30,6.500,6.610,6.310,6.330,190279
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-07-04,6.060,6.310,6.060,6.280,14411
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-07-05,6.250,6.500,6.210,6.500,89100
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-07-06,6.560,6.780,6.550,6.720,71937
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-07-07,6.660,6.720,6.500,6.670,180454
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-07-10,6.680,6.730,6.370,6.400,117402
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-07-11,6.340,6.430,6.280,6.370,86982
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-07-12,6.220,6.220,5.770,5.830,434571
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-07-13,5.800,5.830,5.730,5.800,139970
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-07-14,5.800,5.870,5.710,5.810,141190
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-07-17,5.920,5.960,5.790,5.810,77287
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-07-18,5.680,5.730,5.500,5.610,277278
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-07-19,5.620,5.650,5.560,5.640,101270
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-07-20,5.690,5.900,5.660,5.880,152215
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-07-21,5.950,5.950,5.820,5.850,74337
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-07-24,5.920,6.010,5.770,5.930,103190
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-07-25,5.890,5.930,5.780,5.810,173953
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-07-26,5.730,5.960,5.730,5.880,68411
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-07-27,5.950,6.270,5.950,6.260,212470
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-07-28,6.120,6.230,6.070,6.120,56327
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-07-31,6.210,6.210,5.830,5.910,203434
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-08-01,6.020,6.150,6.000,6.130,460821
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-08-02,6.170,6.490,6.160,6.450,320513
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-08-03,6.520,6.600,6.370,6.510,231438
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-08-04,6.340,6.420,6.280,6.350,152551
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-08-08,6.380,6.590,6.380,6.440,127558
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-08-09,6.400,6.500,6.370,6.430,43555
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-08-10,6.290,6.510,6.270,6.380,220735
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-08-11,6.290,6.400,6.170,6.170,83003
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-08-14,6.300,6.410,6.270,6.340,138701
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-08-15,6.490,6.690,6.380,6.670,255627
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-08-16,6.670,6.790,6.650,6.780,176079
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-08-17,6.770,6.900,6.700,6.830,145370
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-08-18,6.810,6.980,6.810,6.900,51849
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-08-21,6.900,6.970,6.740,6.770,155822
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-08-22,6.660,6.820,6.630,6.630,113176
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-08-23,6.550,6.550,6.230,6.330,219150
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-08-24,6.350,6.480,6.230,6.350,179115
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-08-25,6.360,6.580,6.300,6.460,313788
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-08-28,6.400,6.490,6.130,6.150,311174
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-08-29,6.180,6.180,5.950,5.990,288384
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-08-30,5.890,6.040,5.850,6.000,134606
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-08-31,6.040,6.150,5.970,6.070,171629
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-09-01,5.960,6.110,5.900,6.110,248431
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-09-05,6.270,6.410,6.120,6.370,289816
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-09-06,6.410,6.450,6.300,6.390,53824
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-09-07,6.340,6.460,6.340,6.420,60383
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-09-08,6.400,6.475,6.290,6.470,115502
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-09-11,6.270,6.410,6.180,6.350,156615
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-09-12,6.510,6.510,6.250,6.340,203055
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-09-13,6.320,6.440,6.270,6.390,111515
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-09-14,6.400,6.400,6.210,6.280,239764
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-09-15,6.250,6.260,5.940,6.030,181855
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-09-18,6.010,6.090,5.910,5.950,71506
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-09-19,5.970,6.260,5.970,6.200,69852
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-09-20,6.110,6.130,5.930,6.090,166333
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-09-21,6.260,6.380,6.230,6.350,155792
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-09-22,6.280,6.500,6.240,6.500,114049
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-09-25,6.600,6.750,6.550,6.650,133662
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-09-26,6.750,7.020,6.710,7.000,241361
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-09-27,7.110,7.550,7.070,7.450,312272
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-09-28,7.390,7.600,7.370,7.410,205908
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-09-29,7.240,7.510,7.200,7.355,72732
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-10-02,7.480,7.910,7.480,7.790,111914
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-10-03,7.860,7.860,7.520,7.700,193336
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-10-04,7.640,7.880,7.640,7.770,61678
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-10-05,7.800,7.840,7.570,7.570,42941
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-10-06,7.500,7.620,7.290,7.390,133850
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-10-10,7.030,7.160,7.000,7.030,185062
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-10-11,6.870,6.950,6.760,6.780,316858
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-10-12,6.780,7.030,6.750,7.000,285186
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-10-13,6.680,6.740,6.020,6.350,628429
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-10-16,6.470,6.480,6.130,6.375,235270
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-10-17,6.300,6.380,6.000,6.020,363215
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-10-18,5.850,5.970,5.720,5.950,399035
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-10-19,5.960,6.030,5.820,5.840,330414
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-10-20,5.770,5.820,5.550,5.760,505378
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-10-23,5.890,6.130,5.760,5.890,560266
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-10-24,6.020,6.040,5.810,5.840,266370
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-10-25,5.890,5.910,5.640,5.910,163498
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-10-26,5.940,6.290,5.940,6.100,447779
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-10-27,6.140,6.260,5.825,5.830,268974
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-10-30,5.770,6.050,5.770,6.020,298422
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-10-31,6.060,6.260,5.900,6.170,257596
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-11-01,6.200,6.360,6.090,6.195,368810
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-11-02,6.150,6.310,6.140,6.230,155450
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-11-03,6.190,6.190,5.700,5.780,581121
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-11-06,5.840,5.920,5.760,5.860,191653
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-11-07,5.950,6.300,5.950,6.100,466153
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-11-08,6.150,6.530,6.150,6.480,276976
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-11-09,6.480,6.610,6.170,6.380,169570
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-11-10,6.560,6.670,6.480,6.580,242170
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-11-13,6.600,6.670,6.480,6.660,88167
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-11-14,6.420,6.450,6.170,6.270,288422
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-11-15,6.260,6.430,6.230,6.430,352230
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-11-16,6.360,6.360,5.875,6.040,345312
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-11-17,6.000,6.220,6.000,6.180,143701
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-11-20,6.200,6.360,6.180,6.205,90751
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-11-21,6.000,6.000,5.750,5.920,487828
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-11-22,5.890,5.970,5.830,5.910,232313
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-11-23,5.960,5.960,5.900,5.955,15756
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-11-24,5.850,5.960,5.840,5.940,135658
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-11-27,5.820,5.820,5.600,5.640,403524
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-11-28,5.530,5.600,5.160,5.170,498740
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-11-29,5.220,5.220,5.130,5.150,321245
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-11-30,5.250,5.250,5.050,5.100,253579
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-12-01,5.050,5.150,4.940,4.950,278274
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-12-04,5.080,5.190,5.040,5.110,321549
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-12-05,5.170,5.320,5.110,5.250,244826
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-12-06,5.160,5.255,5.110,5.240,180386
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-12-07,5.240,5.350,5.210,5.320,222356
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-12-08,5.440,5.640,5.420,5.570,273636
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-12-11,5.710,5.840,5.650,5.690,218210
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-12-12,5.720,5.970,5.680,5.930,285708
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-12-13,5.970,6.020,5.220,5.220,442109
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-12-14,5.090,5.220,4.910,5.170,362064
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-12-15,5.230,5.290,5.190,5.290,413434
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-12-18,5.190,5.340,5.190,5.280,209228
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-12-19,5.150,5.230,4.930,5.000,363103
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-12-20,4.970,5.190,4.970,5.180,153920
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-12-21,5.100,5.130,5.010,5.090,281588
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-12-22,4.950,5.020,4.820,5.010,371054
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-12-27,4.910,5.040,4.880,4.940,230343
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-12-28,4.980,5.160,4.940,5.150,236779
HGD,Ex:TSE | Src:Yahoo JSON (forced),2023-12-29,5.210,5.300,5.150,5.190,164710
HGD,Ex:TSE | Src:Yahoo JSON (forced),2024-01-02,5.130,5.340,5.090,5.310,145115
HGD,Ex:TSE | Src:Yahoo JSON (forced),2024-01-03,5.480,5.650,5.400,5.600,680988
HGD,Ex:TSE | Src:Yahoo JSON (forced),2024-01-04,5.570,5.720,5.520,5.580,298651
HGD,Ex:TSE | Src:Yahoo JSON (forced),2024-01-05,5.550,5.650,5.400,5.550,283480
HGD,Ex:TSE | Src:Yahoo JSON (forced),2024-01-08,5.680,5.710,5.480,5.570,327970
HGD,Ex:TSE | Src:Yahoo JSON (forced),2024-01-09,5.600,5.700,5.580,5.680,507832
HGD,Ex:TSE | Src:Yahoo JSON (forced),2024-01-10,5.730,5.790,5.640,5.640,312292
HGD,Ex:TSE | Src:Yahoo JSON (forced),2024-01-11,5.650,5.870,5.590,5.770,516501
HGD,Ex:TSE | Src:Yahoo JSON (forced),2024-01-12,5.470,5.500,5.290,5.440,408525
HGD,Ex:TSE | Src:Yahoo JSON (forced),2024-01-15,5.390,5.500,5.390,5.460,247392
HGD,Ex:TSE | Src:Yahoo JSON (forced),2024-01-16,5.620,5.930,5.580,5.920,667787
HGD,Ex:TSE | Src:Yahoo JSON (forced),2024-01-17,5.940,6.300,5.930,6.200,291910
HGD,Ex:TSE | Src:Yahoo JSON (forced),2024-01-18,6.220,6.310,6.200,6.240,152523
HGD,Ex:TSE | Src:Yahoo JSON (forced),2024-01-19,6.170,6.390,6.170,6.300,131777
HGD,Ex:TSE | Src:Yahoo JSON (forced),2024-01-22,6.390,6.510,6.260,6.280,67659
HGD,Ex:TSE | Src:Yahoo JSON (forced),2024-01-23,6.170,6.210,5.960,6.030,330230
HGD,Ex:TSE | Src:Yahoo JSON (forced),2024-01-24,5.790,6.320,5.790,6.310,413060
