Symbol,Settings,Date,Open,High,Low,Close,Volume
QQC-F,Ex:TSE | Src:Google,2024-01-16,133.850,134.640,133.490,134.000,5885
QQC-F,Ex:TSE | Src:Google,2024-01-17,132.570,133.260,132.570,133.260,5544
QQC-F,Ex:TSE | Src:Google,2024-01-18,134.480,135.500,134.480,135.500,8578
QQC-F,Ex:TSE | Src:Google,2024-01-19,136.050,138.130,136.050,138.130,6157
QQC-F,Ex:TSE | Src:Google,2024-01-22,138.770,139.000,138.300,138.390,4694
QQC-F,Ex:TSE | Src:Google,2024-01-23,138.740,139.000,138.000,139.000,5422
QQC-F,Ex:TSE | Src:Google,2024-01-24,140.000,140.960,139.710,139.740,11998
QQC-F,Ex:TSE | Src:Google,2024-01-25,140.700,140.700,139.400,139.930,16535
QQC-F,Ex:TSE | Src:Google,2024-01-26,139.620,139.800,138.920,139.020,6919
QQC-F,Ex:TSE | Src:Google,2024-01-29,139.320,140.470,139.070,140.370,5159
QQC-F,Ex:TSE | Src:Google,2024-01-30,140.270,140.270,139.330,139.580,4577
QQC-F,Ex:TSE | Src:Google,2024-01-31,138.360,138.650,136.870,136.870,15274
QQC-F,Ex:TSE | Src:Google,2024-02-01,137.600,138.530,137.500,138.450,6348
QQC-F,Ex:TSE | Src:Google,2024-02-02,138.850,141.050,138.850,140.820,6913
QQC-F,Ex:TSE | Src:Google,2024-02-05,140.870,140.870,140.000,140.610,6438
QQC-F,Ex:TSE | Src:Google,2024-02-06,141.040,141.050,139.780,140.080,4534
QQC-F,Ex:TSE | Src:Google,2024-02-07,141.040,141.850,141.000,141.680,7031
QQC-F,Ex:TSE | Src:Google,2024-02-08,141.610,142.030,141.610,142.030,1524
QQC-F,Ex:TSE | Src:Google,2024-02-09,142.850,143.490,142.850,143.360,3753
QQC-F,Ex:TSE | Src:Google,2024-02-12,143.440,143.600,142.600,142.810,5462
QQC-F,Ex:TSE | Src:Google,2024-02-13,140.250,141.190,139.560,140.570,16020
QQC-F,Ex:TSE | Src:Google,2024-02-14,141.020,142.050,140.810,142.050,4335
QQC-F,Ex:TSE | Src:Google,2024-02-15,142.400,142.500,141.770,142.500,3679
QQC-F,Ex:TSE | Src:Google,2024-02-16,142.790,142.790,141.190,141.190,4725
QQC-F,Ex:TSE | Src:Google,2024-02-20,140.710,140.710,139.100,139.850,7971
QQC-F,Ex:TSE | Src:Google,2024-02-21,139.350,139.540,138.400,139.540,3209
QQC-F,Ex:TSE | Src:Google,2024-02-22,142.330,143.960,142.330,143.950,5904
QQC-F,Ex:TSE | Src:Google,2024-02-23,144.070,144.070,143.200,143.200,2027
QQC-F,Ex:TSE | Src:Google,2024-02-26,143.380,143.500,143.380,143.500,1686
QQC-F,Ex:TSE | Src:Google,2024-02-27,143.500,143.580,142.950,143.580,2851
QQC-F,Ex:TSE | Src:Google,2024-02-28,142.960,143.190,142.500,142.810,2440
QQC-F,Ex:TSE | Src:Google,2024-02-29,143.610,144.300,143.030,144.300,2315
QQC-F,Ex:TSE | Src:Google,2024-03-01,144.550,146.410,144.550,146.220,3434
QQC-F,Ex:TSE | Src:Google,2024-03-04,146.320,146.320,145.710,145.770,5849
QQC-F,Ex:TSE | Src:Google,2024-03-05,144.530,144.530,142.340,143.040,10519
QQC-F,Ex:TSE | Src:Google,2024-03-06,144.640,144.700,143.500,143.980,8452
QQC-F,Ex:TSE | Src:Google,2024-03-07,145.260,146.530,144.870,146.250,5915
QQC-F,Ex:TSE | Src:Google,2024-03-08,147.000,147.000,143.920,144.290,6196
QQC-F,Ex:TSE | Src:Google,2024-03-11,143.640,143.800,143.000,143.370,6902
QQC-F,Ex:TSE | Src:Google,2024-03-12,143.350,145.550,143.270,145.550,26702
QQC-F,Ex:TSE | Src:Google,2024-03-13,144.300,144.800,144.300,144.340,5621
QQC-F,Ex:TSE | Src:Google,2024-03-14,144.780,144.920,143.380,143.470,4353
QQC-F,Ex:TSE | Src:Google,2024-03-15,143.240,143.240,142.340,142.380,3638
QQC-F,Ex:TSE | Src:Google,2024-03-18,143.850,144.690,143.730,143.740,7280
QQC-F,Ex:TSE | Src:Google,2024-03-19,143.080,144.030,142.720,144.030,2160
QQC-F,Ex:TSE | Src:Google,2024-03-20,144.530,145.600,144.000,145.560,6118
QQC-F,Ex:TSE | Src:Google,2024-03-21,147.210,147.350,146.390,146.390,7006
QQC-F,Ex:TSE | Src:Google,2024-03-22,146.310,146.650,145.920,146.650,3440
QQC-F,Ex:TSE | Src:Google,2024-03-25,145.860,146.410,145.800,146.020,3672
QQC-F,Ex:TSE | Src:Google,2024-03-26,146.410,146.410,145.510,145.520,4476
QQC-F,Ex:TSE | Src:Google,2024-03-27,146.180,146.180,145.080,145.870,5102
QQC-F,Ex:TSE | Src:Google,2024-03-28,146.000,146.000,145.600,145.750,4320
QQC-F,Ex:TSE | Src:Google,2024-04-01,145.740,146.200,145.430,145.930,3343
QQC-F,Ex:TSE | Src:Google,2024-04-02,144.390,144.610,143.650,144.600,6031
QQC-F,Ex:TSE | Src:Google,2024-04-03,145.500,145.500,144.740,144.950,4716
QQC-F,Ex:TSE | Src:Google,2024-04-04,146.060,146.400,142.940,142.990,11866
QQC-F,Ex:TSE | Src:Google,2024-04-05,143.000,145.200,143.000,144.490,5994
QQC-F,Ex:TSE | Src:Google,2024-04-08,145.000,145.000,144.330,144.670,4109
QQC-F,Ex:TSE | Src:Google,2024-04-09,145.110,145.110,143.920,145.000,8416
QQC-F,Ex:TSE | Src:Google,2024-04-10,143.340,143.850,143.100,143.610,6893
QQC-F,Ex:TSE | Src:Google,2024-04-11,144.180,146.210,143.700,146.210,5350
QQC-F,Ex:TSE | Src:Google,2024-04-12,144.710,144.970,143.280,143.630,9809
QQC-F,Ex:TSE | Src:Google,2024-04-15,144.990,144.990,140.960,141.250,20736
QQC-F,Ex:TSE | Src:Google,2024-04-16,141.180,141.690,140.900,141.680,4905
QQC-F,Ex:TSE | Src:Google,2024-04-17,141.790,141.790,139.500,139.650,4843
QQC-F,Ex:TSE | Src:Google,2024-04-18,139.810,140.000,138.540,138.920,5769
QQC-F,Ex:TSE | Src:Google,2024-04-19,138.110,138.330,135.410,135.830,17175
QQC-F,Ex:TSE | Src:Google,2024-04-22,136.540,137.900,136.110,137.190,7703
QQC-F,Ex:TSE | Src:Google,2024-04-23,138.050,139.480,138.050,139.330,9721
QQC-F,Ex:TSE | Src:Google,2024-04-24,140.430,140.510,139.000,139.800,3832
QQC-F,Ex:TSE | Src:Google,2024-04-25,137.000,139.290,137.000,138.840,4729
QQC-F,Ex:TSE | Src:Google,2024-04-26,140.500,141.560,140.500,141.320,3129
QQC-F,Ex:TSE | Src:Google,2024-04-29,141.970,141.970,141.000,141.320,2919
QQC-F,Ex:TSE | Src:Google,2024-04-30,141.330,141.360,139.120,139.120,3592
QQC-F,Ex:TSE | Src:Google,2024-05-01,138.840,140.730,138.160,138.160,6311
QQC-F,Ex:TSE | Src:Google,2024-05-02,138.480,140.010,137.850,139.860,22289
QQC-F,Ex:TSE | Src:Google,2024-05-03,142.330,142.740,141.900,142.650,8604
QQC-F,Ex:TSE | Src:Google,2024-05-06,143.020,144.000,143.020,144.000,3604
QQC-F,Ex:TSE | Src:Google,2024-05-07,144.330,144.660,144.040,144.240,4093
QQC-F,Ex:TSE | Src:Google,2024-05-08,143.170,144.190,143.170,144.130,2778
QQC-F,Ex:TSE | Src:Google,2024-05-09,144.310,144.420,143.750,144.400,1797
QQC-F,Ex:TSE | Src:Google,2024-05-10,145.000,145.310,144.380,144.740,2026
QQC-F,Ex:TSE | Src:Google,2024-05-13,145.200,145.200,144.710,145.000,3762
QQC-F,Ex:TSE | Src:Google,2024-05-14,144.930,146.070,144.880,145.970,9364
QQC-F,Ex:TSE | Src:Google,2024-05-15,146.650,148.270,146.620,148.180,9194
QQC-F,Ex:TSE | Src:Google,2024-05-16,148.250,148.790,147.930,147.930,7310
QQC-F,Ex:TSE | Src:Google,2024-05-17,147.930,148.020,147.700,147.830,2931
QQC-F,Ex:TSE | Src:Google,2024-05-21,148.320,149.130,148.320,149.100,2459
QQC-F,Ex:TSE | Src:Google,2024-05-22,149.100,149.350,148.410,148.800,3923
QQC-F,Ex:TSE | Src:Google,2024-05-23,150.570,150.570,148.000,148.540,4744
QQC-F,Ex:TSE | Src:Google,2024-05-24,149.170,150.210,148.950,149.790,3053
QQC-F,Ex:TSE | Src:Google,2024-05-27,150.010,151.100,147.660,151.100,3494
QQC-F,Ex:TSE | Src:Google,2024-05-28,150.100,150.450,149.580,150.450,2709
QQC-F,Ex:TSE | Src:Google,2024-05-29,149.180,149.810,149.180,149.300,3217
QQC-F,Ex:TSE | Src:Google,2024-05-30,149.070,149.080,147.650,147.650,5436
QQC-F,Ex:TSE | Src:Google,2024-05-31,148.010,148.010,145.000,147.360,5634
QQC-F,Ex:TSE | Src:Google,2024-06-03,148.010,149.000,146.710,148.270,3768
QQC-F,Ex:TSE | Src:Google,2024-06-04,148.310,149.000,147.840,148.350,3246
QQC-F,Ex:TSE | Src:Google,2024-06-05,149.980,151.690,149.590,151.600,7989
QQC-F,Ex:TSE | Src:Google,2024-06-06,151.970,151.980,151.450,151.620,4144
QQC-F,Ex:TSE | Src:Google,2024-06-07,151.550,152.170,151.210,151.480,15532
QQC-F,Ex:TSE | Src:Google,2024-06-10,151.080,152.130,151.080,152.130,3052
QQC-F,Ex:TSE | Src:Google,2024-06-11,151.750,152.810,151.750,152.810,1526
QQC-F,Ex:TSE | Src:Google,2024-06-12,154.760,155.850,154.760,155.780,4702
QQC-F,Ex:TSE | Src:Google,2024-06-13,156.480,156.480,155.480,156.150,4754
QQC-F,Ex:TSE | Src:Google,2024-06-14,156.000,156.730,155.960,156.730,9736
QQC-F,Ex:TSE | Src:Google,2024-06-17,156.770,159.000,156.550,158.690,4754
QQC-F,Ex:TSE | Src:Google,2024-06-18,158.690,158.830,158.400,158.700,4438
QQC-F,Ex:TSE | Src:Google,2024-06-19,159.110,159.150,158.300,159.060,10758
QQC-F,Ex:TSE | Src:Google,2024-06-20,159.000,159.250,156.980,157.450,17875
QQC-F,Ex:TSE | Src:Google,2024-06-21,157.150,157.670,156.730,157.290,4063
QQC-F,Ex:TSE | Src:Google,2024-06-24,156.520,156.520,155.230,155.230,3870
QQC-F,Ex:TSE | Src:Google,2024-06-25,156.180,157.030,156.180,156.880,4932
QQC-F,Ex:TSE | Src:Google,2024-06-26,156.580,157.350,156.580,156.990,835
QQC-F,Ex:TSE | Src:Google,2024-06-27,157.230,157.590,157.160,157.440,1506
QQC-F,Ex:TSE | Src:Google,2024-06-28,158.150,158.150,156.730,156.730,1782
QQC-F,Ex:TSE | Src:Google,2024-07-02,156.550,159.030,156.550,159.030,3574
QQC-F,Ex:TSE | Src:Google,2024-07-03,159.030,160.790,159.030,160.790,2341
QQC-F,Ex:TSE | Src:Google,2024-07-04,160.950,162.000,160.890,161.120,3063
QQC-F,Ex:TSE | Src:Google,2024-07-05,161.030,162.340,161.000,162.330,6544
QQC-F,Ex:TSE | Src:Google,2024-07-08,162.330,162.560,162.270,162.530,6582
QQC-F,Ex:TSE | Src:Google,2024-07-09,163.280,163.280,162.300,162.710,2512
QQC-F,Ex:TSE | Src:Google,2024-07-10,163.270,164.630,163.140,164.560,3824
QQC-F,Ex:TSE | Src:Google,2024-07-11,164.650,164.650,160.500,160.950,9601
QQC-F,Ex:TSE | Src:Google,2024-07-12,161.170,163.190,160.920,161.950,7194
QQC-F,Ex:TSE | Src:Google,2024-07-15,162.210,162.980,161.880,161.880,7660
QQC-F,Ex:TSE | Src:Google,2024-07-16,161.590,162.300,161.360,162.010,2402
QQC-F,Ex:TSE | Src:Google,2024-07-17,159.770,159.770,157.590,157.600,15577
QQC-F,Ex:TSE | Src:Google,2024-07-18,158.600,158.600,155.950,156.860,6866
QQC-F,Ex:TSE | Src:Google,2024-07-19,156.820,157.250,155.000,155.200,5013
QQC-F,Ex:TSE | Src:Google,2024-07-22,157.050,158.000,156.690,157.630,9936
QQC-F,Ex:TSE | Src:Google,2024-07-23,157.360,157.920,157.120,157.120,4760
QQC-F,Ex:TSE | Src:Google,2024-07-24,155.040,155.040,151.280,151.500,15087
QQC-F,Ex:TSE | Src:Google,2024-07-25,151.710,152.250,148.960,149.840,14940
QQC-F,Ex:TSE | Src:Google,2024-07-26,151.350,151.700,150.490,151.300,7920
QQC-F,Ex:TSE | Src:Google,2024-07-29,152.020,152.830,151.570,151.850,5148
QQC-F,Ex:TSE | Src:Google,2024-07-30,152.350,152.350,148.800,149.610,6248
QQC-F,Ex:TSE | Src:Google,2024-07-31,152.880,154.420,152.880,153.960,7031
QQC-F,Ex:TSE | Src:Google,2024-08-01,153.980,155.020,149.060,150.170,11305
QQC-F,Ex:TSE | Src:Google,2024-08-02,147.460,147.850,145.430,146.130,17965
QQC-F,Ex:TSE | Src:Google,2024-08-06,142.570,146.070,142.200,143.780,19286
QQC-F,Ex:TSE | Src:Google,2024-08-07,146.260,146.610,142.050,142.050,11594
QQC-F,Ex:TSE | Src:Google,2024-08-08,143.450,146.630,143.450,146.200,10288
QQC-F,Ex:TSE | Src:Google,2024-08-09,146.110,147.430,145.740,147.220,6810
QQC-F,Ex:TSE | Src:Google,2024-08-12,147.530,148.360,146.710,147.340,7445
QQC-F,Ex:TSE | Src:Google,2024-08-13,149.360,151.200,149.360,151.200,7107
QQC-F,Ex:TSE | Src:Google,2024-08-14,151.510,151.660,150.760,151.420,4704
QQC-F,Ex:TSE | Src:Google,2024-08-15,153.210,155.000,153.150,154.930,4170
QQC-F,Ex:TSE | Src:Google,2024-08-16,154.510,155.310,154.370,155.170,3572
QQC-F,Ex:TSE | Src:Google,2024-08-19,155.010,157.060,155.010,157.060,4321
QQC-F,Ex:TSE | Src:Google,2024-08-20,156.920,157.610,156.500,156.830,2119
QQC-F,Ex:TSE | Src:Google,2024-08-21,157.150,158.000,156.840,157.130,5340
QQC-F,Ex:TSE | Src:Google,2024-08-22,158.300,158.350,154.840,154.870,6494
QQC-F,Ex:TSE | Src:Google,2024-08-23,156.350,157.400,155.590,156.610,7044
QQC-F,Ex:TSE | Src:Google,2024-08-26,156.100,156.100,154.610,155.020,3418
QQC-F,Ex:TSE | Src:Google,2024-08-27,154.630,155.800,154.000,155.460,7314
QQC-F,Ex:TSE | Src:Google,2024-08-28,155.670,155.670,152.750,153.770,12801
QQC-F,Ex:TSE | Src:Google,2024-08-29,154.570,155.910,153.380,153.410,12354
QQC-F,Ex:TSE | Src:Google,2024-08-30,155.870,155.870,154.740,155.430,3351
QQC-F,Ex:TSE | Src:Google,2024-09-03,153.800,153.800,150.000,150.480,7396
QQC-F,Ex:TSE | Src:Google,2024-09-04,150.330,151.000,149.500,150.400,6179
QQC-F,Ex:TSE | Src:Google,2024-09-05,149.760,150.900,149.750,149.960,2819
QQC-F,Ex:TSE | Src:Google,2024-09-06,149.330,149.640,146.300,146.420,11585
QQC-F,Ex:TSE | Src:Google,2024-09-09,147.860,148.180,146.910,148.180,5274
QQC-F,Ex:TSE | Src:Google,2024-09-10,148.680,149.680,147.510,149.530,3664
QQC-F,Ex:TSE | Src:Google,2024-09-11,149.750,153.020,147.340,153.020,11023
QQC-F,Ex:TSE | Src:Google,2024-09-12,152.980,154.420,152.810,154.100,4647
QQC-F,Ex:TSE | Src:Google,2024-09-13,154.240,155.340,154.240,155.090,5392
QQC-F,Ex:TSE | Src:Google,2024-09-16,154.250,154.460,153.450,154.410,3945
QQC-F,Ex:TSE | Src:Google,2024-09-17,155.390,155.630,153.960,154.290,3383
QQC-F,Ex:TSE | Src:Google,2024-09-18,154.630,156.000,153.690,153.690,19581
QQC-F,Ex:TSE | Src:Google,2024-09-19,156.620,158.550,156.620,157.760,8135
QQC-F,Ex:TSE | Src:Google,2024-09-20,157.350,157.710,156.460,157.310,34644
QQC-F,Ex:TSE | Src:Google,2024-09-23,157.550,158.000,157.360,157.790,7741
QQC-F,Ex:TSE | Src:Google,2024-09-24,158.010,158.670,157.020,158.250,6364
QQC-F,Ex:TSE | Src:Google,2024-09-25,158.710,159.140,158.390,158.400,1956
QQC-F,Ex:TSE | Src:Google,2024-09-26,160.000,161.000,158.800,159.850,7858
QQC-F,Ex:TSE | Src:Google,2024-09-27,159.730,159.730,158.540,158.710,3102
QQC-F,Ex:TSE | Src:Google,2024-09-30,158.910,159.120,157.560,159.110,3680
QQC-F,Ex:TSE | Src:Google,2024-10-01,159.110,159.110,155.930,156.820,10470
QQC-F,Ex:TSE | Src:Google,2024-10-02,156.030,157.730,156.000,157.200,5343
QQC-F,Ex:TSE | Src:Google,2024-10-03,156.150,157.780,156.150,156.940,5371
QQC-F,Ex:TSE | Src:Google,2024-10-04,157.870,158.850,157.380,158.850,6171
QQC-F,Ex:TSE | Src:Google,2024-10-07,158.350,158.460,156.950,157.300,5140
QQC-F,Ex:TSE | Src:Google,2024-10-08,157.760,159.590,157.760,159.590,4058
QQC-F,Ex:TSE | Src:Google,2024-10-09,159.530,160.810,159.300,160.810,5304
QQC-F,Ex:TSE | Src:Google,2024-10-10,160.330,161.160,160.330,160.410,2090
QQC-F,Ex:TSE | Src:Google,2024-10-11,159.720,161.070,159.720,160.820,4653
QQC-F,Ex:TSE | Src:Google,2024-10-15,162.420,162.420,159.360,160.080,5572
QQC-F,Ex:TSE | Src:Google,2024-10-16,160.220,160.220,159.050,160.080,4126
QQC-F,Ex:TSE | Src:Google,2024-10-17,161.700,161.700,160.250,160.250,3389
QQC-F,Ex:TSE | Src:Google,2024-10-18,161.000,161.470,160.940,161.090,2045
QQC-F,Ex:TSE | Src:Google,2024-10-21,160.910,161.710,160.230,161.420,5703
QQC-F,Ex:TSE | Src:Google,2024-10-22,160.670,162.000,160.670,161.780,3433
QQC-F,Ex:TSE | Src:Google,2024-10-23,161.190,161.190,158.150,159.250,7188
QQC-F,Ex:TSE | Src:Google,2024-10-24,160.250,160.540,159.750,160.500,7480
QQC-F,Ex:TSE | Src:Google,2024-10-25,161.260,163.010,161.210,161.410,5924
QQC-F,Ex:TSE | Src:Google,2024-10-28,162.000,162.390,161.980,162.000,6404
QQC-F,Ex:TSE | Src:Google,2024-10-29,161.150,163.380,161.000,163.090,9674
QQC-F,Ex:TSE | Src:Google,2024-10-30,163.010,163.040,161.910,161.910,2396
QQC-F,Ex:TSE | Src:Google,2024-10-31,160.620,160.620,157.640,157.660,11232
QQC-F,Ex:TSE | Src:Google,2024-11-01,157.990,159.480,157.990,158.890,3920
QQC-F,Ex:TSE | Src:Google,2024-11-04,158.430,159.350,157.770,158.280,10304
QQC-F,Ex:TSE | Src:Google,2024-11-05,158.680,160.400,158.680,160.120,2949
QQC-F,Ex:TSE | Src:Google,2024-11-06,163.000,164.650,162.840,164.600,9680
QQC-F,Ex:TSE | Src:Google,2024-11-07,165.380,167.190,165.380,167.190,1718
QQC-F,Ex:TSE | Src:Google,2024-11-08,167.130,167.340,167.130,167.300,1462
QQC-F,Ex:TSE | Src:Google,2024-11-11,167.660,167.660,166.830,167.420,4324
QQC-F,Ex:TSE | Src:Google,2024-11-12,167.120,167.500,166.600,167.080,6617
QQC-F,Ex:TSE | Src:Google,2024-11-13,166.700,167.410,166.450,166.550,7218
QQC-F,Ex:TSE | Src:Google,2024-11-14,166.550,166.550,165.500,165.610,7416
QQC-F,Ex:TSE | Src:Google,2024-11-15,163.920,163.920,161.000,161.670,14850
QQC-F,Ex:TSE | Src:Google,2024-11-18,161.780,163.400,161.780,162.760,7668
QQC-F,Ex:TSE | Src:Google,2024-11-19,162.000,163.930,161.990,163.930,13752
QQC-F,Ex:TSE | Src:Google,2024-11-20,163.910,163.910,161.800,163.720,6123
QQC-F,Ex:TSE | Src:Google,2024-11-21,164.430,164.680,162.070,164.440,12596
QQC-F,Ex:TSE | Src:Google,2024-11-22,164.470,164.670,163.970,164.670,7605
QQC-F,Ex:TSE | Src:Google,2024-11-25,166.010,166.010,164.430,164.880,6556
QQC-F,Ex:TSE | Src:Google,2024-11-26,165.270,165.820,165.200,165.790,2974
QQC-F,Ex:TSE | Src:Google,2024-11-27,165.290,165.290,163.650,164.380,7000
QQC-F,Ex:TSE | Src:Google,2024-11-28,165.020,165.020,164.860,164.860,700
QQC-F,Ex:TSE | Src:Google,2024-11-29,164.770,166.030,164.770,165.890,5537
QQC-F,Ex:TSE | Src:Google,2024-12-02,166.440,167.880,166.440,167.770,11284
QQC-F,Ex:TSE | Src:Google,2024-12-03,167.550,168.240,167.550,168.240,1697
QQC-F,Ex:TSE | Src:Google,2024-12-04,169.390,170.190,169.390,170.190,1640
QQC-F,Ex:TSE | Src:Google,2024-12-05,170.140,170.380,169.840,169.840,2795
QQC-F,Ex:TSE | Src:Google,2024-12-06,170.160,171.360,170.160,171.360,8179
QQC-F,Ex:TSE | Src:Google,2024-12-09,171.160,171.160,169.720,170.170,9876
QQC-F,Ex:TSE | Src:Google,2024-12-10,170.400,170.500,169.010,169.370,2524
QQC-F,Ex:TSE | Src:Google,2024-12-11,170.870,172.390,170.870,172.390,1040
QQC-F,Ex:TSE | Src:Google,2024-12-12,171.490,172.130,171.490,171.600,3950
QQC-F,Ex:TSE | Src:Google,2024-12-13,172.710,173.510,171.660,172.670,4966
QQC-F,Ex:TSE | Src:Google,2024-12-16,173.590,175.510,173.590,175.390,4848
QQC-F,Ex:TSE | Src:Google,2024-12-17,174.790,174.950,174.090,174.490,6759
QQC-F,Ex:TSE | Src:Google,2024-12-18,174.410,174.660,167.700,168.120,15079
QQC-F,Ex:TSE | Src:Google,2024-12-19,169.470,169.700,167.300,167.300,21559
QQC-F,Ex:TSE | Src:Google,2024-12-20,166.150,170.420,165.810,168.470,5408
QQC-F,Ex:TSE | Src:Google,2024-12-23,169.350,170.450,168.470,170.420,5847
QQC-F,Ex:TSE | Src:Google,2024-12-24,171.060,172.410,171.060,172.410,2819
QQC-F,Ex:TSE | Src:Google,2024-12-27,171.290,171.430,168.800,170.210,14890
QQC-F,Ex:TSE | Src:Google,2024-12-30,167.600,168.660,166.510,167.820,9598
QQC-F,Ex:TSE | Src:Google,2024-12-31,168.240,169.700,166.030,166.100,11968
QQC-F,Ex:TSE | Src:Google,2025-01-02,167.220,167.880,164.530,165.720,11658
QQC-F,Ex:TSE | Src:Google,2025-01-03,166.730,168.750,166.730,168.380,7195
QQC-F,Ex:TSE | Src:Google,2025-01-06,170.360,171.450,169.890,170.520,10434
QQC-F,Ex:TSE | Src:Google,2025-01-07,170.940,170.940,166.880,167.430,12768
QQC-F,Ex:TSE | Src:Google,2025-01-08,167.380,167.920,166.000,167.380,8088
QQC-F,Ex:TSE | Src:Google,2025-01-09,166.600,168.200,166.600,168.200,3214
QQC-F,Ex:TSE | Src:Google,2025-01-10,165.850,165.950,163.800,164.880,15821
QQC-F,Ex:TSE | Src:Google,2025-01-13,163.030,164.380,162.430,164.320,15939
QQC-F,Ex:TSE | Src:Google,2025-01-14,165.170,165.620,163.180,164.020,9463
QQC-F,Ex:TSE | Src:Google,2025-01-15,166.660,168.190,166.410,167.820,6306
QQC-F,Ex:TSE | Src:Google,2025-01-16,168.670,168.670,166.770,166.770,9400
QQC-F,Ex:TSE | Src:Google,2025-01-17,169.750,169.990,168.830,169.550,17605
QQC-F,Ex:TSE | Src:Google,2025-01-20,169.640,173.130,169.640,173.130,6591
QQC-F,Ex:TSE | Src:Google,2025-01-21,170.470,170.760,169.000,170.540,6200
QQC-F,Ex:TSE | Src:Google,2025-01-22,172.000,173.220,172.000,172.740,6712
QQC-F,Ex:TSE | Src:Google,2025-01-23,171.960,172.770,171.810,172.770,5617
QQC-F,Ex:TSE | Src:Google,2025-01-24,173.240,173.240,171.710,172.080,2246
QQC-F,Ex:TSE | Src:Google,2025-01-27,165.800,167.920,165.800,167.120,25432
QQC-F,Ex:TSE | Src:Google,2025-01-28,167.440,169.780,166.510,169.570,6670
QQC-F,Ex:TSE | Src:Google,2025-01-29,169.550,169.550,168.000,169.070,7045
QQC-F,Ex:TSE | Src:Google,2025-01-30,169.850,170.610,168.990,169.890,8893
QQC-F,Ex:TSE | Src:Google,2025-01-31,171.230,172.260,169.580,169.640,26170
QQC-F,Ex:TSE | Src:Google,2025-02-03,166.550,169.090,165.910,168.370,33623
QQC-F,Ex:TSE | Src:Google,2025-02-04,168.390,170.390,168.390,170.340,19788
QQC-F,Ex:TSE | Src:Google,2025-02-05,169.480,170.840,169.180,170.720,5991
QQC-F,Ex:TSE | Src:Google,2025-02-06,171.250,171.950,171.030,171.950,10700
QQC-F,Ex:TSE | Src:Google,2025-02-07,171.990,172.000,169.650,169.790,22839
QQC-F,Ex:TSE | Src:Google,2025-02-10,171.190,172.000,171.190,171.850,8446
QQC-F,Ex:TSE | Src:Google,2025-02-11,170.840,171.910,170.840,171.300,8178
QQC-F,Ex:TSE | Src:Google,2025-02-12,169.420,171.690,169.420,171.510,15860
QQC-F,Ex:TSE | Src:Google,2025-02-13,171.930,173.890,171.930,173.890,19561
QQC-F,Ex:TSE | Src:Google,2025-02-14,173.950,174.680,173.910,174.510,6348
QQC-F,Ex:TSE | Src:Google,2025-02-18,175.000,175.040,174.130,174.770,7457
QQC-F,Ex:TSE | Src:Google,2025-02-19,174.550,175.200,174.220,174.950,5522
QQC-F,Ex:TSE | Src:Google,2025-02-20,174.760,174.760,173.410,174.020,3568
QQC-F,Ex:TSE | Src:Google,2025-02-21,174.710,174.710,170.610,170.640,16989
QQC-F,Ex:TSE | Src:Google,2025-02-24,171.170,171.170,168.990,169.000,12721
QQC-F,Ex:TSE | Src:Google,2025-02-25,168.510,168.510,165.350,166.540,17147
QQC-F,Ex:TSE | Src:Google,2025-02-26,167.110,168.580,165.940,166.830,25238
QQC-F,Ex:TSE | Src:Google,2025-02-27,167.950,167.950,162.280,162.280,16454
QQC-F,Ex:TSE | Src:Google,2025-02-28,161.830,164.710,161.310,164.710,22819
QQC-F,Ex:TSE | Src:Google,2025-03-03,166.070,166.330,160.290,160.870,38406
QQC-F,Ex:TSE | Src:Google,2025-03-04,160.110,163.290,158.150,160.410,58760
QQC-F,Ex:TSE | Src:Google,2025-03-05,161.000,163.320,159.590,163.040,33957
QQC-F,Ex:TSE | Src:Google,2025-03-06,160.020,161.570,157.900,158.470,35663
QQC-F,Ex:TSE | Src:Google,2025-03-07,157.890,159.800,156.000,159.490,32279
QQC-F,Ex:TSE | Src:Google,2025-03-10,156.930,156.930,152.120,153.190,36083
QQC-F,Ex:TSE | Src:Google,2025-03-11,153.170,155.120,151.520,153.020,29392
QQC-F,Ex:TSE | Src:Google,2025-03-12,155.270,155.700,153.100,154.850,26402
QQC-F,Ex:TSE | Src:Google,2025-03-13,154.250,154.250,151.360,151.550,31317
QQC-F,Ex:TSE | Src:Google,2025-03-14,154.260,155.790,153.900,155.670,6841
QQC-F,Ex:TSE | Src:Google,2025-03-17,155.690,157.270,155.150,156.610,28699
QQC-F,Ex:TSE | Src:Google,2025-03-18,155.710,155.710,153.300,153.940,39958
QQC-F,Ex:TSE | Src:Google,2025-03-19,154.780,157.290,154.430,155.950,17844
QQC-F,Ex:TSE | Src:Google,2025-03-20,154.510,156.600,154.510,155.620,26145
QQC-F,Ex:TSE | Src:Google,2025-03-21,154.510,155.800,153.890,155.800,13539
QQC-F,Ex:TSE | Src:Google,2025-03-24,158.380,159.270,158.380,159.260,7634
QQC-F,Ex:TSE | Src:Google,2025-03-25,159.380,160.150,159.350,160.130,6830
QQC-F,Ex:TSE | Src:Google,2025-03-26,159.920,160.000,156.850,157.300,33740
QQC-F,Ex:TSE | Src:Google,2025-03-27,156.300,157.730,156.000,156.610,10627
QQC-F,Ex:TSE | Src:Google,2025-03-28,155.620,155.650,151.800,152.150,15091
