Symbol,Settings,Date,Open,High,Low,Close,Volume
QQC-F,Ex:TSE | Src:Google,2025-03-31,149.900,152.230,148.480,152.060,13185
QQC-F,Ex:TSE | Src:Google,2025-04-01,151.320,153.340,151.000,153.160,3140
QQC-F,Ex:TSE | Src:Google,2025-04-02,151.180,155.070,151.180,154.310,5017
QQC-F,Ex:TSE | Src:Google,2025-04-03,147.780,148.990,146.150,146.150,38235
QQC-F,Ex:TSE | Src:Google,2025-04-04,142.950,142.950,137.290,137.290,42237
QQC-F,Ex:TSE | Src:Google,2025-04-07,132.840,143.600,130.980,137.100,41648
QQC-F,Ex:TSE | Src:Google,2025-04-08,141.000,143.460,133.000,135.120,57653
QQC-F,Ex:TSE | Src:Google,2025-04-09,134.770,151.400,134.770,151.010,48391
QQC-F,Ex:TSE | Src:Google,2025-04-10,147.240,147.240,140.560,145.090,32665
QQC-F,Ex:TSE | Src:Google,2025-04-11,144.620,147.650,143.300,147.290,23525
QQC-F,Ex:TSE | Src:Google,2025-04-14,150.350,150.350,147.000,148.250,15871
QQC-F,Ex:TSE | Src:Google,2025-04-15,148.750,149.600,147.980,148.460,17485
QQC-F,Ex:TSE | Src:Google,2025-04-16,146.300,146.640,142.150,144.060,30755
QQC-F,Ex:TSE | Src:Google,2025-04-17,146.000,146.000,143.360,144.060,17902
QQC-F,Ex:TSE | Src:Google,2025-04-21,144.060,144.060,139.060,140.270,25395
QQC-F,Ex:TSE | Src:Google,2025-04-22,142.300,144.840,142.150,144.220,11250
QQC-F,Ex:TSE | Src:Google,2025-04-23,148.450,150.000,146.910,147.680,29326
QQC-F,Ex:TSE | Src:Google,2025-04-24,147.960,151.280,147.960,151.280,20513
QQC-F,Ex:TSE | Src:Google,2025-04-25,151.420,153.000,150.750,152.800,13513
QQC-F,Ex:TSE | Src:Google,2025-04-28,153.190,153.450,150.890,152.930,7167
QQC-F,Ex:TSE | Src:Google,2025-04-29,152.340,154.000,152.340,153.830,8181
QQC-F,Ex:TSE | Src:Google,2025-04-30,151.320,154.060,149.900,154.060,9331
QQC-F,Ex:TSE | Src:Google,2025-05-01,156.130,157.360,155.580,155.730,24210
QQC-F,Ex:TSE | Src:Google,2025-05-02,157.420,158.600,157.000,158.200,25520
QQC-F,Ex:TSE | Src:Google,2025-05-05,156.800,158.020,156.800,157.060,10088
QQC-F,Ex:TSE | Src:Google,2025-05-06,155.070,156.600,154.790,155.910,6658
QQC-F,Ex:TSE | Src:Google,2025-05-07,155.960,156.880,154.620,156.370,11683
QQC-F,Ex:TSE | Src:Google,2025-05-08,157.770,159.110,156.800,157.730,5523
QQC-F,Ex:TSE | Src:Google,2025-05-09,158.450,158.840,157.270,157.960,10570
QQC-F,Ex:TSE | Src:Google,2025-05-12,164.090,164.150,162.780,164.150,9219
QQC-F,Ex:TSE | Src:Google,2025-05-13,164.530,167.200,164.530,166.770,6649
QQC-F,Ex:TSE | Src:Google,2025-05-14,167.240,167.750,166.910,167.750,7151
QQC-F,Ex:TSE | Src:Google,2025-05-15,167.350,168.450,167.250,167.570,3506
QQC-F,Ex:TSE | Src:Google,2025-05-16,168.000,168.650,167.650,168.650,6451
QQC-F,Ex:TSE | Src:Google,2025-05-20,168.030,168.280,167.000,168.100,3973
QQC-F,Ex:TSE | Src:Google,2025-05-21,167.830,168.830,166.000,166.000,5120
QQC-F,Ex:TSE | Src:Google,2025-05-22,166.050,167.010,165.980,166.270,4014
QQC-F,Ex:TSE | Src:Google,2025-05-23,163.610,165.000,163.610,164.400,5883
QQC-F,Ex:TSE | Src:Google,2025-05-26,166.710,167.540,166.570,167.540,3471
QQC-F,Ex:TSE | Src:Google,2025-05-27,169.050,169.050,166.290,168.490,3501
QQC-F,Ex:TSE | Src:Google,2025-05-28,168.710,168.710,167.510,167.510,5140
QQC-F,Ex:TSE | Src:Google,2025-05-29,170.000,170.000,167.410,168.170,4112
QQC-F,Ex:TSE | Src:Google,2025-05-30,167.820,167.840,165.390,167.200,5337
QQC-F,Ex:TSE | Src:Google,2025-06-02,168.170,168.820,166.740,168.690,6488
QQC-F,Ex:TSE | Src:Google,2025-06-03,168.930,170.400,168.930,170.000,4308
QQC-F,Ex:TSE | Src:Google,2025-06-04,170.400,170.830,169.870,170.640,1895
QQC-F,Ex:TSE | Src:Google,2025-06-05,170.920,171.480,168.740,169.350,5490
QQC-F,Ex:TSE | Src:Google,2025-06-06,171.060,171.350,170.460,171.030,3514
QQC-F,Ex:TSE | Src:Google,2025-06-09,171.110,171.600,170.870,171.330,3967
QQC-F,Ex:TSE | Src:Google,2025-06-10,171.470,172.280,170.830,172.050,4865
QQC-F,Ex:TSE | Src:Google,2025-06-11,172.860,173.000,171.310,171.670,3446
QQC-F,Ex:TSE | Src:Google,2025-06-12,171.360,172.150,171.360,172.000,4222
QQC-F,Ex:TSE | Src:Google,2025-06-13,170.050,171.370,169.620,169.680,8969
QQC-F,Ex:TSE | Src:Google,2025-06-16,170.940,172.420,170.940,172.000,4518
QQC-F,Ex:TSE | Src:Google,2025-06-17,171.910,171.910,170.600,170.600,4844
QQC-F,Ex:TSE | Src:Google,2025-06-18,171.000,171.480,170.150,170.520,4262
QQC-F,Ex:TSE | Src:Google,2025-06-19,168.470,170.840,168.470,170.400,2882
QQC-F,Ex:TSE | Src:Google,2025-06-20,171.160,171.160,169.470,169.650,2151
QQC-F,Ex:TSE | Src:Google,2025-06-23,170.200,171.500,169.360,171.500,6373
QQC-F,Ex:TSE | Src:Google,2025-06-24,174.090,174.090,174.090,174.090,8084
QQC-F,Ex:TSE | Src:Google,2025-06-25,174.550,174.550,174.550,174.550,3593
QQC-F,Ex:TSE | Src:Google,2025-06-26,175.150,176.190,174.870,176.080,5054
QQC-F,Ex:TSE | Src:Google,2025-06-27,177.460,177.460,175.450,176.470,7365
QQC-F,Ex:TSE | Src:Google,2025-06-30,177.650,177.720,177.000,177.720,9468
QQC-F,Ex:TSE | Src:Google,2025-07-02,176.060,177.470,176.060,177.470,22193
QQC-F,Ex:TSE | Src:Google,2025-07-03,177.970,179.160,177.970,179.070,5193
QQC-F,Ex:TSE | Src:Google,2025-07-04,178.020,178.850,177.180,177.410,5425
QQC-F,Ex:TSE | Src:Google,2025-07-07,178.020,178.150,177.060,177.590,7029
QQC-F,Ex:TSE | Src:Google,2025-07-08,178.070,178.140,177.690,178.020,4740
QQC-F,Ex:TSE | Src:Google,2025-07-09,178.480,178.980,178.240,178.980,4912
QQC-F,Ex:TSE | Src:Google,2025-07-10,179.340,179.340,178.050,178.770,2942
QQC-F,Ex:TSE | Src:Google,2025-07-11,178.270,178.760,177.830,178.530,5064
QQC-F,Ex:TSE | Src:Google,2025-07-14,178.390,179.070,178.110,178.770,2715
QQC-F,Ex:TSE | Src:Google,2025-07-15,180.400,180.400,179.400,179.420,4454
QQC-F,Ex:TSE | Src:Google,2025-07-16,179.540,179.540,177.610,179.400,7680
QQC-F,Ex:TSE | Src:Google,2025-07-17,179.660,180.910,179.630,180.740,4106
QQC-F,Ex:TSE | Src:Google,2025-07-18,181.000,181.140,180.220,180.500,6733
QQC-F,Ex:TSE | Src:Google,2025-07-21,180.700,182.050,180.700,181.490,5151
QQC-F,Ex:TSE | Src:Google,2025-07-22,181.660,181.660,179.920,180.660,9139
QQC-F,Ex:TSE | Src:Google,2025-07-23,180.990,181.130,180.260,181.110,3686
QQC-F,Ex:TSE | Src:Google,2025-07-24,181.780,182.070,181.440,181.860,3153
QQC-F,Ex:TSE | Src:Google,2025-07-25,181.720,182.500,181.500,182.360,6822
QQC-F,Ex:TSE | Src:Google,2025-07-28,182.450,182.980,182.450,182.850,7647
QQC-F,Ex:TSE | Src:Google,2025-07-29,183.700,183.700,182.420,182.420,5930
QQC-F,Ex:TSE | Src:Google,2025-07-30,182.780,183.490,182.040,182.540,4332
QQC-F,Ex:TSE | Src:Google,2025-07-31,184.230,184.400,181.460,182.020,9624
QQC-F,Ex:TSE | Src:Google,2025-08-01,179.510,179.750,177.520,178.340,17312
QQC-F,Ex:TSE | Src:Google,2025-08-05,181.650,182.160,180.110,180.420,8082
QQC-F,Ex:TSE | Src:Google,2025-08-06,180.490,182.470,180.400,182.330,5158
QQC-F,Ex:TSE | Src:Google,2025-08-07,183.600,183.990,181.860,182.670,8983
QQC-F,Ex:TSE | Src:Google,2025-08-08,183.700,184.670,183.700,184.600,5861
QQC-F,Ex:TSE | Src:Google,2025-08-11,184.820,185.340,183.850,183.870,5177
QQC-F,Ex:TSE | Src:Google,2025-08-12,184.700,186.460,184.580,186.400,10700
QQC-F,Ex:TSE | Src:Google,2025-08-13,187.390,187.430,186.310,186.690,7146
QQC-F,Ex:TSE | Src:Google,2025-08-14,185.860,186.680,185.860,186.420,4456
QQC-F,Ex:TSE | Src:Google,2025-08-15,186.420,186.420,185.110,185.450,2995
QQC-F,Ex:TSE | Src:Google,2025-08-18,185.060,185.640,184.880,185.460,3543
QQC-F,Ex:TSE | Src:Google,2025-08-19,185.300,185.300,182.610,183.110,5529
QQC-F,Ex:TSE | Src:Google,2025-08-20,182.580,182.580,179.880,181.970,9596
QQC-F,Ex:TSE | Src:Google,2025-08-21,181.380,181.880,180.200,180.970,5830
QQC-F,Ex:TSE | Src:Google,2025-08-22,181.450,184.260,181.080,183.780,9865
QQC-F,Ex:TSE | Src:Google,2025-08-25,183.330,184.050,182.930,183.410,2521
QQC-F,Ex:TSE | Src:Google,2025-08-26,183.120,183.970,183.120,183.970,3657
QQC-F,Ex:TSE | Src:Google,2025-08-27,183.600,184.360,183.560,184.280,7154
QQC-F,Ex:TSE | Src:Google,2025-08-28,184.440,185.500,184.040,185.500,4842
QQC-F,Ex:TSE | Src:Google,2025-08-29,184.330,184.330,182.780,183.220,5434
QQC-F,Ex:TSE | Src:Google,2025-09-02,180.330,181.600,179.740,181.600,7816
QQC-F,Ex:TSE | Src:Google,2025-09-03,182.830,183.110,182.070,183.110,5387
QQC-F,Ex:TSE | Src:Google,2025-09-04,183.050,184.580,183.050,184.580,14563
QQC-F,Ex:TSE | Src:Google,2025-09-05,186.190,186.190,183.770,184.680,3401
QQC-F,Ex:TSE | Src:Google,2025-09-08,185.500,186.280,185.440,185.600,5002
QQC-F,Ex:TSE | Src:Google,2025-09-09,186.160,186.190,185.250,186.340,2652
QQC-F,Ex:TSE | Src:Google,2025-09-10,187.210,187.210,185.840,186.600,5914
QQC-F,Ex:TSE | Src:Google,2025-09-11,187.160,187.640,187.140,187.600,5943
QQC-F,Ex:TSE | Src:Google,2025-09-12,187.710,188.510,187.580,188.510,2645
QQC-F,Ex:TSE | Src:Google,2025-09-15,188.830,190.040,188.830,190.040,4319
QQC-F,Ex:TSE | Src:Google,2025-09-16,189.970,190.090,189.560,189.810,7194
QQC-F,Ex:TSE | Src:Google,2025-09-17,189.750,189.750,187.650,189.410,15791
QQC-F,Ex:TSE | Src:Google,2025-09-18,190.290,191.700,190.290,191.100,7813
QQC-F,Ex:TSE | Src:Google,2025-09-19,191.630,192.390,191.270,192.390,9435
QQC-F,Ex:TSE | Src:Google,2025-09-22,192.050,193.700,192.050,193.700,9454
QQC-F,Ex:TSE | Src:Google,2025-09-23,193.560,193.560,191.780,192.470,11955
QQC-F,Ex:TSE | Src:Google,2025-09-24,192.470,192.470,190.960,191.400,4290
QQC-F,Ex:TSE | Src:Google,2025-09-25,190.180,190.970,188.980,190.560,7273
QQC-F,Ex:TSE | Src:Google,2025-09-26,190.710,191.470,190.180,191.470,14649
