Symbol,Settings,Date,Open,High,Low,Close,Volume
VFV,Ex:TSE | Src:Google,2021-12-30,109.100,109.100,107.920,108.010,136594
VFV,Ex:TSE | Src:Google,2021-12-31,107.720,107.720,106.840,106.840,148887
VFV,Ex:TSE | Src:Google,2022-01-04,108.460,108.560,107.580,108.090,239232
VFV,Ex:TSE | Src:Google,2022-01-05,108.270,108.270,106.400,106.400,252024
VFV,Ex:TSE | Src:Google,2022-01-06,106.590,106.590,105.860,106.000,279289
VFV,Ex:TSE | Src:Google,2022-01-07,105.900,105.930,104.770,104.840,253966
VFV,Ex:TSE | Src:Google,2022-01-10,104.490,105.000,103.090,104.990,384245
VFV,Ex:TSE | Src:Google,2022-01-11,104.720,105.150,103.870,105.150,264690
VFV,Ex:TSE | Src:Google,2022-01-12,105.150,105.360,104.440,104.750,197257
VFV,Ex:TSE | Src:Google,2022-01-13,104.700,104.820,103.250,103.360,262717
VFV,Ex:TSE | Src:Google,2022-01-14,102.990,103.860,102.770,103.810,248770
VFV,Ex:TSE | Src:Google,2022-01-17,104.000,104.210,103.700,103.980,95520
VFV,Ex:TSE | Src:Google,2022-01-18,103.000,103.010,101.480,101.650,433379
VFV,Ex:TSE | Src:Google,2022-01-19,101.820,102.150,100.480,100.530,299937
VFV,Ex:TSE | Src:Google,2022-01-20,100.650,101.690,99.380,99.550,292460
VFV,Ex:TSE | Src:Google,2022-01-21,99.240,99.860,98.070,98.260,512220
VFV,Ex:TSE | Src:Google,2022-01-24,97.150,99.000,95.060,98.910,998305
VFV,Ex:TSE | Src:Google,2022-01-25,97.400,98.560,96.330,97.540,436703
VFV,Ex:TSE | Src:Google,2022-01-26,98.930,99.470,96.860,97.900,494616
VFV,Ex:TSE | Src:Google,2022-01-27,98.650,99.550,97.440,97.960,257814
VFV,Ex:TSE | Src:Google,2022-01-28,98.240,100.440,97.220,100.440,242696
VFV,Ex:TSE | Src:Google,2022-01-31,100.150,101.850,99.860,101.840,287973
VFV,Ex:TSE | Src:Google,2022-02-01,101.890,102.380,101.240,102.350,257481
VFV,Ex:TSE | Src:Google,2022-02-02,102.930,103.250,102.400,103.100,192730
VFV,Ex:TSE | Src:Google,2022-02-03,101.770,102.170,100.700,100.790,222059
VFV,Ex:TSE | Src:Google,2022-02-04,101.450,102.660,101.000,101.980,142272
VFV,Ex:TSE | Src:Google,2022-02-07,101.700,101.830,100.600,100.820,233481
VFV,Ex:TSE | Src:Google,2022-02-08,101.030,102.120,100.810,101.930,111300
VFV,Ex:TSE | Src:Google,2022-02-09,102.850,103.250,102.740,103.090,164050
VFV,Ex:TSE | Src:Google,2022-02-10,102.000,103.000,101.310,101.720,276033
VFV,Ex:TSE | Src:Google,2022-02-11,101.710,101.940,99.570,99.920,302785
VFV,Ex:TSE | Src:Google,2022-02-14,99.850,100.000,98.830,99.450,203021
VFV,Ex:TSE | Src:Google,2022-02-15,100.440,101.240,100.440,101.080,162013
VFV,Ex:TSE | Src:Google,2022-02-16,100.350,101.100,99.840,100.800,458675
VFV,Ex:TSE | Src:Google,2022-02-17,100.050,100.260,98.660,98.800,190432
VFV,Ex:TSE | Src:Google,2022-02-18,98.870,99.130,98.000,98.540,333605
VFV,Ex:TSE | Src:Google,2022-02-22,97.900,98.660,96.880,97.590,249062
VFV,Ex:TSE | Src:Google,2022-02-23,97.610,98.240,95.580,95.600,336862
VFV,Ex:TSE | Src:Google,2022-02-24,93.600,97.630,93.600,97.570,373979
VFV,Ex:TSE | Src:Google,2022-02-25,97.790,99.230,97.420,98.930,302718
VFV,Ex:TSE | Src:Google,2022-02-28,98.140,98.740,97.400,98.450,431537
VFV,Ex:TSE | Src:Google,2022-03-01,98.190,98.460,96.950,97.470,271717
VFV,Ex:TSE | Src:Google,2022-03-02,97.620,98.880,97.500,98.450,213475
VFV,Ex:TSE | Src:Google,2022-03-03,98.890,99.210,97.980,98.260,210173
VFV,Ex:TSE | Src:Google,2022-03-04,98.220,98.320,97.250,97.910,165598
VFV,Ex:TSE | Src:Google,2022-03-07,97.900,97.990,95.620,95.630,269854
VFV,Ex:TSE | Src:Google,2022-03-08,95.830,97.750,95.010,95.580,265587
VFV,Ex:TSE | Src:Google,2022-03-09,96.630,97.850,96.500,97.310,181656
VFV,Ex:TSE | Src:Google,2022-03-10,96.390,96.850,95.710,96.710,205916
VFV,Ex:TSE | Src:Google,2022-03-11,97.000,97.000,95.160,95.160,194682
VFV,Ex:TSE | Src:Google,2022-03-14,95.510,96.250,94.800,95.120,235868
VFV,Ex:TSE | Src:Google,2022-03-15,95.300,96.900,95.300,96.800,202114
VFV,Ex:TSE | Src:Google,2022-03-16,97.390,98.350,96.520,98.350,293035
VFV,Ex:TSE | Src:Google,2022-03-17,97.880,98.960,97.710,98.950,208329
VFV,Ex:TSE | Src:Google,2022-03-18,98.690,100.000,98.570,99.990,198616
VFV,Ex:TSE | Src:Google,2022-03-21,100.090,100.340,99.200,99.860,187423
VFV,Ex:TSE | Src:Google,2022-03-22,100.130,101.190,100.130,100.840,123143
VFV,Ex:TSE | Src:Google,2022-03-23,100.530,100.530,99.590,99.590,103401
VFV,Ex:TSE | Src:Google,2022-03-24,100.190,100.430,99.390,100.430,110744
VFV,Ex:TSE | Src:Google,2022-03-25,100.690,100.850,99.830,100.440,80873
VFV,Ex:TSE | Src:Google,2022-03-28,100.700,101.580,100.610,101.460,136461
VFV,Ex:TSE | Src:Google,2022-03-29,102.400,102.680,101.860,102.650,148181
VFV,Ex:TSE | Src:Google,2022-03-30,102.000,102.280,101.440,101.760,113997
VFV,Ex:TSE | Src:Google,2022-03-31,102.040,102.080,100.500,100.500,117441
VFV,Ex:TSE | Src:Google,2022-04-01,100.790,100.970,100.140,100.900,172167
VFV,Ex:TSE | Src:Google,2022-04-04,100.770,101.530,100.500,101.530,106598
VFV,Ex:TSE | Src:Google,2022-04-05,100.790,101.050,100.080,100.300,122888
VFV,Ex:TSE | Src:Google,2022-04-06,99.530,100.000,98.970,99.620,300617
VFV,Ex:TSE | Src:Google,2022-04-07,99.770,100.890,99.510,100.450,156830
VFV,Ex:TSE | Src:Google,2022-04-08,100.700,100.890,99.990,99.990,112097
VFV,Ex:TSE | Src:Google,2022-04-11,99.650,99.840,98.820,98.940,179925
VFV,Ex:TSE | Src:Google,2022-04-12,99.420,100.000,98.280,98.610,157746
VFV,Ex:TSE | Src:Google,2022-04-13,98.940,99.330,98.690,99.100,123242
VFV,Ex:TSE | Src:Google,2022-04-14,99.360,99.520,98.300,98.300,95810
VFV,Ex:TSE | Src:Google,2022-04-18,98.240,98.690,97.900,98.320,103727
VFV,Ex:TSE | Src:Google,2022-04-19,98.440,100.110,98.440,99.950,104021
VFV,Ex:TSE | Src:Google,2022-04-20,99.470,99.610,98.750,98.890,154406
VFV,Ex:TSE | Src:Google,2022-04-21,99.570,99.960,98.000,98.130,148896
VFV,Ex:TSE | Src:Google,2022-04-22,98.630,98.690,96.350,96.420,331570
VFV,Ex:TSE | Src:Google,2022-04-25,96.180,97.080,95.250,97.080,248060
VFV,Ex:TSE | Src:Google,2022-04-26,96.950,97.000,94.950,94.950,250798
VFV,Ex:TSE | Src:Google,2022-04-27,95.390,96.330,94.890,95.150,195980
VFV,Ex:TSE | Src:Google,2022-04-28,96.560,97.870,95.600,97.400,170796
VFV,Ex:TSE | Src:Google,2022-04-29,96.000,96.490,94.060,94.100,253740
VFV,Ex:TSE | Src:Google,2022-05-02,94.590,95.280,93.100,95.000,252386
VFV,Ex:TSE | Src:Google,2022-05-03,95.010,95.710,94.610,95.120,160033
VFV,Ex:TSE | Src:Google,2022-05-04,95.150,97.390,94.500,97.190,185518
VFV,Ex:TSE | Src:Google,2022-05-05,96.380,96.430,93.660,94.590,253484
VFV,Ex:TSE | Src:Google,2022-05-06,94.190,94.940,93.100,94.310,251969
VFV,Ex:TSE | Src:Google,2022-05-09,93.290,93.410,91.830,92.220,296259
VFV,Ex:TSE | Src:Google,2022-05-10,93.360,93.640,91.700,92.550,234847
VFV,Ex:TSE | Src:Google,2022-05-11,92.040,92.930,90.720,90.760,207723
VFV,Ex:TSE | Src:Google,2022-05-12,90.340,91.500,89.670,91.050,213901
VFV,Ex:TSE | Src:Google,2022-05-13,92.090,92.690,91.590,92.350,152053
VFV,Ex:TSE | Src:Google,2022-05-16,92.080,92.360,91.370,91.490,139822
VFV,Ex:TSE | Src:Google,2022-05-17,92.710,93.210,92.140,93.070,110914
VFV,Ex:TSE | Src:Google,2022-05-18,92.200,92.200,89.570,89.880,159705
VFV,Ex:TSE | Src:Google,2022-05-19,88.610,89.550,88.240,88.880,114703
VFV,Ex:TSE | Src:Google,2022-05-20,89.570,89.610,87.090,89.030,187076
VFV,Ex:TSE | Src:Google,2022-05-24,89.410,90.000,88.620,89.670,90653
VFV,Ex:TSE | Src:Google,2022-05-25,89.800,91.000,89.650,90.630,82075
VFV,Ex:TSE | Src:Google,2022-05-26,91.000,92.520,91.000,92.170,89629
VFV,Ex:TSE | Src:Google,2022-05-27,92.680,94.000,92.520,94.000,92406
VFV,Ex:TSE | Src:Google,2022-05-30,94.450,94.870,94.000,94.680,110324
VFV,Ex:TSE | Src:Google,2022-05-31,93.880,93.880,92.330,92.950,214650
VFV,Ex:TSE | Src:Google,2022-06-01,93.330,93.450,91.690,92.340,136265
VFV,Ex:TSE | Src:Google,2022-06-02,92.190,93.430,91.510,93.400,116807
VFV,Ex:TSE | Src:Google,2022-06-03,92.530,92.530,91.750,92.000,99144
VFV,Ex:TSE | Src:Google,2022-06-06,92.530,93.010,91.920,92.240,71774
VFV,Ex:TSE | Src:Google,2022-06-07,91.500,92.770,91.390,92.690,60541
VFV,Ex:TSE | Src:Google,2022-06-08,92.370,92.600,91.800,91.820,73049
VFV,Ex:TSE | Src:Google,2022-06-09,91.650,92.540,90.730,90.760,88766
VFV,Ex:TSE | Src:Google,2022-06-10,89.910,89.970,88.640,88.640,163342
VFV,Ex:TSE | Src:Google,2022-06-13,87.290,87.290,85.640,86.060,189487
VFV,Ex:TSE | Src:Google,2022-06-14,86.750,86.750,85.580,86.150,98980
VFV,Ex:TSE | Src:Google,2022-06-15,87.380,87.880,86.100,86.920,126194
VFV,Ex:TSE | Src:Google,2022-06-16,85.260,85.280,83.770,84.420,203240
VFV,Ex:TSE | Src:Google,2022-06-17,85.060,86.040,84.650,85.250,100605
VFV,Ex:TSE | Src:Google,2022-06-20,85.500,86.010,85.500,85.840,53268
VFV,Ex:TSE | Src:Google,2022-06-21,86.080,86.870,86.000,86.500,97430
VFV,Ex:TSE | Src:Google,2022-06-22,85.700,87.380,85.690,86.780,85419
VFV,Ex:TSE | Src:Google,2022-06-23,87.200,87.860,86.710,87.770,107064
VFV,Ex:TSE | Src:Google,2022-06-24,88.260,89.800,88.260,89.800,88772
VFV,Ex:TSE | Src:Google,2022-06-27,90.070,90.220,89.220,89.350,87877
VFV,Ex:TSE | Src:Google,2022-06-28,89.670,90.100,87.570,87.650,85750
VFV,Ex:TSE | Src:Google,2022-06-29,87.310,87.530,86.800,87.350,96219
VFV,Ex:TSE | Src:Google,2022-06-30,86.310,87.140,85.560,86.540,99363
VFV,Ex:TSE | Src:Google,2022-07-04,87.090,87.500,86.910,87.250,48689
VFV,Ex:TSE | Src:Google,2022-07-05,87.060,88.540,86.500,88.470,68669
VFV,Ex:TSE | Src:Google,2022-07-06,88.730,89.420,88.330,88.910,58183
VFV,Ex:TSE | Src:Google,2022-07-07,89.260,90.000,89.240,89.870,86512
VFV,Ex:TSE | Src:Google,2022-07-08,89.500,89.980,89.240,89.620,60681
VFV,Ex:TSE | Src:Google,2022-07-11,89.700,89.750,88.800,88.880,66882
VFV,Ex:TSE | Src:Google,2022-07-12,88.970,89.440,87.940,88.210,52920
VFV,Ex:TSE | Src:Google,2022-07-13,87.310,88.000,86.840,87.500,102943
VFV,Ex:TSE | Src:Google,2022-07-14,87.300,88.290,87.080,88.150,55261
VFV,Ex:TSE | Src:Google,2022-07-15,88.880,89.250,88.560,89.250,46145
VFV,Ex:TSE | Src:Google,2022-07-18,89.840,89.840,88.000,88.260,92928
VFV,Ex:TSE | Src:Google,2022-07-19,88.970,90.000,88.720,89.930,52209
VFV,Ex:TSE | Src:Google,2022-07-20,90.030,90.790,89.780,90.510,79963
VFV,Ex:TSE | Src:Google,2022-07-21,90.630,91.350,90.230,91.350,72849
VFV,Ex:TSE | Src:Google,2022-07-22,91.360,91.360,90.300,90.790,72533
VFV,Ex:TSE | Src:Google,2022-07-25,90.770,90.770,89.970,90.400,56461
VFV,Ex:TSE | Src:Google,2022-07-26,90.250,90.260,89.560,89.730,81062
VFV,Ex:TSE | Src:Google,2022-07-27,90.370,91.880,90.370,91.560,73982
VFV,Ex:TSE | Src:Google,2022-07-28,91.700,92.800,91.150,92.650,156550
VFV,Ex:TSE | Src:Google,2022-07-29,93.250,94.140,93.000,93.740,106044
VFV,Ex:TSE | Src:Google,2022-08-02,93.660,94.350,93.340,93.530,246423
VFV,Ex:TSE | Src:Google,2022-08-03,94.270,94.990,93.820,94.750,87420
VFV,Ex:TSE | Src:Google,2022-08-04,94.880,95.000,94.480,94.800,111806
VFV,Ex:TSE | Src:Google,2022-08-05,94.700,95.300,94.570,95.170,89104
VFV,Ex:TSE | Src:Google,2022-08-08,95.100,95.500,94.350,94.560,200825
VFV,Ex:TSE | Src:Google,2022-08-09,94.440,94.470,94.130,94.280,66361
VFV,Ex:TSE | Src:Google,2022-08-10,96.000,96.000,94.980,95.500,61312
VFV,Ex:TSE | Src:Google,2022-08-11,96.060,96.280,95.300,95.430,77362
VFV,Ex:TSE | Src:Google,2022-08-12,96.100,97.060,95.920,97.060,118128
VFV,Ex:TSE | Src:Google,2022-08-15,97.610,98.610,97.610,98.540,141995
VFV,Ex:TSE | Src:Google,2022-08-16,98.190,98.680,97.810,98.280,84206
VFV,Ex:TSE | Src:Google,2022-08-17,97.950,98.440,97.770,98.020,85013
VFV,Ex:TSE | Src:Google,2022-08-18,98.090,98.660,97.890,98.480,80922
VFV,Ex:TSE | Src:Google,2022-08-19,98.250,98.260,97.480,97.650,79096
VFV,Ex:TSE | Src:Google,2022-08-22,96.530,96.650,95.830,95.940,104424
VFV,Ex:TSE | Src:Google,2022-08-23,95.780,95.820,94.980,95.090,91450
VFV,Ex:TSE | Src:Google,2022-08-24,95.350,95.810,95.330,95.470,124184
VFV,Ex:TSE | Src:Google,2022-08-25,95.750,96.600,95.520,96.600,103722
VFV,Ex:TSE | Src:Google,2022-08-26,96.500,96.520,94.070,94.070,123903
VFV,Ex:TSE | Src:Google,2022-08-29,93.310,93.860,93.010,93.200,93767
VFV,Ex:TSE | Src:Google,2022-08-30,93.630,93.650,92.400,92.850,74722
VFV,Ex:TSE | Src:Google,2022-08-31,93.400,93.590,92.340,92.380,79241
VFV,Ex:TSE | Src:Google,2022-09-01,91.820,92.750,91.500,92.750,128417
VFV,Ex:TSE | Src:Google,2022-09-02,93.400,93.560,91.370,91.730,105122
VFV,Ex:TSE | Src:Google,2022-09-06,91.880,92.000,90.970,91.460,100033
VFV,Ex:TSE | Src:Google,2022-09-07,91.770,93.080,91.650,92.780,76122
VFV,Ex:TSE | Src:Google,2022-09-08,92.530,93.550,92.320,93.260,105769
VFV,Ex:TSE | Src:Google,2022-09-09,93.560,94.470,93.510,94.240,75629
VFV,Ex:TSE | Src:Google,2022-09-12,94.520,95.030,94.450,95.000,89429
VFV,Ex:TSE | Src:Google,2022-09-13,93.570,93.680,91.930,92.100,139748
VFV,Ex:TSE | Src:Google,2022-09-14,92.500,92.650,91.860,92.540,94123
VFV,Ex:TSE | Src:Google,2022-09-15,92.350,92.750,91.670,91.910,70743
VFV,Ex:TSE | Src:Google,2022-09-16,91.300,91.580,90.740,91.520,89450
VFV,Ex:TSE | Src:Google,2022-09-19,91.130,91.980,91.110,91.920,71065
VFV,Ex:TSE | Src:Google,2022-09-20,91.800,91.990,91.100,91.700,63160
VFV,Ex:TSE | Src:Google,2022-09-21,92.330,92.960,90.780,90.780,103439
VFV,Ex:TSE | Src:Google,2022-09-22,90.660,90.910,90.090,90.360,86009
VFV,Ex:TSE | Src:Google,2022-09-23,89.730,89.750,88.370,89.440,185692
VFV,Ex:TSE | Src:Google,2022-09-26,89.430,90.290,89.350,89.360,100101
VFV,Ex:TSE | Src:Google,2022-09-27,90.280,90.500,88.660,89.140,126749
VFV,Ex:TSE | Src:Google,2022-09-28,88.810,90.230,88.440,89.820,146916
VFV,Ex:TSE | Src:Google,2022-09-29,89.230,89.250,87.850,88.490,133705
VFV,Ex:TSE | Src:Google,2022-09-30,88.520,89.300,87.800,87.920,116342
VFV,Ex:TSE | Src:Google,2022-10-03,88.000,89.390,87.630,88.880,107357
VFV,Ex:TSE | Src:Google,2022-10-04,90.460,91.450,90.300,90.850,158805
VFV,Ex:TSE | Src:Google,2022-10-05,90.650,91.710,90.380,91.300,75251
VFV,Ex:TSE | Src:Google,2022-10-06,91.520,92.170,91.230,91.290,131610
VFV,Ex:TSE | Src:Google,2022-10-07,90.150,90.150,88.310,88.740,142081
VFV,Ex:TSE | Src:Google,2022-10-11,88.000,88.580,87.500,87.810,150369
VFV,Ex:TSE | Src:Google,2022-10-12,88.030,88.210,87.640,87.770,76410
VFV,Ex:TSE | Src:Google,2022-10-13,86.570,89.780,86.500,89.560,169762
VFV,Ex:TSE | Src:Google,2022-10-14,90.100,90.630,88.250,88.410,134795
VFV,Ex:TSE | Src:Google,2022-10-17,89.190,89.800,89.150,89.550,79477
VFV,Ex:TSE | Src:Google,2022-10-18,91.500,91.540,90.280,90.630,209988
VFV,Ex:TSE | Src:Google,2022-10-19,90.400,91.020,89.800,90.250,97921
VFV,Ex:TSE | Src:Google,2022-10-20,89.920,90.530,89.440,89.600,106880
VFV,Ex:TSE | Src:Google,2022-10-21,89.810,90.930,89.210,90.820,175719
VFV,Ex:TSE | Src:Google,2022-10-24,91.500,92.710,91.440,92.420,186121
VFV,Ex:TSE | Src:Google,2022-10-25,92.140,93.260,92.140,93.120,98568
VFV,Ex:TSE | Src:Google,2022-10-26,92.220,93.480,92.090,92.140,155172
VFV,Ex:TSE | Src:Google,2022-10-27,92.450,92.620,91.570,91.650,72775
VFV,Ex:TSE | Src:Google,2022-10-28,92.180,94.250,92.140,94.200,162774
VFV,Ex:TSE | Src:Google,2022-10-31,94.000,94.300,93.620,93.650,71789
VFV,Ex:TSE | Src:Google,2022-11-01,94.110,94.190,93.170,93.280,62220
VFV,Ex:TSE | Src:Google,2022-11-02,93.000,93.690,91.450,91.450,120273
VFV,Ex:TSE | Src:Google,2022-11-03,91.150,91.400,90.550,90.740,80642
VFV,Ex:TSE | Src:Google,2022-11-04,90.740,90.820,89.020,90.250,151518
VFV,Ex:TSE | Src:Google,2022-11-07,90.770,91.280,90.310,91.210,100429
VFV,Ex:TSE | Src:Google,2022-11-08,91.490,91.770,90.590,91.310,164009
VFV,Ex:TSE | Src:Google,2022-11-09,90.970,91.030,90.030,90.100,156677
VFV,Ex:TSE | Src:Google,2022-11-10,92.460,93.660,91.920,93.660,185180
VFV,Ex:TSE | Src:Google,2022-11-11,93.480,94.160,93.200,93.980,154596
VFV,Ex:TSE | Src:Google,2022-11-14,93.770,94.600,93.560,93.590,108790
VFV,Ex:TSE | Src:Google,2022-11-15,94.970,95.270,93.520,94.200,213508
VFV,Ex:TSE | Src:Google,2022-11-16,93.750,94.190,93.650,93.770,143670
VFV,Ex:TSE | Src:Google,2022-11-17,93.030,93.620,92.790,93.500,106451
VFV,Ex:TSE | Src:Google,2022-11-18,94.740,94.740,93.830,94.350,84929
VFV,Ex:TSE | Src:Google,2022-11-21,94.400,94.750,94.300,94.480,67921
VFV,Ex:TSE | Src:Google,2022-11-22,94.680,95.210,94.340,95.200,97058
VFV,Ex:TSE | Src:Google,2022-11-23,95.340,95.910,95.290,95.600,108305
VFV,Ex:TSE | Src:Google,2022-11-24,95.940,96.000,95.740,96.000,48174
VFV,Ex:TSE | Src:Google,2022-11-25,95.800,96.070,95.650,96.070,190124
VFV,Ex:TSE | Src:Google,2022-11-28,95.670,95.920,94.890,95.170,106257
VFV,Ex:TSE | Src:Google,2022-11-29,95.570,95.800,95.280,95.590,114958
VFV,Ex:TSE | Src:Google,2022-11-30,95.150,97.530,94.770,97.530,218760
VFV,Ex:TSE | Src:Google,2022-12-01,97.700,97.910,97.050,97.420,83795
VFV,Ex:TSE | Src:Google,2022-12-02,96.330,97.620,96.330,97.560,186916
VFV,Ex:TSE | Src:Google,2022-12-05,96.670,97.200,96.380,96.730,117351
VFV,Ex:TSE | Src:Google,2022-12-06,96.880,97.020,95.250,95.710,112971
VFV,Ex:TSE | Src:Google,2022-12-07,95.510,95.830,94.850,95.530,135706
VFV,Ex:TSE | Src:Google,2022-12-08,95.530,95.930,95.250,95.780,103436
VFV,Ex:TSE | Src:Google,2022-12-09,95.920,96.360,95.480,95.480,120885
VFV,Ex:TSE | Src:Google,2022-12-12,95.890,96.690,95.700,96.680,83516
VFV,Ex:TSE | Src:Google,2022-12-13,98.840,98.840,96.260,97.010,207157
VFV,Ex:TSE | Src:Google,2022-12-14,97.010,97.700,95.980,96.410,115410
VFV,Ex:TSE | Src:Google,2022-12-15,95.530,95.660,94.350,94.860,186606
VFV,Ex:TSE | Src:Google,2022-12-16,94.250,94.390,93.350,93.900,169405
VFV,Ex:TSE | Src:Google,2022-12-19,93.470,93.640,92.410,92.800,89299
VFV,Ex:TSE | Src:Google,2022-12-20,92.500,92.900,92.090,92.560,139564
VFV,Ex:TSE | Src:Google,2022-12-21,93.460,94.220,93.150,93.810,72613
VFV,Ex:TSE | Src:Google,2022-12-22,93.250,93.560,91.610,92.790,92758
VFV,Ex:TSE | Src:Google,2022-12-23,92.530,93.000,92.130,92.940,100372
VFV,Ex:TSE | Src:Google,2022-12-28,92.070,92.450,91.500,91.620,107663
VFV,Ex:TSE | Src:Google,2022-12-29,91.690,92.630,91.580,92.390,71355
VFV,Ex:TSE | Src:Google,2022-12-30,91.800,92.170,91.250,92.170,72677
VFV,Ex:TSE | Src:Google,2023-01-03,93.540,93.540,91.920,92.760,142849
VFV,Ex:TSE | Src:Google,2023-01-04,92.190,92.670,91.500,92.200,170651
VFV,Ex:TSE | Src:Google,2023-01-05,91.930,92.120,91.350,91.660,174793
VFV,Ex:TSE | Src:Google,2023-01-06,92.120,93.050,91.600,92.810,209422
VFV,Ex:TSE | Src:Google,2023-01-09,93.150,93.630,92.350,92.410,141158
VFV,Ex:TSE | Src:Google,2023-01-10,92.270,93.290,92.270,93.250,141992
VFV,Ex:TSE | Src:Google,2023-01-11,93.650,94.520,93.550,94.500,116716
VFV,Ex:TSE | Src:Google,2023-01-12,94.420,94.730,93.680,94.430,240263
VFV,Ex:TSE | Src:Google,2023-01-13,94.180,95.060,94.070,94.960,136862
VFV,Ex:TSE | Src:Google,2023-01-16,95.050,95.440,94.950,94.980,74779
VFV,Ex:TSE | Src:Google,2023-01-17,95.400,95.400,94.630,94.740,108708
VFV,Ex:TSE | Src:Google,2023-01-18,95.120,95.280,93.990,94.050,234963
VFV,Ex:TSE | Src:Google,2023-01-19,93.290,93.600,92.980,93.110,121792
VFV,Ex:TSE | Src:Google,2023-01-20,93.470,94.250,93.250,94.240,103045
VFV,Ex:TSE | Src:Google,2023-01-23,94.540,95.790,94.420,95.360,117094
VFV,Ex:TSE | Src:Google,2023-01-24,95.000,95.360,94.840,95.260,150543
VFV,Ex:TSE | Src:Google,2023-01-25,94.500,95.410,93.690,95.410,134015
VFV,Ex:TSE | Src:Google,2023-01-26,95.520,95.980,95.170,95.980,172104
VFV,Ex:TSE | Src:Google,2023-01-27,95.830,96.590,95.750,96.100,144935
VFV,Ex:TSE | Src:Google,2023-01-30,95.700,96.110,95.380,95.400,97801
VFV,Ex:TSE | Src:Google,2023-01-31,95.720,96.190,95.530,96.160,121315
VFV,Ex:TSE | Src:Google,2023-02-01,95.930,97.640,95.770,97.050,156287
VFV,Ex:TSE | Src:Google,2023-02-02,98.150,99.010,97.960,98.700,168700
VFV,Ex:TSE | Src:Google,2023-02-03,98.270,99.340,98.030,98.360,232644
VFV,Ex:TSE | Src:Google,2023-02-06,98.000,98.350,97.830,98.000,147735
VFV,Ex:TSE | Src:Google,2023-02-07,98.040,99.260,97.550,99.020,229200
VFV,Ex:TSE | Src:Google,2023-02-08,98.700,98.950,98.100,98.290,167969
VFV,Ex:TSE | Src:Google,2023-02-09,98.780,98.780,97.230,97.490,173512
VFV,Ex:TSE | Src:Google,2023-02-10,96.910,96.970,96.370,96.880,184154
VFV,Ex:TSE | Src:Google,2023-02-13,97.240,97.930,97.150,97.900,87563
VFV,Ex:TSE | Src:Google,2023-02-14,97.910,98.300,97.200,97.940,184088
VFV,Ex:TSE | Src:Google,2023-02-15,98.130,98.660,97.940,98.640,132429
VFV,Ex:TSE | Src:Google,2023-02-16,98.110,98.650,97.710,97.780,202132
VFV,Ex:TSE | Src:Google,2023-02-17,97.570,97.650,96.980,97.630,122856
VFV,Ex:TSE | Src:Google,2023-02-21,97.010,97.130,96.120,96.120,138034
VFV,Ex:TSE | Src:Google,2023-02-22,96.290,96.500,95.840,96.120,109362
VFV,Ex:TSE | Src:Google,2023-02-23,96.750,96.750,95.710,96.530,121504
VFV,Ex:TSE | Src:Google,2023-02-24,96.060,96.190,95.590,95.990,143609
VFV,Ex:TSE | Src:Google,2023-02-27,96.600,96.810,95.890,96.060,143246
VFV,Ex:TSE | Src:Google,2023-02-28,96.110,96.730,95.990,96.270,165079
VFV,Ex:TSE | Src:Google,2023-03-01,95.950,96.020,95.340,95.500,174264
VFV,Ex:TSE | Src:Google,2023-03-02,95.300,96.390,95.150,96.180,136481
VFV,Ex:TSE | Src:Google,2023-03-03,96.830,97.770,96.820,97.730,106238
VFV,Ex:TSE | Src:Google,2023-03-06,98.270,98.660,97.950,98.030,109608
VFV,Ex:TSE | Src:Google,2023-03-07,98.190,98.350,97.380,97.440,227323
VFV,Ex:TSE | Src:Google,2023-03-08,97.550,97.950,97.300,97.860,120768
VFV,Ex:TSE | Src:Google,2023-03-09,97.980,98.250,96.160,96.360,172729
VFV,Ex:TSE | Src:Google,2023-03-10,95.980,96.300,94.680,95.090,282227
VFV,Ex:TSE | Src:Google,2023-03-13,93.710,95.020,93.310,94.090,373299
VFV,Ex:TSE | Src:Google,2023-03-14,95.130,95.620,94.350,95.240,270334
VFV,Ex:TSE | Src:Google,2023-03-15,94.470,95.270,94.250,95.270,353199
VFV,Ex:TSE | Src:Google,2023-03-16,94.770,96.760,94.570,96.650,214161
VFV,Ex:TSE | Src:Google,2023-03-17,96.450,96.750,95.330,95.690,187696
VFV,Ex:TSE | Src:Google,2023-03-20,95.560,96.170,95.300,96.010,259341
VFV,Ex:TSE | Src:Google,2023-03-21,96.770,97.800,96.770,97.620,295513
VFV,Ex:TSE | Src:Google,2023-03-22,97.980,98.160,96.120,96.120,134219
VFV,Ex:TSE | Src:Google,2023-03-23,96.390,97.190,95.720,96.400,263083
VFV,Ex:TSE | Src:Google,2023-03-24,96.000,96.660,95.560,96.660,369415
VFV,Ex:TSE | Src:Google,2023-03-27,97.000,97.150,96.200,96.230,124783
VFV,Ex:TSE | Src:Google,2023-03-28,96.200,96.210,95.380,95.700,97715
VFV,Ex:TSE | Src:Google,2023-03-29,96.780,96.880,96.300,96.810,129820
VFV,Ex:TSE | Src:Google,2023-03-30,97.240,97.290,96.800,97.120,201652
VFV,Ex:TSE | Src:Google,2023-03-31,97.500,98.440,97.440,98.440,344645
VFV,Ex:TSE | Src:Google,2023-04-03,98.000,98.280,97.680,98.110,205609
VFV,Ex:TSE | Src:Google,2023-04-04,98.400,98.400,97.510,97.760,184536
