Symbol,Settings,Date,Open,High,Low,Close,Volume
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-03-04,29.480,30.350,28.390,28.990,55351
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-03-05,29.490,30.280,29.280,29.390,39266
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-03-06,29.610,29.950,28.830,29.090,29549
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-03-07,28.540,28.540,27.400,27.670,16072
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-03-10,27.740,28.310,27.740,27.820,15790
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-03-11,27.690,27.690,27.360,27.470,4600
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-03-12,27.050,27.080,26.250,26.500,17757
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-03-13,26.630,27.240,26.250,26.890,22881
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-03-14,26.660,26.660,25.940,25.940,5402
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-03-17,25.210,25.260,25.000,25.110,12334
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-03-18,24.910,25.300,24.820,24.970,11965
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-03-19,24.560,24.560,24.020,24.060,13757
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-03-20,24.180,24.180,23.700,23.830,24645
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-03-21,23.850,24.120,23.790,23.800,13764
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-03-24,23.500,23.500,22.940,23.080,4518
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-03-25,22.950,23.010,22.580,22.960,11998
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-03-26,22.690,22.690,22.320,22.650,9707
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-03-27,22.810,23.030,22.620,22.990,17986
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-03-28,23.220,23.650,23.100,23.480,18849
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-03-31,23.830,23.860,22.640,22.890,24019
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-04-01,22.890,23.000,22.610,22.650,24420
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-04-02,22.760,22.910,22.280,22.280,13970
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-04-03,24.120,25.430,24.010,25.400,74724
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-04-04,27.440,30.500,27.300,29.840,65969
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-04-07,32.670,33.000,29.290,30.990,62982
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-04-08,29.190,34.390,29.150,33.980,68043
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-04-09,35.490,35.730,27.360,28.130,63859
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-04-10,29.530,32.510,29.530,31.800,20095
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-04-11,31.960,32.130,29.610,29.970,7259
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-04-14,29.000,30.120,29.000,29.490,12988
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-04-15,29.830,29.830,28.780,29.400,9222
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-04-16,28.510,28.630,27.790,28.440,10974
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-04-17,27.520,27.520,26.560,27.110,13460
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-04-21,28.000,28.000,27.350,27.530,4611
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-04-22,26.900,26.900,26.060,26.430,9411
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-04-23,26.250,27.010,25.730,26.750,17050
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-04-24,26.470,26.520,26.330,26.350,4421
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-04-25,26.380,26.430,26.100,26.390,4943
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-04-28,26.240,26.380,26.080,26.090,7900
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-04-29,26.650,26.810,26.240,26.520,17502
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-04-30,26.900,28.210,26.900,27.670,27942
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-05-01,28.070,28.070,26.540,27.270,24132
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-05-02,26.630,27.450,26.620,26.840,15641
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-05-05,27.760,28.190,27.730,28.190,11077
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-05-06,27.640,28.160,27.100,27.570,15428
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-05-07,27.850,28.210,27.420,27.420,11951
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-05-08,26.900,26.900,25.570,25.860,29410
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-05-09,25.220,25.420,24.910,24.920,11911
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-05-12,23.390,23.680,23.140,23.460,19304
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-05-13,23.200,23.200,22.480,22.610,31498
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-05-14,22.790,22.940,22.590,22.930,10304
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-05-15,23.500,23.870,23.500,23.530,18343
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-05-16,23.040,23.540,23.040,23.400,16555
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-05-20,23.610,23.720,23.550,23.620,4304
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-05-21,23.450,23.770,23.270,23.770,8400
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-05-22,23.990,24.270,23.750,23.850,6860
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-05-23,23.820,24.250,23.710,23.720,5837
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-05-26,23.300,23.310,23.250,23.410,2015
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-05-27,23.230,23.560,23.220,23.430,5420
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-05-28,23.200,23.790,23.150,23.790,4250
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-05-29,23.570,23.750,23.570,23.750,1500
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-05-30,23.990,24.650,23.990,24.440,9259
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-06-02,23.650,23.900,23.450,23.600,13211
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-06-03,23.600,23.600,22.810,22.910,25377
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-06-04,22.830,23.870,22.800,23.660,16390
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-06-05,23.520,23.520,23.100,23.380,9000
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-06-06,22.750,22.800,22.480,22.770,11158
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-06-09,22.640,22.830,22.320,22.530,10704
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-06-10,22.430,22.430,21.580,21.970,8470
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-06-11,21.800,21.800,20.830,20.910,16430
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-06-12,21.010,21.010,20.850,20.880,2899
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-06-13,19.440,20.140,19.370,19.500,41627
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-06-16,19.730,20.000,19.460,19.760,14559
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-06-17,19.410,19.410,18.980,19.170,28101
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-06-18,18.840,19.560,18.800,19.560,15513
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-06-19,19.260,19.270,19.030,19.210,12423
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-06-20,19.370,19.400,19.250,19.340,11610
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-06-23,19.090,20.660,19.060,20.650,36560
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-06-24,21.000,21.280,20.790,21.280,11619
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-06-25,21.300,21.530,21.300,21.430,4533
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-06-26,21.490,21.690,21.360,21.360,14414
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-06-27,21.270,21.780,21.270,21.620,12790
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-06-30,21.630,21.830,21.630,21.830,4625
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-07-02,21.040,21.360,21.040,21.200,30250
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-07-03,21.460,21.460,21.290,21.300,7300
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-07-04,21.330,21.380,21.260,21.360,10070
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-07-07,21.500,21.910,21.290,21.690,8128
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-07-08,21.660,21.660,20.540,20.890,18026
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-07-09,20.970,20.970,20.650,20.840,27951
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-07-10,20.940,21.430,20.940,21.000,13027
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-07-11,20.700,20.720,20.420,20.500,39030
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-07-14,20.600,20.970,20.550,20.550,17902
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-07-15,20.520,20.950,20.520,20.920,11480
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-07-16,21.030,21.580,21.030,21.390,8039
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-07-17,21.500,21.500,21.120,21.230,5050
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-07-18,21.140,21.320,20.850,21.200,10400
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-07-21,21.390,21.580,21.390,21.620,7400
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-07-22,21.730,21.730,21.320,21.340,7150
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-07-23,21.280,21.280,20.770,20.860,10320
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-07-24,21.000,21.000,20.450,20.450,14795
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-07-25,20.420,20.700,20.420,20.680,9000
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-07-28,20.200,20.200,19.900,19.900,14806
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-07-29,19.760,19.780,19.510,19.540,10967
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-07-30,19.620,19.790,19.570,19.640,7700
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-07-31,19.780,20.190,19.780,20.100,4927
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-08-01,20.430,21.040,20.430,20.870,11073
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-08-05,20.750,20.750,20.570,20.570,1600
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-08-06,19.990,20.940,19.870,20.740,10402
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-08-07,20.480,21.250,20.480,21.090,6251
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-08-08,20.940,21.300,20.820,21.180,6045
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-08-11,21.030,21.440,21.010,21.450,5501
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-08-12,21.510,21.510,21.180,21.250,4013
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-08-13,21.400,21.650,21.350,21.350,802
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-08-14,21.600,21.600,21.400,21.260,2500
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-08-15,21.350,21.350,21.300,21.350,9516
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-08-18,21.420,21.690,21.310,21.490,8041
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-08-19,21.560,21.840,21.500,21.840,10501
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-08-20,21.360,21.600,21.360,21.520,13401
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-08-21,21.360,21.360,20.830,20.830,2251
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-08-22,20.540,20.540,19.870,19.830,9203
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-08-25,19.860,19.950,19.660,19.660,6520
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-08-26,19.870,20.110,19.870,19.980,13600
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-08-27,19.690,19.730,19.400,19.430,2475
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-08-28,19.330,19.540,19.230,19.230,7303
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-08-29,19.150,19.410,19.150,19.340,7390
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-09-02,19.110,19.110,19.060,19.060,239
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-09-03,19.260,19.810,19.260,19.680,3052
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-09-04,19.780,19.780,19.350,19.500,9300
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-09-05,20.200,20.250,20.100,20.170,4906
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-09-08,20.100,20.400,20.100,20.150,3460
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-09-09,19.800,19.800,19.290,19.510,20882
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-09-10,19.410,19.410,18.800,18.800,7736
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-09-11,18.970,19.020,18.770,18.940,12025
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-09-12,18.680,18.890,18.680,18.890,8808
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-09-15,18.530,18.640,18.480,18.640,5961
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-09-16,18.550,18.560,17.500,17.650,12521
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-09-17,17.750,17.750,17.660,17.760,5581
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-09-18,17.720,18.020,17.720,17.780,11203
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-09-19,17.730,18.610,17.730,18.490,7303
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-09-22,18.590,18.590,17.840,18.010,6376
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-09-23,17.780,17.780,17.160,17.610,12960
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-09-24,17.380,17.380,16.950,17.170,21052
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-09-25,17.150,17.160,16.960,17.060,2507
HED,Ex:TSE | Src:Yahoo JSON (forced),2025-09-26,17.000,17.000,16.650,17.030,8129
