Symbol,Settings,Date,Open,High,Low,Close,Volume
HXF,Ex:TSE | Src:Google,2024-10-18,81.210,81.210,81.210,81.210,1005
HXF,Ex:TSE | Src:Google,2024-10-22,80.600,80.600,80.600,80.600,107
HXF,Ex:TSE | Src:Google,2024-10-23,80.960,80.960,80.960,80.960,215
HXF,Ex:TSE | Src:Google,2024-10-25,80.970,80.970,80.970,80.970,100
HXF,Ex:TSE | Src:Google,2024-10-28,81.130,81.130,81.120,81.120,500
HXF,Ex:TSE | Src:Google,2024-10-29,80.950,80.950,80.950,80.950,2890
HXF,Ex:TSE | Src:Google,2024-10-30,81.070,81.070,81.070,81.070,6350
HXF,Ex:TSE | Src:Google,2024-10-31,80.060,80.060,80.020,80.020,429
HXF,Ex:TSE | Src:Google,2024-11-01,80.480,80.480,80.380,80.380,11720
HXF,Ex:TSE | Src:Google,2024-11-06,82.050,82.050,82.050,82.050,162
HXF,Ex:TSE | Src:Google,2024-11-07,82.830,83.100,82.830,83.100,330
HXF,Ex:TSE | Src:Google,2024-11-13,83.600,83.600,83.600,83.600,100
HXF,Ex:TSE | Src:Google,2024-11-14,84.080,84.080,84.080,84.080,168
HXF,Ex:TSE | Src:Google,2024-11-18,83.470,83.470,83.470,83.470,100
HXF,Ex:TSE | Src:Google,2024-11-22,84.750,84.750,84.750,84.750,711
HXF,Ex:TSE | Src:Google,2024-11-26,84.840,84.860,84.840,84.860,3900
HXF,Ex:TSE | Src:Google,2024-11-29,85.450,85.450,85.450,85.450,100
HXF,Ex:TSE | Src:Google,2024-12-02,86.000,86.000,86.000,86.000,358
HXF,Ex:TSE | Src:Google,2024-12-03,85.950,85.950,85.650,85.650,215
HXF,Ex:TSE | Src:Google,2024-12-05,85.750,85.750,85.750,85.750,300
HXF,Ex:TSE | Src:Google,2024-12-06,86.180,86.260,86.150,86.180,9900
HXF,Ex:TSE | Src:Google,2024-12-09,85.860,85.860,85.860,85.860,100
HXF,Ex:TSE | Src:Google,2024-12-10,86.000,86.000,85.940,85.970,2400
HXF,Ex:TSE | Src:Google,2024-12-11,86.000,86.280,86.000,86.280,1010
HXF,Ex:TSE | Src:Google,2024-12-12,85.530,85.540,85.530,85.540,1910
HXF,Ex:TSE | Src:Google,2024-12-13,85.720,85.720,85.420,85.420,1300
HXF,Ex:TSE | Src:Google,2024-12-16,85.410,85.430,85.410,85.430,630
HXF,Ex:TSE | Src:Google,2024-12-17,85.220,85.230,85.110,85.110,850
HXF,Ex:TSE | Src:Google,2024-12-18,83.730,83.730,83.720,83.720,300
HXF,Ex:TSE | Src:Google,2024-12-19,83.720,83.720,83.720,83.720,102
HXF,Ex:TSE | Src:Google,2024-12-23,83.680,83.680,83.660,83.660,400
HXF,Ex:TSE | Src:Google,2024-12-27,84.610,84.610,84.610,84.610,900
HXF,Ex:TSE | Src:Google,2025-01-02,84.540,84.540,84.540,84.540,589
HXF,Ex:TSE | Src:Google,2025-01-03,84.500,84.500,84.500,84.500,205
HXF,Ex:TSE | Src:Google,2025-01-06,85.000,85.000,85.000,85.000,100
HXF,Ex:TSE | Src:Google,2025-01-08,84.490,84.500,84.490,84.500,840
HXF,Ex:TSE | Src:Google,2025-01-09,84.680,84.680,84.610,84.610,409
HXF,Ex:TSE | Src:Google,2025-01-10,83.150,83.150,83.150,83.150,298
HXF,Ex:TSE | Src:Google,2025-01-13,82.570,82.910,82.570,82.910,435
HXF,Ex:TSE | Src:Google,2025-01-16,84.110,84.220,84.110,84.220,200
HXF,Ex:TSE | Src:Google,2025-01-20,85.350,85.350,85.200,85.200,998
HXF,Ex:TSE | Src:Google,2025-01-21,85.800,85.820,85.670,85.820,705
HXF,Ex:TSE | Src:Google,2025-01-22,85.750,85.750,85.450,85.600,706
HXF,Ex:TSE | Src:Google,2025-01-23,85.440,86.000,85.440,86.000,2500
HXF,Ex:TSE | Src:Google,2025-01-27,86.040,86.040,86.040,86.040,167
HXF,Ex:TSE | Src:Google,2025-01-28,86.150,86.150,86.150,86.150,147
HXF,Ex:TSE | Src:Google,2025-01-29,86.760,86.760,86.580,86.580,200
HXF,Ex:TSE | Src:Google,2025-02-03,82.500,85.150,82.500,85.150,2948
HXF,Ex:TSE | Src:Google,2025-02-10,86.000,86.000,85.490,85.540,1174
HXF,Ex:TSE | Src:Google,2025-02-11,85.400,85.400,85.310,85.310,117
HXF,Ex:TSE | Src:Google,2025-02-13,85.400,85.400,85.400,85.390,145
HXF,Ex:TSE | Src:Google,2025-02-14,85.820,85.820,85.820,85.620,1000
HXF,Ex:TSE | Src:Google,2025-02-18,86.000,86.000,86.000,86.230,618
HXF,Ex:TSE | Src:Google,2025-02-19,87.140,87.140,87.140,86.010,120
HXF,Ex:TSE | Src:Google,2025-02-21,85.510,85.510,85.500,85.030,200
HXF,Ex:TSE | Src:Google,2025-02-25,85.480,85.480,85.480,85.720,1318
HXF,Ex:TSE | Src:Google,2025-02-28,86.230,86.230,86.230,86.230,500
HXF,Ex:TSE | Src:Google,2025-03-10,81.220,81.660,81.220,81.660,100
HXF,Ex:TSE | Src:Google,2025-03-20,82.850,82.960,82.740,82.960,1230
HXF,Ex:TSE | Src:Google,2025-03-21,82.500,82.500,82.500,82.810,100
HXF,Ex:TSE | Src:Google,2025-03-25,84.580,84.580,84.580,84.380,100
HXF,Ex:TSE | Src:Google,2025-03-26,84.730,84.730,83.930,84.040,200
HXF,Ex:TSE | Src:Google,2025-04-01,82.520,82.520,82.520,83.860,1300
HXF,Ex:TSE | Src:Google,2025-04-04,80.000,80.000,78.850,78.850,729
HXF,Ex:TSE | Src:Google,2025-04-07,76.000,78.000,76.000,77.120,4158
HXF,Ex:TSE | Src:Google,2025-04-08,78.890,78.890,76.050,76.400,500
HXF,Ex:TSE | Src:Google,2025-04-09,76.360,79.860,76.360,79.860,650
HXF,Ex:TSE | Src:Google,2025-04-10,78.760,78.760,76.860,76.860,3983
HXF,Ex:TSE | Src:Google,2025-04-14,79.580,79.860,79.580,79.840,317
HXF,Ex:TSE | Src:Google,2025-04-23,82.390,82.680,82.170,82.170,560
HXF,Ex:TSE | Src:Google,2025-04-24,83.090,83.090,83.090,83.090,107
HXF,Ex:TSE | Src:Google,2025-04-25,83.050,83.210,83.050,83.210,100
HXF,Ex:TSE | Src:Google,2025-04-30,84.080,84.330,84.080,84.330,220
HXF,Ex:TSE | Src:Google,2025-05-01,84.880,84.880,84.820,84.820,100
HXF,Ex:TSE | Src:Google,2025-05-05,85.300,85.860,85.300,85.470,500
HXF,Ex:TSE | Src:Google,2025-05-06,85.130,85.150,85.080,85.080,410
HXF,Ex:TSE | Src:Google,2025-05-07,85.540,85.720,85.540,85.670,1005
HXF,Ex:TSE | Src:Google,2025-05-13,87.290,87.600,87.290,87.600,101
HXF,Ex:TSE | Src:Google,2025-05-14,87.250,87.250,87.250,88.100,467
HXF,Ex:TSE | Src:Google,2025-05-20,89.280,89.280,89.280,89.280,100
HXF,Ex:TSE | Src:Google,2025-05-21,88.180,88.440,88.180,88.440,300
HXF,Ex:TSE | Src:Google,2025-05-23,88.950,88.950,88.850,88.850,300
HXF,Ex:TSE | Src:Google,2025-05-26,88.730,89.240,88.730,89.240,114
HXF,Ex:TSE | Src:Google,2025-05-27,90.170,90.170,90.170,90.120,100
HXF,Ex:TSE | Src:Google,2025-05-29,89.850,89.930,89.850,89.930,248
HXF,Ex:TSE | Src:Google,2025-06-04,89.860,90.030,89.860,90.030,310
HXF,Ex:TSE | Src:Google,2025-06-06,90.500,90.500,90.500,90.620,500
HXF,Ex:TSE | Src:Google,2025-06-09,90.450,90.450,90.380,90.380,1000
HXF,Ex:TSE | Src:Google,2025-06-10,90.460,90.470,90.460,90.470,100
HXF,Ex:TSE | Src:Google,2025-06-20,90.670,90.670,90.590,90.590,200
HXF,Ex:TSE | Src:Google,2025-06-23,90.520,91.130,90.520,91.130,500
HXF,Ex:TSE | Src:Google,2025-06-24,92.060,92.060,92.060,92.060,114
HXF,Ex:TSE | Src:Google,2025-06-25,91.660,91.660,91.660,91.660,0
HXF,Ex:TSE | Src:Google,2025-07-03,93.600,93.650,93.600,93.650,180
HXF,Ex:TSE | Src:Google,2025-07-08,93.380,93.380,93.360,93.360,131
HXF,Ex:TSE | Src:Google,2025-07-11,93.470,93.750,93.470,93.750,551
HXF,Ex:TSE | Src:Google,2025-07-14,93.520,93.980,93.520,93.970,450
HXF,Ex:TSE | Src:Google,2025-07-17,94.770,95.280,94.770,95.280,300
HXF,Ex:TSE | Src:Google,2025-07-28,95.490,95.490,95.490,95.550,174
HXF,Ex:TSE | Src:Google,2025-07-31,95.150,95.150,94.560,94.560,117
HXF,Ex:TSE | Src:Google,2025-08-07,94.400,94.490,94.400,94.490,194
HXF,Ex:TSE | Src:Google,2025-08-11,94.480,94.480,94.420,94.420,115
HXF,Ex:TSE | Src:Google,2025-08-19,96.020,96.020,95.910,95.910,238
HXF,Ex:TSE | Src:Google,2025-08-20,95.800,95.940,95.800,95.940,1377
HXF,Ex:TSE | Src:Google,2025-08-21,95.680,96.090,95.680,96.120,2811
HXF,Ex:TSE | Src:Google,2025-08-22,97.030,97.060,96.920,96.920,1478
HXF,Ex:TSE | Src:Google,2025-08-26,96.970,96.970,96.970,97.300,100
HXF,Ex:TSE | Src:Google,2025-08-27,98.000,98.600,98.000,98.600,101
HXF,Ex:TSE | Src:Google,2025-08-29,98.730,98.730,98.730,98.730,170
HXF,Ex:TSE | Src:Google,2025-09-02,98.680,98.680,98.680,98.680,123
HXF,Ex:TSE | Src:Google,2025-09-04,99.950,99.990,99.950,99.990,250
HXF,Ex:TSE | Src:Google,2025-09-09,100.240,100.240,100.240,100.090,100
HXF,Ex:TSE | Src:Google,2025-09-10,100.540,100.540,100.310,100.450,200
HXF,Ex:TSE | Src:Google,2025-09-12,101.000,101.000,100.990,100.990,340
HXF,Ex:TSE | Src:Google,2025-09-16,101.160,101.310,101.150,101.310,1010
HXF,Ex:TSE | Src:Google,2025-09-24,102.550,102.550,102.370,102.370,201
