Symbol,Settings,Date,Open,High,Low,Close,Volume
HNU,Ex:TSE | Src:Google,2023-05-02,14.470,14.470,13.570,13.980,3928600
HNU,Ex:TSE | Src:Google,2023-05-03,13.090,13.540,12.550,13.210,3304474
HNU,Ex:TSE | Src:Google,2023-05-04,13.200,13.200,12.330,12.350,3603230
HNU,Ex:TSE | Src:Google,2023-05-05,12.720,13.240,12.560,12.620,3152148
HNU,Ex:TSE | Src:Google,2023-05-08,13.700,14.120,13.360,13.910,3122102
HNU,Ex:TSE | Src:Google,2023-05-09,14.260,14.480,13.670,14.200,3483557
HNU,Ex:TSE | Src:Google,2023-05-10,13.440,13.680,12.940,13.180,3792768
HNU,Ex:TSE | Src:Google,2023-05-11,13.300,13.780,13.010,13.230,2631172
HNU,Ex:TSE | Src:Google,2023-05-12,13.340,14.980,13.280,14.400,2678228
HNU,Ex:TSE | Src:Google,2023-05-15,15.060,15.640,14.930,15.470,2581055
HNU,Ex:TSE | Src:Google,2023-05-16,16.190,16.570,15.140,15.200,2468878
HNU,Ex:TSE | Src:Google,2023-05-17,14.840,15.690,14.710,15.260,2460946
HNU,Ex:TSE | Src:Google,2023-05-18,15.410,18.130,15.030,17.900,3048941
HNU,Ex:TSE | Src:Google,2023-05-19,18.440,18.960,17.440,17.740,1866206
HNU,Ex:TSE | Src:Google,2023-05-23,15.010,15.610,14.700,14.970,2674903
HNU,Ex:TSE | Src:Google,2023-05-24,15.540,15.730,15.230,15.700,2209905
HNU,Ex:TSE | Src:Google,2023-05-25,15.350,15.650,13.980,14.430,2932330
HNU,Ex:TSE | Src:Google,2023-05-26,13.770,14.430,13.450,13.850,2294599
HNU,Ex:TSE | Src:Google,2023-05-29,13.200,13.310,12.970,13.180,1083962
HNU,Ex:TSE | Src:Google,2023-05-30,12.740,12.930,12.040,12.630,2835410
HNU,Ex:TSE | Src:Google,2023-05-31,13.430,13.580,11.990,12.060,2579397
HNU,Ex:TSE | Src:Google,2023-06-01,11.290,11.400,10.780,11.050,4150487
HNU,Ex:TSE | Src:Google,2023-06-02,11.360,11.740,11.070,11.230,2837276
HNU,Ex:TSE | Src:Google,2023-06-05,12.300,12.630,11.670,11.990,3152417
HNU,Ex:TSE | Src:Google,2023-06-06,11.810,12.370,11.700,12.080,2317993
HNU,Ex:TSE | Src:Google,2023-06-07,12.620,12.880,12.150,12.730,3073036
HNU,Ex:TSE | Src:Google,2023-06-08,12.360,13.180,12.130,12.690,3428962
HNU,Ex:TSE | Src:Google,2023-06-09,12.040,12.430,11.750,11.900,3834205
HNU,Ex:TSE | Src:Google,2023-06-12,11.510,11.960,11.300,11.910,2768257
HNU,Ex:TSE | Src:Google,2023-06-13,12.660,12.720,12.250,12.520,2883574
HNU,Ex:TSE | Src:Google,2023-06-14,12.560,12.780,12.350,12.700,2457432
HNU,Ex:TSE | Src:Google,2023-06-15,13.450,14.940,13.310,14.900,3175663
HNU,Ex:TSE | Src:Google,2023-06-16,15.010,16.030,14.460,15.630,2217884
HNU,Ex:TSE | Src:Google,2023-06-19,15.840,16.480,15.840,16.250,619539
HNU,Ex:TSE | Src:Google,2023-06-20,15.700,15.930,14.080,14.130,2057775
HNU,Ex:TSE | Src:Google,2023-06-21,14.140,15.340,14.100,15.290,2042593
HNU,Ex:TSE | Src:Google,2023-06-22,15.290,15.630,14.500,15.460,1756161
HNU,Ex:TSE | Src:Google,2023-06-23,14.720,17.300,14.650,17.030,2542822
HNU,Ex:TSE | Src:Google,2023-06-26,17.820,18.330,17.180,17.720,1492660
HNU,Ex:TSE | Src:Google,2023-06-27,17.210,17.700,16.180,16.710,1859662
HNU,Ex:TSE | Src:Google,2023-06-28,16.650,16.650,14.900,14.980,3171033
HNU,Ex:TSE | Src:Google,2023-06-29,14.820,15.960,14.760,15.340,2338453
HNU,Ex:TSE | Src:Google,2023-06-30,15.200,16.880,15.060,16.400,2339437
HNU,Ex:TSE | Src:Google,2023-07-04,15.980,16.120,15.880,16.030,717630
HNU,Ex:TSE | Src:Google,2023-07-05,16.170,16.230,14.830,14.940,2058169
HNU,Ex:TSE | Src:Google,2023-07-06,14.850,15.240,14.110,14.610,2353336
HNU,Ex:TSE | Src:Google,2023-07-07,14.410,15.070,13.600,13.900,2504311
HNU,Ex:TSE | Src:Google,2023-07-10,14.750,15.230,14.580,14.960,2122310
HNU,Ex:TSE | Src:Google,2023-07-11,15.200,15.870,15.130,15.690,1749170
HNU,Ex:TSE | Src:Google,2023-07-12,14.810,15.090,14.430,14.720,2656880
HNU,Ex:TSE | Src:Google,2023-07-13,14.360,14.750,13.740,13.860,2774274
HNU,Ex:TSE | Src:Google,2023-07-14,14.300,14.350,13.290,13.770,1862060
HNU,Ex:TSE | Src:Google,2023-07-17,13.500,13.880,13.180,13.660,1129619
HNU,Ex:TSE | Src:Google,2023-07-18,14.320,14.850,14.160,14.560,2114172
HNU,Ex:TSE | Src:Google,2023-07-19,14.650,14.950,14.270,14.620,1669535
HNU,Ex:TSE | Src:Google,2023-07-20,15.680,16.230,15.490,15.730,2383949
HNU,Ex:TSE | Src:Google,2023-07-21,15.500,15.870,15.400,15.650,1437924
HNU,Ex:TSE | Src:Google,2023-07-24,15.310,15.810,15.150,15.560,1598303
HNU,Ex:TSE | Src:Google,2023-07-25,15.440,16.380,15.380,15.980,1866571
HNU,Ex:TSE | Src:Google,2023-07-26,15.220,15.580,14.980,15.410,2208039
HNU,Ex:TSE | Src:Google,2023-07-27,14.790,15.000,13.870,14.450,3361307
HNU,Ex:TSE | Src:Google,2023-07-28,14.990,15.080,14.350,14.830,2275626
HNU,Ex:TSE | Src:Google,2023-07-31,14.690,14.880,14.510,14.880,1889496
HNU,Ex:TSE | Src:Google,2023-08-01,13.790,14.130,13.740,14.110,2993243
HNU,Ex:TSE | Src:Google,2023-08-02,13.500,13.500,12.830,13.080,2882978
HNU,Ex:TSE | Src:Google,2023-08-03,13.670,14.160,13.460,13.900,2380584
HNU,Ex:TSE | Src:Google,2023-08-04,14.350,14.400,13.880,14.170,1486657
HNU,Ex:TSE | Src:Google,2023-08-08,15.200,16.440,15.200,16.420,2733290
HNU,Ex:TSE | Src:Google,2023-08-09,18.660,18.840,17.780,18.370,1890176
HNU,Ex:TSE | Src:Google,2023-08-10,17.390,17.560,15.930,16.290,2070584
HNU,Ex:TSE | Src:Google,2023-08-11,15.580,16.420,15.510,16.380,1393020
HNU,Ex:TSE | Src:Google,2023-08-14,16.260,16.460,15.900,16.390,1057800
HNU,Ex:TSE | Src:Google,2023-08-15,15.470,15.520,14.900,15.130,2435457
HNU,Ex:TSE | Src:Google,2023-08-16,14.700,14.700,14.280,14.500,2016153
HNU,Ex:TSE | Src:Google,2023-08-17,14.820,15.210,14.630,14.810,2139635
HNU,Ex:TSE | Src:Google,2023-08-18,14.160,14.510,13.980,14.250,2473029
HNU,Ex:TSE | Src:Google,2023-08-21,14.710,14.890,14.310,14.450,2455217
HNU,Ex:TSE | Src:Google,2023-08-22,14.410,14.520,13.470,13.640,2568394
HNU,Ex:TSE | Src:Google,2023-08-23,13.400,13.450,12.850,12.910,2548563
HNU,Ex:TSE | Src:Google,2023-08-24,12.750,13.940,12.460,13.420,3295974
HNU,Ex:TSE | Src:Google,2023-08-25,13.210,13.940,13.020,13.900,1942575
HNU,Ex:TSE | Src:Google,2023-08-28,15.130,15.170,13.680,13.910,3088631
HNU,Ex:TSE | Src:Google,2023-08-29,13.850,14.070,13.370,13.890,2567844
HNU,Ex:TSE | Src:Google,2023-08-30,14.260,15.290,14.180,15.280,3078117
HNU,Ex:TSE | Src:Google,2023-08-31,14.800,15.890,14.290,14.900,3051350
HNU,Ex:TSE | Src:Google,2023-09-01,15.400,15.830,14.620,14.670,2087320
HNU,Ex:TSE | Src:Google,2023-09-05,13.020,13.280,12.720,12.960,4143812
HNU,Ex:TSE | Src:Google,2023-09-06,12.230,12.480,12.080,12.250,2547998
HNU,Ex:TSE | Src:Google,2023-09-07,12.060,13.120,12.060,12.880,2654149
HNU,Ex:TSE | Src:Google,2023-09-08,13.080,13.350,12.870,13.070,2144508
HNU,Ex:TSE | Src:Google,2023-09-11,12.730,13.210,12.710,13.000,2319801
HNU,Ex:TSE | Src:Google,2023-09-12,13.270,14.130,12.890,13.750,3375689
HNU,Ex:TSE | Src:Google,2023-09-13,13.360,13.990,13.200,13.690,3234237
HNU,Ex:TSE | Src:Google,2023-09-14,14.000,14.200,13.380,13.450,2832418
HNU,Ex:TSE | Src:Google,2023-09-15,13.370,13.560,12.960,13.060,1795090
HNU,Ex:TSE | Src:Google,2023-09-18,13.250,13.670,13.020,13.520,2122019
HNU,Ex:TSE | Src:Google,2023-09-19,13.720,14.240,13.500,13.830,2041872
HNU,Ex:TSE | Src:Google,2023-09-20,12.890,13.130,12.770,12.920,3129249
HNU,Ex:TSE | Src:Google,2023-09-21,12.940,13.160,12.090,12.270,3661781
HNU,Ex:TSE | Src:Google,2023-09-22,12.450,12.580,12.200,12.520,2161341
HNU,Ex:TSE | Src:Google,2023-09-25,12.670,12.990,12.510,12.650,2331092
HNU,Ex:TSE | Src:Google,2023-09-26,12.190,12.590,12.030,12.210,2671707
HNU,Ex:TSE | Src:Google,2023-09-27,12.400,13.020,12.400,12.550,2471640
HNU,Ex:TSE | Src:Google,2023-09-28,12.980,13.360,12.690,13.020,2506656
HNU,Ex:TSE | Src:Google,2023-09-29,12.650,13.330,12.630,13.000,2353082
HNU,Ex:TSE | Src:Google,2023-10-02,12.560,12.750,12.100,12.230,3091248
HNU,Ex:TSE | Src:Google,2023-10-03,12.590,13.190,12.500,13.020,2384031
HNU,Ex:TSE | Src:Google,2023-10-04,13.890,13.990,13.100,13.480,1238411
HNU,Ex:TSE | Src:Google,2023-10-05,13.790,15.300,13.740,15.120,2239222
HNU,Ex:TSE | Src:Google,2023-10-06,15.310,16.620,15.190,16.320,1862053
HNU,Ex:TSE | Src:Google,2023-10-10,16.680,16.990,16.320,16.860,1161731
HNU,Ex:TSE | Src:Google,2023-10-11,16.020,17.070,15.450,16.850,1614858
HNU,Ex:TSE | Src:Google,2023-10-12,16.390,17.120,16.230,16.560,1091157
HNU,Ex:TSE | Src:Google,2023-10-13,15.880,16.240,15.640,15.900,1467277
HNU,Ex:TSE | Src:Google,2023-10-16,15.220,15.450,14.770,15.150,1962755
HNU,Ex:TSE | Src:Google,2023-10-17,14.970,15.100,14.540,14.870,2041102
HNU,Ex:TSE | Src:Google,2023-10-18,15.480,15.530,14.850,14.940,1742224
HNU,Ex:TSE | Src:Google,2023-10-19,14.790,14.930,13.770,13.840,2565615
HNU,Ex:TSE | Src:Google,2023-10-20,13.310,13.480,13.170,13.320,1419073
HNU,Ex:TSE | Src:Google,2023-10-23,13.240,13.550,13.120,13.390,878935
HNU,Ex:TSE | Src:Google,2023-10-24,13.370,13.980,13.220,13.940,1576704
HNU,Ex:TSE | Src:Google,2023-10-25,14.120,14.440,13.850,14.410,1655443
HNU,Ex:TSE | Src:Google,2023-10-26,14.410,15.630,14.260,15.450,2320023
HNU,Ex:TSE | Src:Google,2023-10-27,15.820,15.920,14.840,14.950,2232278
HNU,Ex:TSE | Src:Google,2023-10-30,13.880,14.210,13.790,13.870,1990067
HNU,Ex:TSE | Src:Google,2023-10-31,15.060,16.300,15.060,16.090,3066892
HNU,Ex:TSE | Src:Google,2023-11-01,14.700,15.700,14.560,15.120,1985829
HNU,Ex:TSE | Src:Google,2023-11-02,14.610,15.250,14.440,15.220,1969369
HNU,Ex:TSE | Src:Google,2023-11-03,15.210,15.820,15.010,15.060,1470148
HNU,Ex:TSE | Src:Google,2023-11-06,13.750,13.830,13.010,13.200,3887577
HNU,Ex:TSE | Src:Google,2023-11-07,12.080,12.590,12.060,12.460,2156829
HNU,Ex:TSE | Src:Google,2023-11-08,11.960,12.350,11.460,11.990,4235001
HNU,Ex:TSE | Src:Google,2023-11-09,11.540,11.600,11.180,11.370,2663016
HNU,Ex:TSE | Src:Google,2023-11-10,11.230,11.230,11.020,11.120,2332499
HNU,Ex:TSE | Src:Google,2023-11-13,11.680,12.080,11.370,12.030,3070708
HNU,Ex:TSE | Src:Google,2023-11-14,11.610,11.910,11.150,11.170,3231539
HNU,Ex:TSE | Src:Google,2023-11-15,11.620,12.130,11.340,11.380,3430411
HNU,Ex:TSE | Src:Google,2023-11-16,11.280,11.380,10.010,10.670,2931023
HNU,Ex:TSE | Src:Google,2023-11-17,9.910,10.050,9.580,10.010,3366291
HNU,Ex:TSE | Src:Google,2023-11-20,9.510,9.780,9.430,9.460,1769139
HNU,Ex:TSE | Src:Google,2023-11-21,9.300,9.600,9.080,9.110,2608817
HNU,Ex:TSE | Src:Google,2023-11-22,9.120,9.490,8.930,9.410,3038788
HNU,Ex:TSE | Src:Google,2023-11-23,9.470,9.580,9.360,9.580,964275
HNU,Ex:TSE | Src:Google,2023-11-24,8.970,9.340,8.870,9.190,2071465
HNU,Ex:TSE | Src:Google,2023-11-27,8.700,8.840,8.460,8.820,1985947
HNU,Ex:TSE | Src:Google,2023-11-28,8.520,8.800,7.940,7.960,4183052
HNU,Ex:TSE | Src:Google,2023-11-29,8.320,8.370,7.910,7.940,2476034
HNU,Ex:TSE | Src:Google,2023-11-30,8.100,8.230,7.750,7.990,2630648
HNU,Ex:TSE | Src:Google,2023-12-01,7.820,8.200,7.720,7.810,2762881
HNU,Ex:TSE | Src:Google,2023-12-04,7.270,7.480,7.110,7.430,3820077
HNU,Ex:TSE | Src:Google,2023-12-05,7.780,7.850,7.260,7.450,3301033
HNU,Ex:TSE | Src:Google,2023-12-06,7.450,7.520,6.520,6.660,5263614
HNU,Ex:TSE | Src:Google,2023-12-07,6.620,6.880,6.420,6.640,3342925
HNU,Ex:TSE | Src:Google,2023-12-08,6.630,6.810,6.450,6.540,3714084
HNU,Ex:TSE | Src:Google,2023-12-11,5.370,5.940,5.220,5.920,7535978
HNU,Ex:TSE | Src:Google,2023-12-12,5.460,5.660,5.250,5.260,4501989
HNU,Ex:TSE | Src:Google,2023-12-13,5.220,5.810,5.210,5.570,3203347
HNU,Ex:TSE | Src:Google,2023-12-14,5.580,5.960,5.520,5.950,3263709
HNU,Ex:TSE | Src:Google,2023-12-15,6.130,6.420,5.960,6.060,3089543
HNU,Ex:TSE | Src:Google,2023-12-18,6.580,6.610,6.150,6.200,2150152
HNU,Ex:TSE | Src:Google,2023-12-19,5.730,6.250,5.530,6.230,4479974
HNU,Ex:TSE | Src:Google,2023-12-20,6.040,6.130,5.670,5.690,4156868
HNU,Ex:TSE | Src:Google,2023-12-21,6.010,6.540,5.930,6.440,3378653
HNU,Ex:TSE | Src:Google,2023-12-22,6.190,6.580,6.170,6.570,1883421
HNU,Ex:TSE | Src:Google,2023-12-27,6.730,6.960,6.220,6.330,3006949
HNU,Ex:TSE | Src:Google,2023-12-28,6.670,6.970,6.620,6.800,3029999
HNU,Ex:TSE | Src:Google,2023-12-29,6.710,6.870,6.530,6.620,2099425
HNU,Ex:TSE | Src:Google,2024-01-02,6.950,7.060,6.710,6.930,2969620
HNU,Ex:TSE | Src:Google,2024-01-03,7.500,7.750,7.250,7.590,4608460
HNU,Ex:TSE | Src:Google,2024-01-04,8.290,8.570,7.870,8.500,5499921
HNU,Ex:TSE | Src:Google,2024-01-05,7.730,8.790,7.620,8.650,4813546
HNU,Ex:TSE | Src:Google,2024-01-08,7.820,9.250,7.640,8.980,5484678
HNU,Ex:TSE | Src:Google,2024-01-09,9.850,11.040,9.210,10.140,6883005
HNU,Ex:TSE | Src:Google,2024-01-10,9.370,9.620,8.850,9.030,5869730
HNU,Ex:TSE | Src:Google,2024-01-11,9.120,9.690,8.850,8.900,6727453
HNU,Ex:TSE | Src:Google,2024-01-12,9.490,9.690,9.110,9.640,8416695
HNU,Ex:TSE | Src:Google,2024-01-15,8.640,8.840,8.560,8.680,3727104
HNU,Ex:TSE | Src:Google,2024-01-16,8.400,8.720,8.210,8.240,5978287
HNU,Ex:TSE | Src:Google,2024-01-17,8.310,8.740,8.180,8.450,4371837
HNU,Ex:TSE | Src:Google,2024-01-18,8.250,8.270,7.700,8.020,4924153
HNU,Ex:TSE | Src:Google,2024-01-19,7.500,7.510,6.910,6.910,5772303
HNU,Ex:TSE | Src:Google,2024-01-22,6.200,6.390,6.130,6.190,5879460
HNU,Ex:TSE | Src:Google,2024-01-23,6.060,6.530,6.040,6.490,4288981
HNU,Ex:TSE | Src:Google,2024-01-24,6.820,7.140,6.620,7.090,4566052
HNU,Ex:TSE | Src:Google,2024-01-25,7.070,7.120,6.350,6.440,5885463
HNU,Ex:TSE | Src:Google,2024-01-26,6.360,6.510,5.960,6.460,6603182
HNU,Ex:TSE | Src:Google,2024-01-29,6.090,6.130,5.700,5.790,6142197
HNU,Ex:TSE | Src:Google,2024-01-30,5.950,6.090,5.770,5.970,6424492
HNU,Ex:TSE | Src:Google,2024-01-31,6.030,6.320,5.970,6.120,4348411
HNU,Ex:TSE | Src:Google,2024-02-01,5.970,6.100,5.620,5.660,5954377
HNU,Ex:TSE | Src:Google,2024-02-02,5.780,5.970,5.750,5.940,4676190
HNU,Ex:TSE | Src:Google,2024-02-05,5.870,5.990,5.730,5.870,3353933
HNU,Ex:TSE | Src:Google,2024-02-06,5.610,5.680,5.420,5.440,7554232
HNU,Ex:TSE | Src:Google,2024-02-07,5.500,5.530,5.210,5.290,3521484
HNU,Ex:TSE | Src:Google,2024-02-08,5.170,5.190,4.800,4.880,4757088
HNU,Ex:TSE | Src:Google,2024-02-09,4.850,4.890,4.630,4.710,3892596
